EnsemblId,TranscriptionFactorBindingSites
ENSG00000084693,AP-4|Bach1|HEB|Klf7|Nkx2|Prrx2|RP58|Sp1
ENSG00000084710,E2A|Ets|HNF4|Klf7|Myf|Sp1|Sp4|Zfp161
ENSG00000084731,AP-2|CREB|CTCF|Dbx1|HNF1|KROX|Lhx3|NF-I|NF-Y|NRSF|Olf-1|Sp1|TLX1::NFIC|Tal1|Zic|znf143
ENSG00000084733,E2A|KROX|Klf7|Mef2|NF-kappaB|NR4A2|Nkx2|Nrf-1|Pax-4|RAR|RORalpha1|STAT|Sp1|znf143
ENSG00000084734,CACD|Elk1|Ets|HEB|HNF1|LXR|RREB-1|Rfx|SF1|Sp4
ENSG00000084754,Err-alpha|Ets|NR4A2|Nrf-2|Octamer|RAR|Sp1
ENSG00000084764,AP-4|E2A|Ebox|Elk1|Esr1|Ets|GABP|GATA|Klf7|LRH1|Maf|NF-Y|RP58|Rfx|SF1|Sp1|Tal1
ENSG00000084774,CTCF|E2F|GCNF|Hsf|Klf7|LXR|Lhx3|NRSF|OTX|Octamer|RAR|SF1|Sp1|TLX1::NFIC|YY1
ENSG00000085063,E2F|Klf7|Sp1|Sp4|Tcf
ENSG00000085117,AP-4|Klf7|Mrg|Sp1|Sp4|Tgif1
ENSG00000085185,AREB6|CTCF|Dlx5|E2A|Egr|GABP|HNF4|INSM1|KROX|Klf7|Lmo2-complex|Myf|NF-kappaB|PPARG|RREB-1|Sp1|Sp4|Tcf
ENSG00000085224,Arid3a|CHX10|Err-alpha|Gsc|Isl2|Rfx|Sp1|Sp4|Tal1beta
ENSG00000085231,Elk1|Klf7|Sp1
ENSG00000085265,Err-alpha
ENSG00000085274,CREB|HNF1|RXR|YY1
ENSG00000085365,AP-1|ATF3|CREB|Hoxa9|Mef2|Nrf-2|Tgif1|znf143
ENSG00000085377,Esx1|Ets|HNF4|Hoxa5|NRSF|Osf2|Pou3f2|Sp1|Tal1beta|Vax2
ENSG00000085382,Barx1|E2A|Elk1|Hoxa9|Hoxb9|MafB|Msx2|Myf|NF-I|Pou2f1|STAT|znf143
ENSG00000085415,Klf7|Myc|Nrf-1|Sp1|Sp4|Zfp161
ENSG00000085433,Egr|Klf7|NF-Y|Pou4f3|Rfx|Sp1|Sp4|Zfp161
ENSG00000085449,Bach1|Bach2|Isl2|NF-Y|Nobox|RREB-1|Tgif1
ENSG00000085465,Esr1|Esr2|Gsc|HNF4|Hoxa7|Hsf|NR3C|PPARG
ENSG00000085491,AP-1|Ets|GABP
ENSG00000085511,KROX|Lmo2-complex|Mef2|NR3C|Pbx-1|RORalpha1|Sp1|Sp4|YY1
ENSG00000085552,AP-1|AP-4|CTCF|Egr|HEB|KROX|NF-kappaB|NRSF|RREB-1|Sp1|Sp4|TLX1::NFIC
ENSG00000085644,CACD|Elk1|GABP|Zfp161
ENSG00000085719,Mef2|NR4A2|Pou2f1|SF1
ENSG00000085721,GABP|NF-Y
ENSG00000085733,AP-1|AP-4|Ehf|Elk1|Ets|GABP|Nrf-2|Sp1|Spdef|Tel2|Tgif1
ENSG00000085741,CTCF|Hmx|Lmo2-complex|OTX|Pax-6|Pou2f1|Pou6f1
ENSG00000085760,Ets|Nrf-2
ENSG00000085831,AP-1|Bach1|Bach2|E2A|Err-alpha|Esr1|Esr2|GATA|Lmo2-complex|Maf|NF-E2|NR4A2|Nrf-2|PPARG|RAR|RREB-1|SF1|Tal1
ENSG00000085832,Arid3a|CDP|Eomes|Esr2|HNF6|Hoxb9|Jundm2|KROX|Mef2|NF-Y|Nkx6-1|Pou2f1|Rfx|SF1|Sp1|TCF11::MafG|Tal1|YY1
ENSG00000085840,Dmbx1|E2F|Gsc|Klf7|Sp1|Sp4
ENSG00000085871,HNF4|Hoxb3|PPARG|PPAR|Prrx1|RAR
ENSG00000085872,Egr|Elk1|GABP|KROX|Klf7|Ncx|Nrf-1|RP58|Sp1|Sp4|Tel2
ENSG00000085978,AP-1|CTCF|Elk1|GABP|HNF4|Hoxa5|KROX|LXR|Mef2|Myf|Pou2f1|Pou5f1|Sox|Tal1
ENSG00000085982,Ets|Foxc1|Gfi1|Hoxb8|Hoxd8|Octamer|Pou3f4|RAR|RORalpha1|RXR::LXR|Rfx
ENSG00000085998,CTCF|Dlx5|Elk1|Ets|Hsf|Klf7|Myf|Pou5f1|Sp4|Tal1
ENSG00000085999,E2A|Ets|GCNF|Myf|NF-kappaB|RAR|Sp1|YY1
ENSG00000086015,AP-1|AP-4|ATF3|Arid3a|Ascl2|Bach1|Dbx2|Elf1|Err-alpha|Esr1|Ets|HNF4|Hlxb9|LRH1|LXR|Mrg|Myf|NF-E2|NF-Y|Nrf-2|OTX|Octamer|PPARG|PU.1|Pdx1|Pou2f1|Pou3f4|Pou4f3|Prrx2|RORalpha1|RXR::LXR|RXR|Rfx|SF1|STAT|Tgif1|Vax2|YY1
ENSG00000086061,AP-4|CREB|Elk1|GABP|KROX|Nrf-1|Rfx|Tal1
ENSG00000086062,Bsx|Ets|NERF1a|PPARG|Tel2
ENSG00000086065,Arid3a|CTCF|Egr|Elk1|GABP|Klf7|Nrf-1|Pou2f1|Sp1|Sp4
ENSG00000086102,Arid3a|Arnt|CREB|Dmbx1|Elk1|GABP|GCNF|Hsf|Myc|Nkx2|Octamer|RORalpha1|Stra13
ENSG00000086159,AP-4|CTCF|Myf|Nkx2
ENSG00000086189,CACD|Myc|Sp1|Sp4
ENSG00000086200,ATF|Arid3a|CACD|E2F|Ets|Gfi1|Hoxb13|Hoxc9|Myc|Nrf-1|Nrf-2|OTX|Pdx1|Pou2f1|Pou6f1|Rfx|Sp1|Sp4|Tel2|YY1
ENSG00000086205,NF-Y
ENSG00000086232,Dlx3|Klf7|Myf|Sp1
ENSG00000086289,Err-alpha|GCNF|Hoxa9|Hoxb9|LRH1|Maf|Myf|Nkx6-1|Nrf-2|RORalpha1|SF1
ENSG00000086300,CTCF|Elf1|Ets|HNF4|HNF6|Hlx1|Hoxb13|Hoxb7|Isl2|Klf7|LRH1|LXR|Lhx3|MafB|NF-E2|OTX|PPARG|PU.1|Pax-6|Pou2f1|Pou6f1|Tal1beta|Tcf
ENSG00000086475,Gfi1|Hoxb13|KROX|Klf7|Nrf-2|PU.1|Pitx3|STAT|Sp1|Sp4|YY1|Zfp161
ENSG00000086504,Sp1
ENSG00000086506,CTCF|Nrf-1
ENSG00000086544,AP-1|Bach1|Bach2|CACD|Klf7|Maf|NERF1a|NF-kappaB|NRSF|Nrf-2|STAT|Sp1|Sp4
ENSG00000086570,PPARG|TLX1::NFIC
ENSG00000086589,Elk1|GABP|Sp1
ENSG00000086598,Ascl2|Dmbx1|Sp1
ENSG00000086619,Ascl2|Dlx5|E2A|E2F|Gbx1|Hlxb9|Hoxa5|Klf7|Lhx8|Lmo2-complex|NF-I|Nkx1-1|Olf-1|PPARG|Pax-5|RXR::LXR|Sp1|Sp4|TLX1::NFIC|znf143
ENSG00000086666,Arid3a|Elk1|Klf7|LXR|Myf|Sp1
ENSG00000086696,HNF1|Hoxa9|Nkx2|Nkx6-1|Otx2
ENSG00000086712,Bach2|Brachyury|E2A|Ebox|Elk1|KROX|Klf7|Myc|Myf|NF-Y|PPARG|Pdx1|Sp1|Sp4|Tal1|Tcf
ENSG00000086717,Foxd3|GATA|Gbx2|Hlxb9|Hoxa9|Hoxb13|Lhx4|Mef2|Nkx2|Nkx6-1|Pou2f1|Pou6f1|RORalpha1|Rfx|STAT|TLX1::NFIC
ENSG00000086730,Esr1
ENSG00000086758,Egr|Esx1|GABP|Gfi1|Hoxa5|Hoxa7|Isx|Klf7|Mrg1::Hoxa9|NF-I|Nkx2|Nobox|OTX|Prrx2|RAR|RBP-Jkappa|Rfx|STAT|Sox|Sp1|Sp4|Tcf|YY1
ENSG00000086827,CTCF|znf143
ENSG00000086848,Err-alpha|GABP|Mrg|Nkx1-1|RORalpha1|SF1|Tcf|Tel2|Tgif1
ENSG00000086967,ATF3|CHX10|Dlx2|E2A|Ebox|Elk1|Esr1|Klf7|Myf|STAT|TLX1::NFIC
ENSG00000086991,AP-4|Elk1|HEB|Hsf|NF-Y|Prrx2|Tgif1
ENSG00000087008,ATF3|ATF|CREB|Jundm2|Myf|STAT
ENSG00000087053,Elf3|Ets|Foxj1|Foxj2|Lhx3|TEF-1
ENSG00000087074,AP-1|ATF4|ATF|Bach1|CREB|Jundm2|Klf7|Mrg|Rfx
ENSG00000087076,CTCF|HNF4|PPARG|Sp4
ENSG00000087086,AP-1|AhR::Arnt|Bach1|Klf7|Maf|NF-E2|Nrf-2|RREB-1|Sp1|YY1
ENSG00000087088,Arnt|Ebox|Ets|Myc|NERF1a|Sp1|Stra13|Tel2|YY1|p53
ENSG00000087095,Bach2|Barhl1|CTCF|Dmbx1|E2A|Ebox|Egr|Esr1|Esr2|Hoxb13|KROX|Klf7|LRH1|Mef2|NF-kappaB|Nkx6-1|PPARG|Pbx-1|Pitx3|RORalpha1|Sp1|Sp4|Tgif1
ENSG00000087111,E2A|Egr|Ehf|Elk1|HNF4|Lhx3|Myf|Rfx
ENSG00000087116,AP-1|Bach2|Egr|Elk1|HEN1|KROX|Lmo2-complex|NF-kappaB|RP58|Sp4|Tal1
ENSG00000087128,Dmbx1|Obox6|Pou2f1
ENSG00000087152,ATF3|CACD|E2F|HEB|Klf7|Sp1|Sp4|Zfp161|znf143
ENSG00000087157,AP-1|Elk1|Ets|GABP|NR3C|Nrf-1
ENSG00000087191,CTCF|E2F|Ehf|GABP|HEB|Klf7|Maf|Nrf-1|Nrf-2|PU.1|Pdx1|Rfx|Sp1|YY1|Zic
ENSG00000087206,Nrf-1|Sp1|Sp4|Zfp161
ENSG00000087237,GABP|GCNF|HNF4|LXR|SF1|TLX1::NFIC
ENSG00000087245,Egr|KROX|NF-I|RP58|Sp1|Tal1beta|Zfp161
ENSG00000087250,AP-2|CTCF|E2F|Egr|HNF4|KROX|Maf|Myf|NF-E2|Sp1|Sp4
ENSG00000087253,Elk1|Nrf-1|PU.1
ENSG00000087258,AP-4|ATF|CTCF|Crx|Foxc1|Foxj1|GLI|Gbx1|Gbx2|HEB|Hlxb9|Isx|KROX|Lhx4|Lhx8|Pax7|Pbx|Phox2a|RREB-1|Sox|Sp1|Sp4|Srf|TBX5|YY1|Zic
ENSG00000087263,Elk1|Err-alpha|GABP|NERF1a|Tel2
ENSG00000087266,Maf|Nrf-2|Sp1
ENSG00000087269,znf143
ENSG00000087274,KROX|Sp1|Sp4
ENSG00000087299,E2F|Klf7|NF-Y|Sp1|Zfp161
ENSG00000087301,ATF4|CDP|CEBPD|CHX10|CREB|E2F|Esx1|HNF1|Hoxa3|Irf|Jundm2|KROX|Mef2|NF-Y|Pax7|RORalpha1|RREB-1|Sox|Sp1|Sp4|Vax2
ENSG00000087302,Arid3a|Ascl2|E2A|Hoxd10|KROX|MIF-1|Mrg|Nkx2|Sp1|Tgif1
ENSG00000087303,AP-4|Cdx2|HEN1|Hsf|NF-Y|NF-kappaB|Rfx|Sp1
ENSG00000087338,AREB6|E2A|Ets|Gbx1|Gbx2|Hlxb9|Hoxb3|Hoxc9|Hoxd8|Isx|Klf7|Mrg1::Hoxa9|Nkx6-1|Nobox|Nrf-1|Pax7|Phox2a|Pou2f1|Pou3f2|Pou4f3|Rfx|Sp1|Sp4|Spdef|Vax2
ENSG00000087365,E2F|Ehf|Elk1|GABP|KROX|Klf7|Nrf-2|Olf-1|PPARG|Sp1|Tal1|znf143
ENSG00000087448,E2F|GABP|Pdx1
ENSG00000087460,ATF3|ATF4|Ascl2|Barhl1|Barx2|CHX10|CTCF|Dbx2|E2A|E2F|En-1|Err-alpha|Esx1|Foxa|Foxc1|Gbx1|Gbx2|Gsc|HEN1|HNF1|HNF6|Hlx1|Hoxa13|Hoxa7|Hoxb13|Hoxb3|Hoxb4|Hoxb7|Hoxc9|Hoxd8|Hsf|Isl2|Jundm2|KROX|Klf7|Lhx3|Mef2|Msx-1|Msx2|Myc|Myf|NR4A2|Nkx2|Nkx6-1|Obox3|Obox6|Pax-6|Pax7|Phox2a|Pou2f1|Pou3f2|Pou4f3|Pou6f1|Prrx1|Prrx2|RAR|RORalpha1|RREB-1|Rfx|Sp1|Sp4|Srf|TBX5|TLX1::NFIC|Tal1|Vax2|YY1|Zfp161
ENSG00000087470,Elf3|Gfi1|KROX|Lmo2-complex|NR3C|RORalpha1|Tcf
ENSG00000087494,AREB6|ATF|Barx1|Bsx|Ebox|Esx1|Foxa|Gfi1|HEB|Hlx1|Hoxb8|Hoxc9|KROX|Lmo2-complex|Mef2|Msx-1|Myf|NF-kappaB|Octamer|PPARG|Pou3f4|RBP-Jkappa|Rfx|TEF-1|TLX1::NFIC|Tcf|Tel2
ENSG00000087495,AREB6|ATF3|ATF4|ATF|Arid3a|CDP|CREB|CTCF|Dmbx1|E2A|Egr|Elf3|Ets|FEV|Gfi1|Gsc|HEN1|Hoxb4|INSM1|Jundm2|KROX|Mef2|Myf|NERF1a|NF-I|NF-Y|NR4A2|Nkx2|OTX|Obox6|Otx2|Pbx-1|Pdx1|RORalpha1|RREB-1|RXR|Rfx|SF1|STAT|Sp1
ENSG00000087502,Ehf|Klf7|Mef2|PPARG|YY1
ENSG00000087510,Ascl2|CTCF|Elf1|Esr1|Esr2|Irf|KROX|Myf|Pou3f2|Sp1|Sp4
ENSG00000087586,CDP|NF-Y|Nrf-1|YY1
ENSG00000087589,GCNF|Osf2
ENSG00000087842,AP-1|Bach1|HEB|Hoxa5|NF-E2|NF-Y|Nrf-2|TCF11::MafG
ENSG00000087884,CTCF|Egr|GLI|HNF4|Irf|KROX|Klf7|NF-kappaB|NRSF|Pax-5|RREB-1|Sp1|Sp4|Srf
ENSG00000087903,Egr|KROX|Klf7|MIF-1|NF-Y|RREB-1|Rfx|Sp1
ENSG00000087916,AP-2|HEB|Hoxb9|Hoxd8|Lhx3|Nrf-2|Pbx-1|STAT|Tcf
ENSG00000087995,E2F|Elk1|Klf7|SF1
ENSG00000088002,ATF3|HEN1|Jundm2|Lmo2-complex|RREB-1|Sp1
ENSG00000088035,Dlx5|Ebox|Err-alpha|Foxd3|Hoxa5|Hoxb13|Hoxb6|Hoxc6|Lhx3|NF-I|NF-kappaB|NR4A2|Nrf-1|Octamer|Pax-4|Pou2f1|Prrx2|RAR|Sp1|Tcf
ENSG00000088038,Barhl1|E2A|Egr|HEN1|Hoxb13|Isl2|KROX|NF-Y|Nkx6-1|Nobox|PPARG|Pax-6|RBP-Jkappa|Sp1|Sp4|Tel2|YY1
ENSG00000088053,GATA
ENSG00000088205,CTCF|GABP|Mef2|Nrf-1|Zfp161
ENSG00000088247,Arnt|Crx|Gsc|Myc|NF-Y|PPARG|Pitx3|Sp4|znf143
ENSG00000088256,E2A|NF-Y|Nrf-1|Sp1|Srf
ENSG00000088280,Crx|HEB|HNF4|Klf7|Pitx3|STAT|Sp1
ENSG00000088298,Arid3a|Barx2|Dbx2|En-1|Esx1|GABP|Hoxa7|Hoxb4|Hoxb7|Hoxd8|Isl2|Lhx3|MafB|Nkx6-1|Nrf-1|Pax-6|Pax7|Phox2a|Pou2f1|Pou3f2|Pou4f3|Prrx1|Rfx|STAT|Tel2|Vax2
ENSG00000088305,CTCF|E2A|Egr|HNF4|KROX|LF-A1|Lmo2-complex|NRSF|PPARG|Sp1|Sp4
ENSG00000088320,Klf7|Sp1|Sp4
ENSG00000088325,GABP|NF-Y|Nkx2|RAR
ENSG00000088356,CTCF|Elk1|HNF4|Klf7|NF-I|Nrf-1|PPARG|RXR::LXR|Sp1
ENSG00000088367,AP-1|AP-4|CACD|E2A|Egr|Elf1|Elk1|Ets|GABP|GATA|HEB|HEN1|Hsf|KROX|Klf7|LXR|Maf|Nrf-2|Otx2|Sox|Sp1|Sp4|TBX5|Tal1|Tcf
ENSG00000088386,Ets
ENSG00000088387,AP-4|Arid3a|E2A|E2F|E4F1|Elk1|Eomes|Err-alpha|Esr1|Foxd3|GATA|HNF1|Hoxa5|Hoxd8|Hsf|Isl2|Klf7|Lhx3|Mef2|Mrg1::Hoxa9|Myf|NF-Y|NR4A2|Nkx2|Nkx6-1|Octamer|Osf2|PPARG|PPAR|Pou2f1|Prrx2|RAR|Rfx|Sp4|TBX5|TEF-1|Tal1
ENSG00000088448,FEV|Foxa|GABP|Gbx1|Hoxa5|Hoxc9|Isx|Klf7|Lhx4|Msx2|Nobox|Octamer|Pou2f1|Pou4f3|RORalpha1|Sox|Sp1|Vax2
ENSG00000088451,GATA|Nrf-1|Sp1
ENSG00000088682,KROX|RXR
ENSG00000088726,AP-4|ATF|Err-alpha|HEB|LRH1|Nrf-2|RXR|SF1
ENSG00000088727,AP-4|HEB|Myf|PPARG|Sp1|Tal1|Tal1beta
ENSG00000088756,Hoxa7|Hoxb4|Lhx3|NF-I|Pax7|Phox2a|Pou3f2|Rfx|Vax2
ENSG00000088766,GCNF|Gfi1|HNF4|Hoxb8|LXR|Octamer|Pou4f3|RAR|STAT|Tal1
ENSG00000088808,Arid3a|Klf7|NF-Y|RXR|Sp1|Sp4
ENSG00000088812,Dbx1|Esx1|Gbx2|Hoxd8|Klf7|Lhx3|Msx-1|Pax-6|Phox2a|Pou2f1|Pou3f2|Pou3f4|Prrx1|Prrx2|Sp1|Sp4
ENSG00000088826,AP-4|CTCF|Ets|HEB|HEN1|Myc|NR3C|Nobox|RREB-1
ENSG00000088827,E2A|Myf|znf143
ENSG00000088832,Egr|Ets|Hsf|Msx2|Nrf-1|Nrf-2|PU.1|STAT|Sp1|Tal1beta|Zfp161
ENSG00000088833,CTCF|Klf7|Obox3|RREB-1|Sp1
ENSG00000088836,AP-1|AREB6|Bach1|GABP|HNF4|NERF1a|Sp1|Sp4
ENSG00000088854,HNF4|Klf7|Mrg1::Hoxa9|NF-Y|Sp1|Sp4
ENSG00000088876,CTCF|E2A|GABP|NF-Y
ENSG00000088881,AP-4|Ascl2|CTCF|Elk1|Esr1|HEN1|Klf7|NF-kappaB|RBP-Jkappa|RXR|Sp1|Tal1
ENSG00000088882,Ets|NERF1a|Sp1
ENSG00000088888,CTCF|Klf7|NR4A2|SF1|Sp1
ENSG00000088899,ATF3|Ascl2|E2A|GCNF|HEN1|HNF4|Jundm2|KROX|Klf7|LXR|Myf|PPARG|Sp1|Sp4|TBX5|Zfp161
ENSG00000088926,Foxa|HNF1|TEF-1|Tgif1
ENSG00000088930,ATF|CREB|Jundm2|Klf7|Myc|Nrf-1|Nrf-2|PPARG|Sp1
ENSG00000088986,CTCF|Egr|Elf3|GLI|Hsf|Klf7|Nanog|Nrf-1|Pou2f1|RBP-Jkappa|Rfx|Sp1|Zic|znf143
ENSG00000088992,GCNF|NR4A2|Zfp161
ENSG00000089006,ATF3|ATF|CREB|Jundm2|NR4A2|Octamer|Pou2f1|RAR|SF1|YY1
ENSG00000089009,Elk1|Ets|GABP|Nrf-2|znf143
ENSG00000089012,Ascl2|PU.1
ENSG00000089022,Elk1
ENSG00000089041,AP-1|HEB
ENSG00000089048,Err-alpha|GCNF|HNF4|NRSF|RREB-1|SF1
ENSG00000089050,Arid3a|NF-kappaB|znf143
ENSG00000089053,Hoxa9|NF-Y|OTX
ENSG00000089057,E2A|Nrf-2|PPARG|RP58|Tcf
ENSG00000089063,Elk1|GABP|Tel2
ENSG00000089091,ATF|CREB|CTCF|Dlx3|Egr|Isl2|Klf7|Mef2|Pbx-1|Sp1|Sp4
ENSG00000089094,AREB6|Ascl2|Barx1|Barx2|Dlx2|E2A|E2F|E4F1|Esx1|FEV|Foxa|Foxd3|Foxj2|GATA|Irf|KROX|Mef2|Myc|Nobox|Nrf-2|Octamer|Pax-6|Phox2a|Pou2f1|RORalpha1|RREB-1|Sp1|Zfp161|Zic
ENSG00000089101,ATF3|Ascl2|Brachyury|CTCF|Dbx1|Dbx2|En-1|Err-alpha|Esr2|Foxa|GCNF|HNF1|HNF4|Hlx1|Hoxa3|Hoxa5|Hoxb4|Hoxb7|Hoxc9|Isl2|Lhx3|Mef2|Mrg1::Hoxa9|Mrg|Myf|NF-I|NR4A2|Nkx6-1|Nobox|OTX|PPARG|PU.1|Pax-4|Pax-6|Phox2a|Pou2f1|Pou3f2|Pou3f4|Pou4f3|Pou6f1|Prrx1|RAR|RXR|Rfx|Sox|Sp4|TLX1::NFIC|Tal1beta|Tcf|Tgif1
ENSG00000089116,ATF6|CREB|E4F1|Foxa|Hoxa3|Hoxb6|NF-Y|NRSF|Pou5f1|RREB-1|Rfx|Sp1|Sp4|Zfp161
ENSG00000089123,Arnt|Egr|Elk1|Ets|GABP|Myc|Nrf-1|RBP-Jkappa|Rfx|Sp4|Tel2
ENSG00000089127,Irf
ENSG00000089154,GABP|Myf|Tal1
ENSG00000089157,Bach1|CTCF|NF-Y
ENSG00000089159,ATF6|ATF|Ascl2|CACD|CTCF|E2A|HEN1|HNF4|KROX|Klf7|Mef2|NF-kappaB|PPARG|RREB-1|Sp1
ENSG00000089163,TEF-1
ENSG00000089169,CTCF|Err-alpha|NR4A2|NRSF|PU.1|SF1
ENSG00000089177,Cdx2|GATA|Hoxa9|Hoxb13|Hoxb9|KROX|Klf7|Mef2|NF-Y|Octamer|Pou2f1|STAT|Sp1|Sp4|Srf
ENSG00000089195,Barhl1|Dlx5|GABP|Hoxa3|Hoxa5|Hoxa7|Hoxc9|NF-Y|Sp1
ENSG00000089199,ATF3|ATF4|ATF|CREB|Egr|Jundm2|NRSF|Octamer|Pou2f1
ENSG00000089220,NF-Y|Sp4
ENSG00000089225,Arid3a|Dlx5|Elk1|Ets|GABP|GATA|HNF4|Hoxb3|Hoxb7|Hoxb8|Hoxd8|Irf|Klf7|Lhx3|Nkx6-1|Pou2f1|RAR|RREB-1|SF1|STAT|Sp1
ENSG00000089234,Arid3a|Ehf|GABP|Lhx3|Nrf-1|RORalpha1
ENSG00000089248,E2F|Irf|Klf7|Lmo2-complex|Myc|Nrf-1|Sp1|Stra13|Zfp161
ENSG00000089250,ATF|CACD|CTCF|E2A|HEB|NERF1a|NRSF|Pou2f1|Rfx
ENSG00000089280,Brachyury|CACD|CEBPA|E2F|Egr|Elf1|Foxc1|GATA|HNF4|Hoxa5|KROX|Klf7|LRH1|MAZR|Myc|Myf|NERF1a|Nrf-1|Osf2|PPARG|RAR|STAT|Sp1|Sp4|TEF-1|YY1|Zic
ENSG00000089289,CTCF|Elk1|LXR|PPARG|RXR::LXR|Rfx
ENSG00000089327,CACD|Ehf|Ets|GABP|HEN1|PPARG|Tel2
ENSG00000089336,ATF3|ATF|CREB|Jundm2|RREB-1
ENSG00000089351,RREB-1|Sp1
ENSG00000089356,CTCF|GLI|HNF4|INSM1|Klf7|NERF1a|RREB-1|Sp1|Tal1
ENSG00000089472,AP-1|CTCF|Foxd1|Hoxc9|Mrg1::Hoxa9|Nrf-2|Spdef|Tcf
ENSG00000089486,ATF3|ATF|Arnt|CREB|Jundm2|Klf7|Myf|NR4A2|PPARG|SF1|Sp1
ENSG00000089505,PPARG
ENSG00000089558,Arnt|CTCF|Ebox|Klf7|Myc|NRSF|Rfx|Sp1
ENSG00000089597,E2F|Klf7|NERF1a|Sp1|Sp4|Stra13
ENSG00000089639,AP-4|CTCF|Elf1|Esr1|Klf7|PU.1|Sp1|Sp4|Tal1
ENSG00000089682,Arid3a|CDP|Dlx3|HNF6|Hoxb4|Hoxb7|Hoxd8|Lhx3|PPARG|Phox2a|Pou3f2|Tcf
ENSG00000089685,Klf7|NR3C
ENSG00000089692,Bach2|Elf1|Ets|PPARG|RREB-1|Sp1|Sp4
ENSG00000089693,AP-1|AP-2|Ascl2|CREB|CTCF|Egr|GABP|HNF4|Hoxc9|Klf7|LRH1|Nrf-2|PPARG|PPAR|Sp1|Sp4|TLX1::NFIC
ENSG00000089723,Bach2|Err-alpha|KROX|Klf7|NR4A2|Pou4f3|Pou6f1|RORalpha1|SF1|Sp1|Sp4
ENSG00000089737,NF-Y|Sp1
ENSG00000089775,AP-1|Ebox|Egr|HEN1|HNF4|Myc|NF-kappaB|Pax-6|Pbx-1|RREB-1|Sp1|Stra13|Zic
ENSG00000089818,GABP|RORalpha1
ENSG00000089820,Elk1|Ets|GABP|HNF4|NF-Y|Nrf-2|Octamer|Pou2f1|RAR|RORalpha1|Sp1|Stra13|Tel2|Tgif1|Zfp161
ENSG00000089847,Ascl2|CTCF|E2F|Elk1|GABP|HNF4|Klf7|NF-kappaB|NRSF|Nrf-1|Sp1|Sp4
ENSG00000089876,Arid3a|Crx|Elk1|Gsc|OTX|Pitx3
ENSG00000089902,CTCF|Egr|HEB|Isx|KROX|Klf7|Lhx8|Mef2|NF-Y|Sp1|Sp4|znf143
ENSG00000089916,AP-1|AP-4|Ascl2|GABP|Hoxa9|Klf7|Lhx3|Mef2|Myf|NF-kappaB|RAR|RREB-1|Sp1
ENSG00000090006,CTCF|E2A|E2F|Egr|GABP|HNF4|Hoxa9|Klf7|LRH1|MIF-1|Myc|Myf|NF-Y|NR4A2|PPARG|PPAR|RBP-Jkappa|RORalpha1|RP58|RREB-1|RXR::LXR|RXR|Rfx|SF1|Sp1|Sp4|TLX1::NFIC|Zfp161
ENSG00000090013,AP-1|Egr|Err-alpha|Klf7|LXR|NF-E2|NR4A2|Nrf-1|Nrf-2|SF1|Sp1|Sp4
ENSG00000090020,AP-4|CTCF|INSM1|KROX|NF-I
ENSG00000090054,Klf7|Nrf-1|Octamer|RP58|Sp1
ENSG00000090060,Elk1|GABP|Nrf-1
ENSG00000090061,E2F|GABP|HNF4|KROX|NF-Y|Pou6f1|Sp1|YY1|Zfp161
ENSG00000090104,ATF|Ets|Hoxa13|NF-kappaB|Tel2
ENSG00000090238,Bach1|Bach2|E2A|Egr|HEN1|HNF4|INSM1|NF-Y|Octamer|PPARG|Pou2f1|RXR::LXR|Sp1
ENSG00000090273,Arnt|CTCF|Duxl|Elk1|HNF4|LXR|Myc|NF-Y|RXR|Rfx
ENSG00000090316,CREB|Err-alpha|NF-Y|NR4A2|SF1|Sp1|Sp4|Zic
ENSG00000090339,NF-kappaB|STAT
ENSG00000090372,Klf7|Rfx|Sp1|YY1
ENSG00000090376,Gfi1|Lhx3|Myc|NR3C
ENSG00000090382,Elf3
ENSG00000090432,Elk1|Ets|GABP|Nrf-2
ENSG00000090447,Arnt|E2F|Elk1|Ets|Foxc1|Foxo|KROX|Mrg1::Hoxa9|Myc|Myf|Nrf-2|Sp1|Sp4|YY1
ENSG00000090470,Elk1|Isx|Lhx8
ENSG00000090487,AP-4|Ehf|GABP|Klf7|PPARG|RREB-1|Sp1|Sp4|Stra13|Zic
ENSG00000090539,AP-4|E2A|GABP|RREB-1|SF1|Tel2
ENSG00000090554,CACD|CTCF|Irf|Sp1|Sp4
ENSG00000090565,AP-1|ATF3|ATF4|ATF|CTCF|HNF4|NERF1a|NF-I|PPARG
ENSG00000090581,Ebox|GABP|Myc|Stra13
ENSG00000090612,ATF|CREB|Hoxb4|Hsf|Nrf-1|Phox2a|Sp1|Zfp161
ENSG00000090615,AP-1|Bach2|Elk1|GABP|Klf7|NR4A2|Sp1
ENSG00000090621,AP-1|AP-2|Arnt|CHX10|Ebox|Elk1|Esx1|GABP|HNF4|Hoxb7|KROX|LRH1|Mef2|Myc|NF-E2|NF-kappaB|NR4A2|NRSF|Phox2a|SF1|Sp1|Sp4|Vax2|Zic
ENSG00000090661,Ascl2|HEN1|Spdef
ENSG00000090674,Ebox|Myc|Nrf-1|Sp1|Sp4|Stra13
ENSG00000090686,ATF3|ATF4|ATF|Ascl2|CREB|CTCF|Elk1|Ets|Foxd3|HEB|Jundm2|LRH1|Lhx3|Mef2|Myf|Nrf-1|PU.1|Rfx|STAT|YY1
