EnsemblId,TranscriptionFactorBindingSites
ENSG00000085185,HNF4
ENSG00000085185,INSM1
ENSG00000085185,KROX
ENSG00000085185,Klf7
ENSG00000085185,Lmo2-complex
ENSG00000085185,Myf
ENSG00000085185,Myf
ENSG00000085185,NF-kappaB
ENSG00000085185,NF-kappaB
ENSG00000085185,PPARG
ENSG00000085185,RREB-1
ENSG00000085185,Sp1
ENSG00000085185,Sp4
ENSG00000085185,Tcf
ENSG00000085224,Arid3a
ENSG00000085224,CHX10
ENSG00000085224,Err-alpha
ENSG00000085224,Gsc
ENSG00000085224,Isl2
ENSG00000085224,Rfx
ENSG00000085224,Sp1
ENSG00000085224,Sp4
ENSG00000085224,Tal1beta
ENSG00000085231,Elk1
ENSG00000085231,Klf7
ENSG00000085231,Sp1
ENSG00000085265,Err-alpha
ENSG00000085274,CREB
ENSG00000085274,HNF1
ENSG00000085274,RXR
ENSG00000085274,YY1
ENSG00000085274,YY1
ENSG00000085274,YY1
ENSG00000085274,YY1
ENSG00000085365,AP-1
ENSG00000085365,ATF3
ENSG00000085365,CREB
ENSG00000085365,Hoxa9
ENSG00000085365,Mef2
ENSG00000085365,Nrf-2
ENSG00000085365,Tgif1
ENSG00000085365,znf143
ENSG00000085377,Esx1
ENSG00000085377,Ets
ENSG00000085377,HNF4
ENSG00000085377,Hoxa5
ENSG00000085377,NRSF
ENSG00000085377,Osf2
ENSG00000085377,Pou3f2
ENSG00000085377,Sp1
ENSG00000085377,Tal1beta
ENSG00000085377,Vax2
ENSG00000085382,Barx1
ENSG00000085382,E2A
ENSG00000085382,Elk1
ENSG00000085382,Hoxa9
ENSG00000085382,Hoxb9
ENSG00000085382,MafB
ENSG00000085382,Msx2
ENSG00000085382,Myf
ENSG00000085382,Myf
ENSG00000085382,NF-I
ENSG00000085382,Pou2f1
ENSG00000085382,STAT
ENSG00000085382,znf143
ENSG00000085415,Klf7
ENSG00000085415,Myc
ENSG00000085415,Nrf-1
ENSG00000085415,Sp1
ENSG00000085415,Sp4
ENSG00000085415,Zfp161
ENSG00000085433,Egr
ENSG00000085433,Klf7
ENSG00000085433,NF-Y
ENSG00000085433,Pou4f3
ENSG00000085433,Rfx
ENSG00000085433,Rfx
ENSG00000085433,Sp1
ENSG00000085433,Sp4
ENSG00000085433,Zfp161
ENSG00000085449,Bach1
ENSG00000085449,Bach2
ENSG00000085449,Isl2
ENSG00000085449,NF-Y
ENSG00000085449,Nobox
ENSG00000085449,RREB-1
ENSG00000085449,Tgif1
ENSG00000085465,Esr1
ENSG00000085465,Esr2
ENSG00000085465,Gsc
ENSG00000085465,HNF4
ENSG00000085465,Hoxa7
ENSG00000085465,Hsf
ENSG00000085465,NR3C
ENSG00000085465,PPARG
ENSG00000085491,AP-1
ENSG00000085491,AP-1
ENSG00000085491,AP-1
ENSG00000085491,Ets
ENSG00000085491,GABP
ENSG00000085511,KROX
ENSG00000085511,Lmo2-complex
ENSG00000085511,Mef2
ENSG00000085511,NR3C
ENSG00000085511,Pbx-1
ENSG00000085511,Pbx-1
ENSG00000085511,Pbx-1
ENSG00000085511,RORalpha1
ENSG00000085511,RORalpha1
ENSG00000085511,Sp1
ENSG00000085511,Sp4
ENSG00000085511,YY1
ENSG00000085511,YY1
ENSG00000085511,YY1
ENSG00000085552,AP-1
ENSG00000085552,AP-4
ENSG00000085552,CTCF
ENSG00000085552,Egr
ENSG00000085552,HEB
ENSG00000085552,KROX
ENSG00000085552,NF-kappaB
ENSG00000085552,NRSF
ENSG00000085552,RREB-1
ENSG00000085552,Sp1
ENSG00000085552,Sp4
ENSG00000085552,TLX1::NFIC
ENSG00000085644,CACD
ENSG00000085644,Elk1
ENSG00000085644,Elk1
ENSG00000085644,GABP
ENSG00000085644,GABP
ENSG00000085644,Zfp161
ENSG00000085719,Mef2
ENSG00000085719,NR4A2
ENSG00000085719,Pou2f1
ENSG00000085719,SF1
ENSG00000085721,GABP
ENSG00000085721,NF-Y
ENSG00000085721,NF-Y
ENSG00000085733,AP-1
ENSG00000085733,AP-4
ENSG00000085733,Ehf
ENSG00000085733,Elk1
ENSG00000085733,Elk1
ENSG00000085733,Ets
ENSG00000085733,GABP
ENSG00000085733,GABP
ENSG00000085733,GABP
ENSG00000085733,Nrf-2
ENSG00000085733,Sp1
ENSG00000085733,Spdef
ENSG00000085733,Tel2
ENSG00000085733,Tgif1
ENSG00000085733,Tgif1
ENSG00000085741,CTCF
ENSG00000085741,Hmx
ENSG00000085741,Lmo2-complex
ENSG00000085741,OTX
ENSG00000085741,Pax-6
ENSG00000085741,Pou2f1
ENSG00000085741,Pou2f1
ENSG00000085741,Pou6f1
ENSG00000085760,Ets
ENSG00000085760,Nrf-2
ENSG00000085831,AP-1
ENSG00000085831,Bach1
ENSG00000085831,Bach2
ENSG00000085831,E2A
ENSG00000085831,Err-alpha
ENSG00000085831,Esr1
ENSG00000085831,Esr1
ENSG00000085831,Esr2
ENSG00000085831,GATA
ENSG00000085831,Lmo2-complex
ENSG00000085831,Maf
ENSG00000085831,NF-E2
ENSG00000085831,NR4A2
ENSG00000085831,Nrf-2
ENSG00000085831,PPARG
ENSG00000085831,PPARG
ENSG00000085831,RAR
ENSG00000085831,RREB-1
ENSG00000085831,SF1
ENSG00000085831,Tal1
ENSG00000085832,Arid3a
ENSG00000085832,CDP
ENSG00000085832,Eomes
ENSG00000085832,Esr2
ENSG00000085832,HNF6
ENSG00000085832,Hoxb9
ENSG00000085832,Jundm2
ENSG00000085832,KROX
ENSG00000085832,Mef2
ENSG00000085832,NF-Y
ENSG00000085832,Nkx6-1
ENSG00000085832,Pou2f1
ENSG00000085832,Rfx
ENSG00000085832,Rfx
ENSG00000085832,SF1
ENSG00000085832,Sp1
ENSG00000085832,TCF11::MafG
ENSG00000085832,Tal1
ENSG00000085832,YY1
ENSG00000085840,Dmbx1
ENSG00000085840,E2F
ENSG00000085840,Gsc
ENSG00000085840,Klf7
ENSG00000085840,Sp1
ENSG00000085840,Sp4
ENSG00000085871,HNF4
ENSG00000085871,HNF4
ENSG00000085871,HNF4
ENSG00000085871,Hoxb3
ENSG00000085871,PPARG
ENSG00000085871,PPAR
ENSG00000085871,Prrx1
ENSG00000085871,RAR
ENSG00000085872,Egr
ENSG00000085872,Elk1
ENSG00000085872,GABP
ENSG00000085872,GABP
ENSG00000085872,GABP
ENSG00000085872,KROX
ENSG00000085872,Klf7
ENSG00000085872,Ncx
ENSG00000085872,Nrf-1
ENSG00000085872,RP58
ENSG00000085872,Sp1
ENSG00000085872,Sp4
ENSG00000085872,Tel2
ENSG00000085978,AP-1
ENSG00000085978,CTCF
ENSG00000085978,Elk1
ENSG00000085978,GABP
ENSG00000085978,HNF4
ENSG00000085978,Hoxa5
ENSG00000085978,KROX
ENSG00000085978,LXR
ENSG00000085978,Mef2
ENSG00000085978,Myf
ENSG00000085978,Myf
ENSG00000085978,Pou2f1
ENSG00000085978,Pou2f1
ENSG00000085978,Pou5f1
ENSG00000085978,Sox
ENSG00000085978,Tal1
ENSG00000085982,Ets
ENSG00000085982,Foxc1
ENSG00000085982,Gfi1
ENSG00000085982,Hoxb8
ENSG00000085982,Hoxd8
ENSG00000085982,Octamer
ENSG00000085982,Pou3f4
ENSG00000085982,RAR
ENSG00000085982,RORalpha1
ENSG00000085982,RXR::LXR
ENSG00000085982,Rfx
ENSG00000085998,CTCF
ENSG00000085998,Dlx5
ENSG00000085998,Elk1
ENSG00000085998,Ets
ENSG00000085998,Hsf
ENSG00000085998,Klf7
ENSG00000085998,Myf
ENSG00000085998,Pou5f1
ENSG00000085998,Sp4
ENSG00000085998,Tal1
ENSG00000085999,E2A
ENSG00000085999,Ets
ENSG00000085999,GCNF
ENSG00000085999,Myf
ENSG00000085999,NF-kappaB
ENSG00000085999,RAR
ENSG00000085999,Sp1
ENSG00000085999,YY1
ENSG00000086015,AP-1
ENSG00000086015,AP-4
ENSG00000086015,ATF3
ENSG00000086015,Arid3a
ENSG00000086015,Ascl2
ENSG00000086015,Bach1
ENSG00000086015,Dbx2
ENSG00000086015,Elf1
ENSG00000086015,Err-alpha
ENSG00000086015,Esr1
ENSG00000086015,Ets
ENSG00000086015,HNF4
ENSG00000086015,Hlxb9
ENSG00000086015,LRH1
ENSG00000086015,LXR
ENSG00000086015,Mrg
ENSG00000086015,Myf
ENSG00000086015,NF-E2
ENSG00000086015,NF-Y
ENSG00000086015,Nrf-2
ENSG00000086015,OTX
ENSG00000086015,Octamer
ENSG00000086015,PPARG
ENSG00000086015,PPARG
ENSG00000086015,PU.1
ENSG00000086015,Pdx1
ENSG00000086015,Pou2f1
ENSG00000086015,Pou2f1
ENSG00000086015,Pou2f1
ENSG00000086015,Pou3f4
ENSG00000086015,Pou4f3
ENSG00000086015,Prrx2
ENSG00000086015,RORalpha1
ENSG00000086015,RORalpha1
ENSG00000086015,RORalpha1
ENSG00000086015,RXR::LXR
ENSG00000086015,RXR
ENSG00000086015,Rfx
ENSG00000086015,SF1
ENSG00000086015,STAT
ENSG00000086015,STAT
ENSG00000086015,Tgif1
ENSG00000086015,Tgif1
ENSG00000086015,Vax2
ENSG00000086015,YY1
ENSG00000086061,AP-4
ENSG00000086061,CREB
ENSG00000086061,Elk1
ENSG00000086061,GABP
ENSG00000086061,KROX
ENSG00000086061,Nrf-1
ENSG00000086061,Rfx
ENSG00000086061,Tal1
ENSG00000086062,Bsx
ENSG00000086062,Ets
ENSG00000086062,NERF1a
ENSG00000086062,PPARG
ENSG00000086062,Tel2
ENSG00000086065,Arid3a
ENSG00000086065,CTCF
ENSG00000086065,Egr
ENSG00000086065,Elk1
ENSG00000086065,GABP
ENSG00000086065,Klf7
ENSG00000086065,Nrf-1
ENSG00000086065,Pou2f1
ENSG00000086065,Pou2f1
ENSG00000086065,Sp1
ENSG00000086065,Sp4
ENSG00000086102,Arid3a
ENSG00000086102,Arnt
ENSG00000086102,CREB
ENSG00000086102,Dmbx1
ENSG00000086102,Elk1
ENSG00000086102,Elk1
ENSG00000086102,GABP
ENSG00000086102,GCNF
ENSG00000086102,Hsf
ENSG00000086102,Myc
ENSG00000086102,Nkx2
ENSG00000086102,Octamer
ENSG00000086102,RORalpha1
ENSG00000086102,RORalpha1
ENSG00000086102,Stra13
ENSG00000086102,Stra13
ENSG00000086159,AP-4
ENSG00000086159,CTCF
ENSG00000086159,Myf
ENSG00000086159,Nkx2
ENSG00000086189,CACD
ENSG00000086189,Myc
ENSG00000086189,Sp1
ENSG00000086189,Sp4
ENSG00000086200,ATF
ENSG00000086200,Arid3a
ENSG00000086200,CACD
ENSG00000086200,E2F
ENSG00000086200,Ets
ENSG00000086200,Ets
ENSG00000086200,Gfi1
ENSG00000086200,Hoxb13
ENSG00000086200,Hoxc9
ENSG00000086200,Myc
ENSG00000086200,Nrf-1
ENSG00000086200,Nrf-2
ENSG00000086200,OTX
ENSG00000086200,Pdx1
ENSG00000086200,Pou2f1
ENSG00000086200,Pou2f1
ENSG00000086200,Pou6f1
ENSG00000086200,Rfx
ENSG00000086200,Sp1
ENSG00000086200,Sp4
ENSG00000086200,Tel2
ENSG00000086200,YY1
ENSG00000086205,NF-Y
ENSG00000086232,Dlx3
ENSG00000086232,Klf7
ENSG00000086232,Myf
ENSG00000086232,Sp1
ENSG00000086289,Err-alpha
ENSG00000086289,GCNF
ENSG00000086289,Hoxa9
ENSG00000086289,Hoxb9
ENSG00000086289,LRH1
ENSG00000086289,Maf
ENSG00000086289,Myf
ENSG00000086289,Nkx6-1
ENSG00000086289,Nrf-2
ENSG00000086289,Nrf-2
ENSG00000086289,RORalpha1
ENSG00000086289,SF1
ENSG00000086300,CTCF
ENSG00000086300,Elf1
ENSG00000086300,Ets
ENSG00000086300,Ets
ENSG00000086300,HNF4
ENSG00000086300,HNF6
ENSG00000086300,Hlx1
ENSG00000086300,Hoxb13
ENSG00000086300,Hoxb7
ENSG00000086300,Isl2
ENSG00000086300,Klf7
ENSG00000086300,LRH1
ENSG00000086300,LXR
ENSG00000086300,Lhx3
ENSG00000086300,Lhx3
ENSG00000086300,MafB
ENSG00000086300,NF-E2
ENSG00000086300,OTX
ENSG00000086300,PPARG
ENSG00000086300,PU.1
ENSG00000086300,Pax-6
ENSG00000086300,Pou2f1
ENSG00000086300,Pou6f1
ENSG00000086300,Tal1beta
ENSG00000086300,Tcf
ENSG00000086475,Gfi1
ENSG00000086475,Hoxb13
ENSG00000086475,KROX
ENSG00000086475,Klf7
ENSG00000086475,Nrf-2
ENSG00000086475,PU.1
ENSG00000086475,Pitx3
ENSG00000086475,STAT
ENSG00000086475,Sp1
ENSG00000086475,Sp4
ENSG00000086475,YY1
ENSG00000086475,Zfp161
ENSG00000086504,Sp1
ENSG00000086506,CTCF
ENSG00000086506,Nrf-1
ENSG00000086544,AP-1
ENSG00000086544,AP-1
ENSG00000086544,Bach1
ENSG00000086544,Bach2
ENSG00000086544,CACD
ENSG00000086544,Klf7
ENSG00000086544,Maf
ENSG00000086544,NERF1a
ENSG00000086544,NF-kappaB
ENSG00000086544,NF-kappaB
ENSG00000086544,NF-kappaB
ENSG00000086544,NRSF
ENSG00000086544,Nrf-2
ENSG00000086544,Nrf-2
ENSG00000086544,STAT
ENSG00000086544,Sp1
ENSG00000086544,Sp4
ENSG00000086570,PPARG
ENSG00000086570,TLX1::NFIC
ENSG00000086589,Elk1
ENSG00000086589,GABP
ENSG00000086589,GABP
ENSG00000086589,GABP
ENSG00000086589,Sp1
ENSG00000086598,Ascl2
ENSG00000086598,Dmbx1
ENSG00000086598,Sp1
ENSG00000086619,Ascl2
ENSG00000086619,Dlx5
ENSG00000086619,E2A
ENSG00000086619,E2F
ENSG00000086619,Gbx1
ENSG00000086619,Hlxb9
ENSG00000086619,Hoxa5
ENSG00000086619,Klf7
ENSG00000086619,Lhx8
ENSG00000086619,Lmo2-complex
ENSG00000086619,NF-I
ENSG00000086619,Nkx1-1
ENSG00000086619,Olf-1
ENSG00000086619,PPARG
ENSG00000086619,Pax-5
ENSG00000086619,RXR::LXR
ENSG00000086619,Sp1
ENSG00000086619,Sp4
ENSG00000086619,TLX1::NFIC
ENSG00000086619,znf143
ENSG00000086666,Arid3a
ENSG00000086666,Elk1
ENSG00000086666,Klf7
ENSG00000086666,LXR
ENSG00000086666,Myf
ENSG00000086666,Sp1
ENSG00000086696,HNF1
ENSG00000086696,Hoxa9
ENSG00000086696,Nkx2
ENSG00000086696,Nkx6-1
ENSG00000086696,Otx2
ENSG00000086712,Bach2
ENSG00000086712,Brachyury
ENSG00000086712,E2A
ENSG00000086712,Ebox
ENSG00000086712,Elk1
ENSG00000086712,KROX
ENSG00000086712,Klf7
ENSG00000086712,Myc
ENSG00000086712,Myc
ENSG00000086712,Myc
ENSG00000086712,Myf
ENSG00000086712,NF-Y
ENSG00000086712,PPARG
ENSG00000086712,Pdx1
ENSG00000086712,Sp1
ENSG00000086712,Sp4
ENSG00000086712,Tal1
ENSG00000086712,Tcf
ENSG00000086717,Foxd3
ENSG00000086717,GATA
ENSG00000086717,Gbx2
ENSG00000086717,Hlxb9
ENSG00000086717,Hoxa9
ENSG00000086717,Hoxb13
ENSG00000086717,Lhx4
ENSG00000086717,Mef2
ENSG00000086717,Nkx2
ENSG00000086717,Nkx6-1
ENSG00000086717,Pou2f1
ENSG00000086717,Pou6f1
ENSG00000086717,RORalpha1
ENSG00000086717,Rfx
ENSG00000086717,STAT
ENSG00000086717,TLX1::NFIC
ENSG00000086730,Esr1
ENSG00000086758,Egr
ENSG00000086758,Esx1
ENSG00000086758,GABP
ENSG00000086758,Gfi1
ENSG00000086758,Hoxa5
ENSG00000086758,Hoxa7
ENSG00000086758,Isx
ENSG00000086758,Klf7
ENSG00000086758,Mrg1::Hoxa9
ENSG00000086758,NF-I
ENSG00000086758,Nkx2
ENSG00000086758,Nobox
ENSG00000086758,OTX
ENSG00000086758,Prrx2
ENSG00000086758,RAR
ENSG00000086758,RBP-Jkappa
ENSG00000086758,Rfx
ENSG00000086758,STAT
ENSG00000086758,Sox
ENSG00000086758,Sp1
ENSG00000086758,Sp4
ENSG00000086758,Tcf
ENSG00000086758,YY1
ENSG00000086758,YY1
ENSG00000086827,CTCF
ENSG00000086827,znf143
ENSG00000086848,Err-alpha
ENSG00000086848,GABP
ENSG00000086848,Mrg
ENSG00000086848,Nkx1-1
ENSG00000086848,RORalpha1
ENSG00000086848,SF1
ENSG00000086848,Tcf
ENSG00000086848,Tcf
ENSG00000086848,Tel2
ENSG00000086848,Tgif1
ENSG00000086967,ATF3
ENSG00000086967,CHX10
ENSG00000086967,Dlx2
ENSG00000086967,E2A
ENSG00000086967,Ebox
ENSG00000086967,Elk1
ENSG00000086967,Elk1
ENSG00000086967,Esr1
ENSG00000086967,Klf7
ENSG00000086967,Myf
ENSG00000086967,STAT
ENSG00000086967,STAT
ENSG00000086967,TLX1::NFIC
ENSG00000086991,AP-4
ENSG00000086991,Elk1
ENSG00000086991,HEB
ENSG00000086991,Hsf
ENSG00000086991,NF-Y
ENSG00000086991,Prrx2
ENSG00000086991,Tgif1
ENSG00000087008,ATF3
ENSG00000087008,ATF
ENSG00000087008,ATF
ENSG00000087008,CREB
ENSG00000087008,Jundm2
ENSG00000087008,Myf
ENSG00000087008,STAT
ENSG00000087053,Elf3
ENSG00000087053,Ets
ENSG00000087053,Foxj1
ENSG00000087053,Foxj2
ENSG00000087053,Lhx3
ENSG00000087053,TEF-1
ENSG00000087074,AP-1
ENSG00000087074,ATF4
ENSG00000087074,ATF
ENSG00000087074,Bach1
ENSG00000087074,CREB
ENSG00000087074,Jundm2
ENSG00000087074,Klf7
ENSG00000087074,Mrg
ENSG00000087074,Rfx
ENSG00000087076,CTCF
ENSG00000087076,HNF4
ENSG00000087076,PPARG
ENSG00000087076,Sp4
ENSG00000087086,AP-1
ENSG00000087086,AP-1
ENSG00000087086,AhR::Arnt
ENSG00000087086,Bach1
ENSG00000087086,Klf7
ENSG00000087086,Maf
ENSG00000087086,NF-E2
ENSG00000087086,Nrf-2
ENSG00000087086,Nrf-2
ENSG00000087086,RREB-1
ENSG00000087086,Sp1
ENSG00000087086,YY1
ENSG00000087088,Arnt
ENSG00000087088,Ebox
ENSG00000087088,Ets
ENSG00000087088,Myc
ENSG00000087088,NERF1a
ENSG00000087088,Sp1
ENSG00000087088,Stra13
ENSG00000087088,Stra13
ENSG00000087088,Tel2
ENSG00000087088,YY1
ENSG00000087088,YY1
ENSG00000087088,p53
ENSG00000087095,Bach2
ENSG00000087095,Barhl1
ENSG00000087095,CTCF
ENSG00000087095,Dmbx1
ENSG00000087095,E2A
ENSG00000087095,Ebox
ENSG00000087095,Egr
ENSG00000087095,Egr
ENSG00000087095,Egr
ENSG00000087095,Esr1
ENSG00000087095,Esr2
ENSG00000087095,Hoxb13
ENSG00000087095,KROX
ENSG00000087095,Klf7
ENSG00000087095,LRH1
ENSG00000087095,Mef2
ENSG00000087095,NF-kappaB
ENSG00000087095,NF-kappaB
ENSG00000087095,NF-kappaB
ENSG00000087095,Nkx6-1
ENSG00000087095,PPARG
ENSG00000087095,Pbx-1
ENSG00000087095,Pitx3
ENSG00000087095,RORalpha1
ENSG00000087095,RORalpha1
ENSG00000087095,Sp1
ENSG00000087095,Sp4
ENSG00000087095,Tgif1
ENSG00000087111,E2A
ENSG00000087111,Egr
ENSG00000087111,Ehf
ENSG00000087111,Elk1
ENSG00000087111,Elk1
ENSG00000087111,HNF4
ENSG00000087111,Lhx3
ENSG00000087111,Myf
ENSG00000087111,Rfx
ENSG00000087116,AP-1
ENSG00000087116,AP-1
ENSG00000087116,Bach2
ENSG00000087116,Egr
ENSG00000087116,Elk1
ENSG00000087116,HEN1
ENSG00000087116,KROX
ENSG00000087116,Lmo2-complex
ENSG00000087116,NF-kappaB
ENSG00000087116,NF-kappaB
ENSG00000087116,RP58
ENSG00000087116,Sp4
ENSG00000087116,Tal1
ENSG00000087128,Dmbx1
ENSG00000087128,Obox6
ENSG00000087128,Pou2f1
ENSG00000087152,ATF3
ENSG00000087152,CACD
ENSG00000087152,E2F
ENSG00000087152,HEB
ENSG00000087152,Klf7
ENSG00000087152,Sp1
ENSG00000087152,Sp4
ENSG00000087152,Zfp161
ENSG00000087152,znf143
ENSG00000087157,AP-1
ENSG00000087157,Elk1
ENSG00000087157,Ets
ENSG00000087157,GABP
ENSG00000087157,NR3C
ENSG00000087157,Nrf-1
ENSG00000087191,CTCF
ENSG00000087191,E2F
ENSG00000087191,Ehf
ENSG00000087191,GABP
ENSG00000087191,HEB
ENSG00000087191,Klf7
ENSG00000087191,Maf
ENSG00000087191,Nrf-1
ENSG00000087191,Nrf-2
ENSG00000087191,Nrf-2
ENSG00000087191,PU.1
ENSG00000087191,Pdx1
ENSG00000087191,Rfx
ENSG00000087191,Sp1
ENSG00000087191,YY1
ENSG00000087191,YY1
ENSG00000087191,Zic
ENSG00000087206,Nrf-1
ENSG00000087206,Sp1
ENSG00000087206,Sp4
ENSG00000087206,Zfp161
ENSG00000087237,GABP
ENSG00000087237,GCNF
ENSG00000087237,HNF4
ENSG00000087237,LXR
ENSG00000087237,SF1
ENSG00000087237,TLX1::NFIC
ENSG00000087245,Egr
ENSG00000087245,Egr
ENSG00000087245,KROX
ENSG00000087245,NF-I
ENSG00000087245,RP58
ENSG00000087245,Sp1
ENSG00000087245,Tal1beta
ENSG00000087245,Zfp161
ENSG00000087250,AP-2
ENSG00000087250,CTCF
ENSG00000087250,E2F
ENSG00000087250,Egr
ENSG00000087250,HNF4
ENSG00000087250,KROX
ENSG00000087250,Maf
ENSG00000087250,Myf
ENSG00000087250,Myf
ENSG00000087250,NF-E2
ENSG00000087250,Sp1
ENSG00000087250,Sp4
ENSG00000087253,Elk1
ENSG00000087253,Nrf-1
ENSG00000087253,PU.1
ENSG00000087258,AP-4
ENSG00000087258,ATF
ENSG00000087258,CTCF
ENSG00000087258,Crx
ENSG00000087258,Foxc1
ENSG00000087258,Foxj1
ENSG00000087258,GLI
ENSG00000087258,Gbx1
ENSG00000087258,Gbx2
ENSG00000087258,HEB
ENSG00000087258,Hlxb9
ENSG00000087258,Isx
ENSG00000087258,KROX
ENSG00000087258,Lhx4
ENSG00000087258,Lhx8
ENSG00000087258,Pax7
ENSG00000087258,Pbx
ENSG00000087258,Phox2a
ENSG00000087258,RREB-1
ENSG00000087258,Sox
ENSG00000087258,Sp1
ENSG00000087258,Sp4
ENSG00000087258,Srf
ENSG00000087258,TBX5
ENSG00000087258,YY1
ENSG00000087258,Zic
ENSG00000087258,Zic
ENSG00000087258,Zic
ENSG00000087263,Elk1
ENSG00000087263,Elk1
ENSG00000087263,Err-alpha
ENSG00000087263,GABP
ENSG00000087263,GABP
ENSG00000087263,NERF1a
ENSG00000087263,Tel2
ENSG00000087266,Maf
ENSG00000087266,Nrf-2
ENSG00000087266,Nrf-2
ENSG00000087266,Sp1
ENSG00000087269,znf143
ENSG00000087274,KROX
ENSG00000087274,Sp1
ENSG00000087274,Sp4
ENSG00000087299,E2F
ENSG00000087299,Klf7
ENSG00000087299,NF-Y
ENSG00000087299,Sp1
ENSG00000087299,Zfp161
ENSG00000087301,ATF4
ENSG00000087301,CDP
ENSG00000087301,CEBPD
ENSG00000087301,CHX10
ENSG00000087301,CREB
ENSG00000087301,CREB
ENSG00000087301,E2F
ENSG00000087301,Esx1
ENSG00000087301,HNF1
ENSG00000087301,HNF1
ENSG00000087301,Hoxa3
ENSG00000087301,Irf
ENSG00000087301,Jundm2
ENSG00000087301,KROX
ENSG00000087301,Mef2
ENSG00000087301,NF-Y
ENSG00000087301,Pax7
ENSG00000087301,RORalpha1
ENSG00000087301,RREB-1
ENSG00000087301,Sox
ENSG00000087301,Sp1
ENSG00000087301,Sp4
ENSG00000087301,Vax2
ENSG00000087302,Arid3a
ENSG00000087302,Ascl2
ENSG00000087302,E2A
ENSG00000087302,Hoxd10
ENSG00000087302,KROX
ENSG00000087302,MIF-1
ENSG00000087302,Mrg
ENSG00000087302,Nkx2
ENSG00000087302,Sp1
ENSG00000087302,Tgif1
ENSG00000087303,AP-4
ENSG00000087303,Cdx2
ENSG00000087303,HEN1
ENSG00000087303,Hsf
ENSG00000087303,Hsf
ENSG00000087303,NF-Y
ENSG00000087303,NF-kappaB
ENSG00000087303,Rfx
ENSG00000087303,Sp1
ENSG00000087338,AREB6
ENSG00000087338,E2A
ENSG00000087338,Ets
ENSG00000087338,Gbx1
ENSG00000087338,Gbx2
ENSG00000087338,Hlxb9
ENSG00000087338,Hoxb3
ENSG00000087338,Hoxc9
ENSG00000087338,Hoxd8
ENSG00000087338,Isx
ENSG00000087338,Klf7
ENSG00000087338,Mrg1::Hoxa9
ENSG00000087338,Nkx6-1
ENSG00000087338,Nobox
ENSG00000087338,Nrf-1
ENSG00000087338,Pax7
ENSG00000087338,Phox2a
ENSG00000087338,Pou2f1
ENSG00000087338,Pou3f2
ENSG00000087338,Pou4f3
ENSG00000087338,Rfx
ENSG00000087338,Sp1
ENSG00000087338,Sp4
ENSG00000087338,Spdef
ENSG00000087338,Vax2
ENSG00000087365,E2F
ENSG00000087365,Ehf
ENSG00000087365,Elk1
ENSG00000087365,GABP
ENSG00000087365,GABP
ENSG00000087365,KROX
ENSG00000087365,Klf7
ENSG00000087365,Nrf-2
ENSG00000087365,Olf-1
ENSG00000087365,PPARG
ENSG00000087365,Sp1
ENSG00000087365,Tal1
ENSG00000087365,znf143
ENSG00000087448,E2F
ENSG00000087448,GABP
ENSG00000087448,Pdx1
ENSG00000087460,ATF3
ENSG00000087460,ATF4
ENSG00000087460,Ascl2
ENSG00000087460,Barhl1
ENSG00000087460,Barx2
ENSG00000087460,CHX10
ENSG00000087460,CTCF
ENSG00000087460,Dbx2
ENSG00000087460,E2A
ENSG00000087460,E2A
ENSG00000087460,E2F
ENSG00000087460,E2F
ENSG00000087460,En-1
ENSG00000087460,Err-alpha
ENSG00000087460,Esx1
ENSG00000087460,Foxa
ENSG00000087460,Foxa
ENSG00000087460,Foxc1
ENSG00000087460,Gbx1
ENSG00000087460,Gbx2
ENSG00000087460,Gsc
ENSG00000087460,HEN1
ENSG00000087460,HNF1
ENSG00000087460,HNF1
ENSG00000087460,HNF1
ENSG00000087460,HNF6
ENSG00000087460,Hlx1
ENSG00000087460,Hoxa13
ENSG00000087460,Hoxa7
ENSG00000087460,Hoxb13
ENSG00000087460,Hoxb3
ENSG00000087460,Hoxb4
ENSG00000087460,Hoxb7
ENSG00000087460,Hoxc9
ENSG00000087460,Hoxd8
ENSG00000087460,Hsf
ENSG00000087460,Isl2
ENSG00000087460,Jundm2
ENSG00000087460,KROX
ENSG00000087460,Klf7
ENSG00000087460,Lhx3
ENSG00000087460,Mef2
ENSG00000087460,Mef2
ENSG00000087460,Mef2
ENSG00000087460,Msx-1
ENSG00000087460,Msx2
ENSG00000087460,Myc
ENSG00000087460,Myf
ENSG00000087460,NR4A2
ENSG00000087460,Nkx2
ENSG00000087460,Nkx2
ENSG00000087460,Nkx6-1
ENSG00000087460,Obox3
ENSG00000087460,Obox6
ENSG00000087460,Pax-6
ENSG00000087460,Pax7
ENSG00000087460,Phox2a
ENSG00000087460,Pou2f1
ENSG00000087460,Pou3f2
ENSG00000087460,Pou4f3
ENSG00000087460,Pou6f1
ENSG00000087460,Prrx1
ENSG00000087460,Prrx2
ENSG00000087460,RAR
ENSG00000087460,RORalpha1
ENSG00000087460,RREB-1
ENSG00000087460,Rfx
ENSG00000087460,Rfx
ENSG00000087460,Rfx
ENSG00000087460,Rfx
ENSG00000087460,Sp1
ENSG00000087460,Sp4
ENSG00000087460,Srf
ENSG00000087460,Srf
ENSG00000087460,TBX5
ENSG00000087460,TLX1::NFIC
ENSG00000087460,Tal1
ENSG00000087460,Vax2
ENSG00000087460,YY1
