Gene,Adult cDC2 ,Adult CD14 DC,Adult cDC1,Fetal cDC2,Fetal CD14 DC,Fetal cDC1
PGM1,11.8141263247,12.0282777401,11.5938980657,10.8706135437,10.4943500362,10.597975039
PGRMC1,9.3887648262,9.5135487917,8.8104175681,10.136908739,9.8165735484,10.7570388569
PGS1,10.8632584424,11.3087510499,9.6803441114,9.7918014994,10.4605536264,9.6849699293
PH-4,6.6502279884,6.625192848,6.6275404147,6.4693334246,6.5334372036,6.4836976176
PHF12,8.1029518467,8.1222515867,7.9676505024,7.6910652723,7.5262487791,7.553720315
PHF14,7.4207275064,7.021552959,7.3556242748,7.7518679716,7.7795785952,8.1697531267
PHF15,9.9025395958,9.0743287923,9.6861662301,8.7685075654,8.2029651076,8.6867474873
PHF16,10.2007172032,8.9819265416,10.5706671242,8.6859574434,7.5189844455,8.8392461802
PHF17,8.0859864597,8.0688535922,8.4261032224,8.7883420127,8.7618094185,8.5335140826
PHF20L1,6.7015637165,6.8124988368,6.8375387505,7.2267037387,7.0720301495,7.0139025045
PHGDH,7.7285524208,7.7408370093,8.7840588443,10.4140190343,9.0865330719,9.0463830115
PHKB,6.7266886877,6.6154815104,6.6723527282,6.5406074367,6.4869467446,6.3957675084
PHKG1,7.0159487762,6.9825737488,6.9914452162,6.8233432403,6.7356921465,6.8544079289
PHKG2,9.2802681327,8.9284293929,8.1986814067,7.961572172,8.0466862359,8.1739271314
PHLDA1,7.5006573396,8.8917964694,8.20753336,8.7206799977,9.6970178925,9.3100337469
PHLDB3,6.870189504,6.8257625817,6.8913782596,6.7778809174,6.7094149417,6.6152724766
PHLPP2,8.2769081745,7.873053815,8.8128526898,7.3490724403,7.043500941,7.9771599111
PHRF1,8.1859906569,8.0590938448,7.960510288,7.5520909514,7.6224535617,7.3305420665
PHYH,7.3011031947,8.6375550167,8.3473844927,9.2831939788,10.2852362102,8.7443550583
PI4K2B,7.0648751177,6.7764289859,7.1540976271,6.6290942878,6.580272127,6.7173245239
PI4KB,9.4651925565,9.0443582619,9.1578337887,8.7340909461,8.8471058401,8.7858517057
PIAS3,7.5187525832,7.7340347484,7.7499796674,7.0175562178,7.0781294125,7.166483245
PICALM,7.0407320697,6.9912529547,7.0133335636,7.1737907105,7.1008845526,7.255965496
PICK1,10.9366349102,10.1265714831,9.7891242598,8.7370321095,8.2865888184,8.8119858017
PIGQ,9.2498422572,8.9449282428,8.6878417912,7.857393208,8.3573001908,7.6850180229
PIH1D1,7.837757299,7.7791819796,7.5410043617,7.4914151272,7.3748629604,7.3739532227
PION,8.6348597285,9.2625074203,8.7398102387,7.2589036859,8.8473695709,8.3453654349
PIP,7.0776129872,7.5398793963,6.8806710965,6.7650134568,6.8077991024,6.7577606283
PIP3-E,7.3796119465,7.2265376816,7.018262458,7.9447750179,7.8388907287,7.2990577153
PIPOX,6.9978261869,6.7384312387,6.9262601277,6.6420624765,6.7004890473,6.6168497995
PIR,7.8338073507,7.8757225884,7.8176827996,7.0016017171,7.1665146902,7.0608776409
PISD,7.8396970518,8.0310958292,7.7326629348,8.2360442696,8.498397453,8.406827365
PITPNA,8.73569953,8.4883553085,8.9207617865,7.9172618179,8.1953485046,7.7075872025
PITPNC1,9.9400784534,9.2043141599,9.7280553861,8.9497616933,8.6349835215,8.8633719784
PITPNM1,10.9105344249,10.3562976668,10.8229629254,9.8388601178,10.1747488462,10.0479344185
PITRM1,10.2830007425,9.7972084899,9.7663457839,9.2181845852,8.8716688361,9.0818436142
PITX2,7.6621704286,7.1955669498,7.601560981,6.9184664701,6.8858648674,7.0147034666
PIWIL2,6.7855777167,6.7000062663,6.7177502298,6.4931843968,6.6562573537,6.6701089951
PJA1,6.9219964324,7.0681693672,6.7146874569,6.6491241061,6.5954719394,6.8283236393
PKD1,7.3340422715,7.2544076251,7.3656091694,6.6743510294,6.7328689184,6.639248371
PKD1P1,6.5799650011,6.6356020207,6.6561484273,6.8458817281,6.8347453748,6.8173709774
PKHD1,6.6338536464,6.6185908151,6.5674805788,6.4751868732,6.4560034012,6.5195173216
PKLR,7.1248125921,7.1576460264,7.0155449396,7.3937819377,7.3371875286,7.3756380677
PKM2,10.8968996353,10.7908021156,10.6052092562,10.036641687,9.5382608715,9.7837623766
PKP2,6.9034532078,7.0297377833,7.0729327581,6.6300460214,6.7383738172,6.7317815417
PLA2G2F,6.8760983257,6.7798864146,6.8316173977,6.9527197707,7.0018760828,7.0905698906
PLAT,9.2638738533,7.8610838114,8.8869775813,7.003769135,7.0194778635,7.0123688626
PLB1,6.6998911582,6.7545679013,6.8465436625,7.2725319621,7.6894461351,6.979326972
PLCD4,6.7908424241,6.7809984517,6.7698532225,6.6618532532,6.7238630626,6.5595283405
PLCG2,11.509481782,11.2327070877,11.9880415989,12.4564171918,11.8821997049,12.6789041641
PLCL1,7.224481859,7.1433191041,7.2541125944,7.0048402916,7.0748245827,7.0281556612
PLD2,9.7673881656,8.9311692461,9.5731702124,8.3973718044,8.1005750457,8.2691532517
PLD3,9.3185348102,10.9084448967,8.7995249933,8.3713186116,9.7279467165,8.5257273188
PLEK,12.8705923404,13.3336959568,13.8185749269,13.5380552065,14.1521327565,14.1777000842
PLEKHA1,8.6274025517,8.5901482118,8.0668498394,7.4797290168,7.5159932631,7.1335645434
PLEKHF2,7.1245125386,7.1277201668,7.2376740734,7.3369711053,7.3768342727,7.4072377859
PLEKHH1,7.1317896447,7.0531980061,7.3306583082,6.6679348171,6.8790066505,6.8831845521
PLEKHN1,7.2236244026,7.3823519774,7.144704328,7.5454029204,7.575205538,7.5377491647
PLGLA1,7.0245897143,6.9508253198,6.9267117655,7.0980109358,7.1460193269,7.1260608757
PLK2,7.1787152918,7.0767756339,7.2741860847,7.899569826,7.947436996,8.3079287746
PLK4,7.9079722797,7.3746412974,8.7598688114,10.692373636,8.5345929909,10.8216792415
PLSCR4,7.0966869377,7.0693743031,7.0966966216,7.2753781532,7.5138573616,7.3385692344
PLXDC2,7.7350794271,8.2688291055,7.4701933383,9.771404048,8.7730328966,8.5294126539
PLXND1,8.8873450251,9.0799468182,9.0186942589,7.9781438983,8.4521428478,7.9731213628
PMCHL2,7.0591691519,7.1204577897,7.0120978517,6.948274484,6.8751502309,6.9231344645
PMPCB,9.3108500013,8.9290993983,9.3945944731,9.9905679508,9.5210981349,9.9001580949
PMS2L11,6.7707217992,6.8191939462,6.7308792033,7.0196892639,6.9757769036,6.9935262789
PNLIPRP1,6.8367787734,6.8029256729,6.7335689593,6.642651926,6.7186285191,6.5612471313
PNN,10.5247089093,10.0776168298,10.681759464,11.2652202198,10.7724995741,11.5185455478
PNPLA2,8.4893767471,8.4981577584,8.2366914583,7.5827314438,7.4596842269,7.5672003446
PNPLA8,7.8617558454,7.971971223,8.1080757998,8.8173390606,9.1298940669,8.643479906
POLD3,6.958537385,7.0090325693,6.9264480536,6.7587943932,6.8518326265,6.7914192049
POLD4,8.9115506155,8.1359835627,8.1115199677,7.2515443016,7.4831966423,7.2192553556
POLM,8.4064685711,8.1994889941,8.0744202467,7.4903706434,7.5038279987,7.2608921899
POLQ,7.3679325765,7.3276902008,7.8222028794,9.6524712061,7.8842018517,10.2084010321
POLR2A,11.0424337304,10.9707517067,11.061474535,10.4460709916,10.0858760776,10.5820401539
POLR3E,8.9972352709,8.69781991,8.9437865388,9.3787987862,9.4128148567,9.5531227567
POLRMT,9.235184784,8.5833932456,8.889278534,7.5195034318,7.8768241915,8.2826397561
POM121C,12.2005880127,12.3418680354,11.7443362382,12.8627551699,12.6761276435,12.8812991066
POM121L10P,6.8682557257,6.8843939943,6.8545507804,6.7542174385,6.7304031577,6.6829520779
POMGNT1,9.4478681654,8.8564332317,9.0839015173,7.9393835925,8.6104612669,7.9476248191
POU6F1,8.360582993,8.1516479542,7.6683743246,7.4874986976,7.4070699953,7.4700818031
PP14571,7.068392065,6.9815312206,6.9475935939,7.178368975,7.1728356182,7.3950724634
PPA2,9.3200397872,9.2886637864,9.5488181397,8.8359784844,8.2320372407,8.9476822581
PPAPDC1A,6.9437467931,7.1527468103,7.0893621293,7.1292158683,7.2584207985,7.2787119818
PPARA,7.357107346,7.2571076832,7.1906385139,6.7117707996,6.7970726893,6.7381603058
PPFIBP1,7.4886917162,7.2060986639,7.2316123812,6.9176304925,6.9360388756,6.9528047275
PPFIBP2,9.2855916427,10.0968020331,8.2638664336,8.1294549238,8.6422873,7.8727978932
PPIG,10.1983639287,9.441293098,9.9365712752,11.1757260202,10.8774119701,11.1452739399
PPIL3,6.7155337734,6.7607450164,6.8153647419,6.8272821551,6.9408056735,7.0331272126
PPP1CA,8.5136640087,8.3894533121,8.2073235411,7.958248394,7.6356835912,7.5516044761
PPP1CB,10.7143188929,10.5058616695,10.0894283282,9.8492886825,10.0061831342,9.5325861808
PPP1CC,9.9143690261,10.4272256074,10.4745870109,12.2859594799,11.4736765371,11.7392666222
PPP1R14B,11.2360281577,11.3671561381,11.6671169218,10.3361830735,9.9465142125,10.5844626889
PPP1R15A,13.7133771189,14.3920610783,13.8890308558,14.3266096706,14.9182669451,14.7374374903
PPP1R16A,9.5554313396,9.1223330449,9.1412160081,8.8837172688,8.4659668998,8.8351164825
PPP2R3A,6.8199870597,6.7138627199,6.7195283482,6.5672480454,6.5341772083,6.565995597
PPP2R4,6.69310494,6.7510663101,6.6452395506,6.5206225878,6.5454416762,6.5322690755
PPP2R5C,8.9461989329,8.3458004874,9.1905479021,9.8524220853,9.5306039377,9.6558099948
PPP2R5D,8.1817939364,7.9045330342,7.8966950247,7.5152528016,7.3184045626,7.2758634517
PPP4R4,7.8757889153,7.0735370245,7.3724342691,6.8319525316,6.8618416005,6.861463194
PPPDE2,8.9150829598,8.8789591214,9.3519599919,8.3335336289,8.2021039804,8.4865683858
PQLC3,9.8362601197,9.9282848349,9.2981810088,9.4485791385,8.7299429895,8.3226036058
PRAC,6.5729304325,6.7220946925,6.7114777927,6.8131456693,6.8551984431,6.8293949397
PRAME,7.2442941782,7.1455221107,7.0339388054,6.9527782061,6.8711192081,6.9091901193
PRAMEF10,6.5933432685,6.574338965,6.5365193841,6.4579507492,6.4149749382,6.3713609537
PRAMEF11,6.8186485753,6.8503877154,6.8574140369,6.7117635636,6.6994782601,6.6487128752
PRAMEF13,7.4866313008,7.621193858,7.5557859494,7.1931547172,7.3675494118,6.944123495
PRAMEF17,7.0612950132,7.0139857739,6.9436241637,7.206597113,7.1399346315,7.23008769
PRAMEF7,7.1620835308,7.1312179842,7.1559103534,7.3629068547,7.350801506,7.4230767959
PRB4,6.9009926806,6.8439633377,6.9246265027,7.0004248326,7.0084878141,6.9581793618
PRC1,10.0141463226,9.9370412528,10.6516261675,11.6669505244,10.5502471125,11.3090101971
PRDM1,8.680723289,8.6157109454,8.2908525583,8.1140042959,7.5731556891,7.1017250856
PRDM15,6.8628687981,6.7554211057,6.8102891744,6.962348077,7.0113334663,6.8813248853
PRDM16,6.8569559671,6.8405435274,6.8765143524,6.9725139181,6.969549447,6.9759417712
PRDM2,8.4405869306,8.2056281269,8.6413898468,7.5092718401,7.2800145665,7.8291873651
PRDX6,10.6765141489,10.3985284248,10.3888219257,10.921790689,10.8293676876,11.3208114741
PRELP,6.8811444544,6.8692739321,6.7777653067,6.9534619958,7.0691902041,7.0922591787
PREP,9.1971291378,9.2383105375,9.5097408101,8.6709963406,8.4146300188,8.6381487145
PRF1,8.1775221162,7.3570337029,7.9263050866,7.0086099268,6.8537489227,7.0620765202
PRIC285,10.8396457037,11.3451412084,9.4424587762,9.9822608838,10.1653029573,8.5178319358
PRIM1,7.4238543421,7.6647080386,7.706304801,8.6416633129,8.0165529688,8.8534425348
PRIM2A,6.7498709017,6.6434962762,6.7450372722,6.8168174158,6.8239804633,6.8666824928
PRKAA1,9.2726301131,9.3803523111,8.786449151,7.8622288659,7.9128966854,8.3452408452
PRKACB,7.035544983,6.9758199677,6.9097517213,7.3729840077,7.4372991041,7.4969718281
PRKACG,6.924237515,6.8325853718,6.8603618411,6.6648988352,6.7366341218,6.7351911385
PRKCABP,8.8221079261,8.4651983811,8.0328306012,7.4142011258,7.2251275473,7.5785449339
PRKCDBP,8.2793188856,7.9736426173,7.9761564566,7.0941500163,7.5149514245,7.7003417815
PRKCH,10.6198961212,10.4473722053,8.461176418,8.8735557609,8.6761079483,8.9647674517
PRKX,9.6875532502,9.2683914601,9.9655432092,9.0465769335,8.7550321636,8.7053535762
PRLR,7.609216335,8.0893093973,7.1020838314,6.9505451435,7.1790792673,6.9715296295
PRM3,6.9231318594,6.9667086698,6.8310125024,6.7030868656,6.7434003681,6.688552351
PRMT1,9.7978195765,9.7259179719,10.4338973142,9.2678501058,8.8961940447,9.0762310765
PRMT2,10.2707855861,9.7521928871,9.9895200041,9.0044842809,9.1927796416,8.7166195136
PRMT5,8.3763492261,8.7106501411,8.3794686903,9.3379025837,9.2758760319,9.4688585883
PRNP,10.9741257554,12.1083429827,10.2136656718,12.3653947746,12.8996444476,12.1605202882
PRODH,6.9196658654,6.6458756894,8.9506745613,6.382673904,6.422925819,6.5163758908
PROP1,7.0727455756,7.0739680713,7.0979952828,7.2696295953,7.209890396,7.3326448824
PRPF18,7.756038386,7.6767536279,8.0458506848,8.4545702339,8.0660692892,8.7245755253
PRPF19,7.7218891513,7.3286014996,7.5708061301,8.9964479083,8.3538818568,8.6658701454
PRPF39,7.0618852051,7.1343935246,7.0048590866,6.8650791311,6.8808434141,6.9119846474
PRPF4,9.8859355471,9.9537140793,10.3301831648,10.8610126384,10.1448718814,10.9395338341
PRPF4B,9.1557388873,8.901177359,8.9288066258,8.2485620619,8.038547476,8.5909276095
PRPF8,12.0992838346,11.8877538795,11.7467190542,11.4005058549,11.0704384833,11.575120004
PRR15,6.8386209072,6.8444018132,6.7933746391,7.0405805213,7.0670183691,6.9521024115
PRR18,6.9505908333,7.052338234,6.8858718864,6.734141779,6.8379134752,6.7700799476
PRR3,7.381895782,7.2991668576,7.3028940163,7.9442579224,7.8331966348,7.8686542855
PRRT3,7.3521282204,7.1203938859,7.7604021296,6.9495347771,6.6276868764,6.7218764391
PRSS27,6.5815351964,6.5394537293,6.5823149043,6.4461735317,6.4319977652,6.4250616563
PRSS36,7.2477203769,7.3401952247,7.2545111151,7.0979529339,7.1459620778,7.1849101851
PRTN3,6.9764960239,7.0314594961,6.8941830648,6.7476662882,6.7389720287,6.7980374751
PRX,6.8448879587,6.8783148462,6.8349523476,6.7387672545,6.7444481219,6.6825460239
PSCA,6.8052956279,6.8612753948,6.7861212781,7.0046340387,7.0549905222,6.9657242104
PSCD1,13.4384610048,13.4098941452,13.1719334896,12.5033819922,12.5288692172,12.0963575507
PSCD2,8.2516034711,8.1218895523,8.4224335764,7.6870410461,7.9778208821,7.8398471326
PSCDBP,9.4240089132,8.8042620993,9.2852969741,8.7498605245,7.505969206,8.1928201808
PSD3,7.8032938454,6.8936445319,7.7642591777,6.5459224826,6.5375386335,6.596674224
PSEN1,6.8167122011,6.7753282482,6.8132574026,6.8812591779,6.9671737001,6.9738256071
PSG1,6.6479857583,6.6629826052,6.685548829,6.5933381952,6.5111452061,6.5277954967
PSKH2,6.6241952482,6.6587480007,6.6226936213,6.4871162384,6.4373428888,6.4877999877
PSMA2,8.3733655181,8.4586488951,8.6802771461,8.3193162855,7.5583390481,7.4870787746
PSMA4,8.4757959825,8.4657792707,8.6757206701,9.2061702012,8.6713024862,8.811140925
PSMC2,11.1345527804,11.4297380937,11.1638797821,12.092878918,11.4714839312,11.9742481779
PSMC3IP,6.9831178875,6.9091027477,6.9025140035,7.2841140683,7.3858630583,7.1829921379
PSMD6,11.1947139851,11.1181246483,11.2170857018,12.1308259224,11.6247289731,11.8310529655
PSME1,13.6857015689,13.5115568928,13.7684634537,13.1730336703,13.0902134084,13.2659454128
PSME2,12.1243483579,11.4543502155,12.2037405915,10.8509544162,10.3997163689,11.085431272
PSME4,11.8191997937,11.4842307426,11.9442260979,12.8943908895,12.5995560558,12.7266837029
PSMG2,10.1379021252,10.2631632416,10.6116376157,11.0745303908,10.6619913307,10.7509053161
PTBP2,8.1569403589,7.8780955468,8.5761200038,8.9682735419,8.6184125045,9.3688430738
PTCHD3,7.1543796099,7.125232236,7.0186877644,6.9371760467,6.8160250038,6.9248687957
PTCRA,6.8844586054,6.9806905968,6.848465223,6.7364271647,6.7251479295,6.7647293017
PTGER3,7.8644876082,7.6140219703,7.0235037701,6.9848476302,6.834089663,7.0847645121
PTGES2,10.9577913796,10.3033750148,11.2787698038,9.5303661841,8.5893856961,9.6728780458
PTGIR,8.0548568149,8.2919807043,7.5380321044,7.1511572883,6.9198343141,6.8925706515
PTK2,8.4080029257,9.40661403,11.0903515908,9.837217999,10.1802473887,12.5188275992
PTK2B,9.406331842,9.1620656228,8.5077315727,8.4424530276,8.5081966337,7.8644388371
PTK6,8.1486613372,8.2154395172,7.580031946,6.9308262212,7.076411364,6.8910356153
PTK9,7.0528115222,6.9957320359,7.0013208078,7.3116979366,7.2302311527,7.2933526568
PTMS,8.4408552384,7.9012554666,9.3137281606,7.365089554,7.468219145,7.7513890562
PTPN1,12.3038896176,11.6235869744,11.5593491725,11.0737136825,10.6724698357,10.3519692566
PTPN13,6.6287281306,6.652933531,6.6259483558,7.4096323297,6.9960383993,7.4180466369
PTPN22,7.0554353618,7.0164612582,7.2338318284,7.3116777099,7.2175408516,7.4074930308
PTPN23,7.8730916577,7.8496699683,7.6891907158,7.4198849605,7.5021883946,7.4426289003
PTPN3,7.0774831715,7.148468785,6.9720515184,6.8374329912,6.8475906628,6.9673567056
PTPRA,7.0774578712,7.0478274522,6.9765611344,7.170803026,7.1744044141,7.1952570633
PTPRE,10.5545111538,11.0898804552,10.1091998658,11.4090726981,11.1980916286,11.5932563086
PTPRF,8.5310930516,8.4557724373,7.6860275373,7.1269062812,7.3047371213,7.4498269044
PTPRK,7.407633791,7.7270357138,8.5977072472,7.0174187719,6.7306695882,7.2562154004
PTPRN2,6.8142097625,6.8491591555,6.9206581069,7.0855815643,7.0861544083,7.0184495519
PTS,9.4531824203,9.0775671037,9.1205271175,10.2472187455,10.8726327553,10.4216715959
PVR,7.3575271006,7.0530206362,7.3073448486,6.8323921497,6.7829373877,6.8381824191
PXMP2,6.9683840749,6.9248901289,7.5574791496,7.8840484558,7.9155116898,8.1946841101
PYCR2,8.7356718953,8.7233588329,8.5903622489,8.3357972177,8.2351661727,8.0659019076
PYGB,8.4731769033,8.2933299952,8.2445255408,7.685760045,7.1491219707,7.6143079854
PYGL,8.516636751,9.8894494992,8.1581651047,10.0453414693,11.8781830409,8.7253106894
QARS,12.1598844386,12.1727051492,12.0120708289,12.7439156478,12.6933413315,12.5406343936
QDPR,7.4489812135,7.5947233849,7.6628877223,8.6664881401,9.2258379704,8.3130292271
QPRT,7.1110815283,7.5226148589,9.0000952145,9.2537004849,10.2549287238,9.6506224484
QSER1,7.1667151854,7.1156679752,7.1941761318,7.4414838135,7.4984078097,7.4441045976
QSOX2,7.727122764,7.508172691,8.0590924816,8.1795600958,8.1161272954,8.8088104237
RAB12,6.5777397617,6.5180377506,6.6161657451,6.3644147337,6.4137635746,6.4882686975
RAB2A,9.4131362732,9.5739833272,9.8555231684,9.9331533157,10.346663913,10.20386779
RAB2B,11.3398748551,11.4476546833,11.444862932,10.6068223543,11.087637972,10.9091577895
RAB34,10.1768117317,10.2015172866,9.8570356548,8.8821332787,8.9125272478,8.4966470977
RAB4B,8.0508678739,7.6532459785,8.2341535128,7.3042293245,7.344729571,7.2611203697
RAB5B,11.9315530789,11.1900415491,11.9641521913,10.4297706604,9.9993883341,10.6275737568
RAB8A,11.1263119734,10.7915764007,11.3121353016,11.7538698076,11.2352547636,11.9379329445
RABAC1,10.3787846361,10.5543466403,10.2446229113,8.9470980298,9.4319932409,8.8785636013
RABEP2,6.5198874852,6.5380855915,6.5455796844,6.4419110969,6.4300366425,6.3822062452
RABGGTA,6.8207310738,6.8786479443,6.7590248502,6.6851057507,6.6650663159,6.6766310485
RACGAP1,6.9622389524,7.5266265841,6.9257581085,8.1723656,7.8958639046,8.0130753158
RAD17,7.1425449576,7.1646113066,7.1914719109,7.4036825593,7.5732187427,7.3146888072
RAD23A,10.1939083592,10.5013222356,10.5078632018,9.9308416881,9.782100605,9.9138708769
RAD50,6.5656432533,6.6373954922,6.512192532,6.4822082797,6.4566897529,6.4459173795
RAD51AP1,7.0788389357,7.0146775298,7.1960797374,7.6462129935,7.2559679069,7.7902829566
RAD54L,7.5751062957,7.2489566174,7.8650625386,8.8139117622,7.9375027242,8.7153744691
RAET1E,6.8126168959,6.7802081015,6.9450177829,7.0430798487,7.0769923883,7.0330467185
RAG1AP1,8.7137740783,9.0682097625,8.7161817049,8.2773173511,8.6858461908,8.0761486286
RALY,10.6255273393,10.1569335709,10.9692889939,10.1214998053,9.6699362386,9.8888746642
RAMP1,8.5574034425,7.5019929056,8.5331182347,6.946468808,6.6875333695,7.4460740646
RAN,11.239619991,10.6730696421,11.6210148829,12.2267952014,11.5141992832,12.2207249766
RAP1B,7.4928762064,7.4284385408,7.4675754287,6.9539750236,6.8568960064,6.7719625027
RAP1GDS1,8.3087448422,8.1606208994,8.62580109,9.2058948411,8.7198105182,9.0448323472
RAPGEF1,13.6854238551,13.2861092371,12.8928197201,12.7348433507,12.1393980453,12.3267594027
RASA1,7.9764723291,7.9334010886,7.5396345461,8.8758125702,9.2540178565,8.5424882125
RASSF4,11.884847465,10.5057252067,11.4189082662,10.3217384831,10.6495145594,9.0684531099
RAVER1,9.1589707293,8.9872553424,9.0943847052,8.3492931914,8.0591393299,8.3534628156
RB1CC1,8.5172989608,8.5076807169,8.6085978573,9.4699577805,9.7847677376,9.5139923834
RBBP8,8.2214184485,7.9136247546,8.4142475106,9.2597254361,8.5247585911,8.735978458
RBCK1,9.8402877472,9.7134948067,9.6957269327,8.7315606831,8.9904567344,9.3659699394
RBED1,7.7125479102,7.982648087,7.6686124673,7.3123751706,7.3888427044,7.3244997068
RBL2,9.4692666163,9.7528089111,9.6694972123,8.8687011124,8.4595734059,8.6801833477
RBM15,11.379980969,11.1003258414,11.2790267,11.8502447683,11.2554992155,12.2860211987
RBM22,12.1228530366,12.1360378032,11.7054042465,12.3463316902,12.6514513985,12.5750939598
RBM34,8.5235814114,8.4939491994,8.6059990989,9.1862543687,8.8644732799,9.4261350077
RBMS1,7.1232514536,7.6037132478,7.3026654361,7.8482611119,8.6173552364,7.5820945788
RBMX,10.6870852713,10.638236343,11.1112543848,11.4382426542,11.2035283915,11.8146359457
RBMY2FP,7.3620198333,7.2585704702,7.1679422023,7.0353602677,7.1143643041,6.8632100984
RBPJ,7.3317090013,7.52341404,7.3267412944,8.3438429703,7.6678595855,8.3190038466
RCC2,12.1642731017,11.6161149969,12.2170625792,13.1788175689,12.2822465453,12.9061184592
RCE1,6.908664157,6.86807008,6.8020676424,6.7325535351,6.6303210624,6.6548099236
RCN2,7.8646971059,8.2292373657,8.8062541841,9.189959151,8.7932851978,9.7518255545
RDH11,9.0118648736,8.6066996349,8.7357211304,8.2327198354,8.165302064,8.1418853278
RECQL5,7.4500530337,7.1007720728,7.3221989651,6.7781758164,6.9463289403,6.6482298392
REEP4,8.1391565117,8.1918073626,7.7386225981,7.3793292895,7.4630466647,7.1592385007
RELL1,11.0273145302,10.8307188791,10.2034033685,9.9379153703,9.3936946047,9.2443578409
REP15,7.3442971159,7.2856449213,6.8717490391,6.7189026829,6.7477851886,6.8086033027
RETN,6.844429492,7.1682907868,6.8888363956,7.826370792,8.6087241523,7.0853889356
RETNLB,7.4216474058,7.3328656349,7.4339896486,7.1407149283,7.2422712413,7.1746048246
REV3L,6.6214745889,6.6526604634,6.79031017,7.0040970203,6.8274500622,6.9214187309
REXO1L3P,7.0032317393,6.9754674361,7.0477292953,6.8255527943,6.8862657718,6.8821095281
RFFL,6.6665793604,6.7839754996,6.6736880292,6.631770154,6.5828735033,6.5306262631
RFP,9.1286179777,9.3637730495,8.7921318497,8.377980728,8.9310405283,8.6112936724
RFTN1,14.3806879195,13.6423066707,14.4536449698,13.4995071478,12.3069814322,13.625996359
RFWD2,10.6678405019,10.5486875427,10.7429125156,11.0543852365,11.283118624,11.1073731067
RFX1,8.8659455603,8.7287700122,8.8661831016,9.3111151245,9.5589169982,9.602432307
RFX4,6.9634816395,6.8129232418,6.8102156368,7.1302298863,7.2220716737,7.3041702621
RFX7,8.2906872907,8.1132873545,8.24108976,9.5566705088,8.3649488276,9.2104873211
RGMB,6.8890203777,6.8242203405,6.8209318434,7.0475361844,6.9434774892,7.001939758
RGN,7.1256808374,7.0605331778,7.119171439,6.9733239671,6.9477372688,6.9572757111
RGS12,6.8768951447,6.9363558941,6.8160237402,7.0403846514,7.0824445581,7.0537885022
RGS17,7.5406085136,7.3281685631,7.500691094,7.1871057852,7.2563508551,7.1322422393
RGS18,7.959989324,7.6455588997,8.173977938,9.0849560835,9.0658446866,9.1585618485
RGS21,7.3831411258,7.4684865768,7.4858071486,7.1739822402,7.196963461,7.3698713049
RGS6,7.3433026075,7.061270043,6.8727478642,6.9147009595,6.849267756,6.8359617117
RGS9,7.3705763564,6.6534323276,6.5519756348,6.4054464344,6.5039067485,6.4478532653
RHBDD2,11.099714708,11.6323989126,10.1927720005,10.4582278021,10.8100307096,9.2753014584
RHBDF1,9.1055159754,9.6416175075,9.5886256085,7.2936168929,8.0290227852,7.5692447708
RHBDF2,9.8250515184,10.1741427762,9.1621728596,8.8603312552,9.1631174696,8.5540097989
RHOBTB1,6.9092219959,6.8614144614,6.7299383786,6.5821589705,6.6777147665,6.7008753308
RHOC,11.7343590227,11.3837894157,11.3862762468,10.5017490964,10.4214079,10.0817391907
RHOT2,10.1249015463,10.3456838111,10.140034351,9.1290544429,9.3160368131,9.2470403441
RHOV,6.679532777,6.8118191667,6.7900175228,6.6558516335,6.5855650656,6.6105309939
RIC3,6.7277350322,6.8349842487,6.9082183666,6.9988676524,7.0225625633,6.9644026572
RIMBP3,6.6301036878,6.6825081848,6.6826856628,6.7624162933,6.8559097513,6.7604488868
RIMKLB,7.4501262095,7.5262591918,7.5828315456,7.8019084304,9.7482349587,8.3387085505
RIMS4,7.3085181539,7.2197956282,7.1664630543,7.3927631672,7.4545405452,7.4714034116
RIN3,8.8509238266,8.6692479725,8.184495027,7.7007712309,7.6249102212,7.4655833086
RINT1,7.6552074366,7.6392591806,7.6391176819,8.1229774654,7.917087896,8.1725879857
RIPK1,11.9816343856,11.6998232291,11.2044253052,10.427608451,11.2678429036,10.5994454199
RIPPLY2,6.8322808492,6.8734175004,6.7969549761,6.6931797121,6.6325653116,6.6561503539
RNASE11,6.8309657327,6.9296190967,6.7989724699,6.7459649612,6.7223851038,6.6927603979
RNASE4,6.7780373202,7.0021046735,6.629016073,6.5361760229,6.7168189643,6.5454335779
RNASEK,11.345565207,11.7136324121,11.1090859545,10.8929020082,10.9210090535,10.3567718517
RNASEL,7.6594727757,7.4745460802,7.6122317124,7.3391494253,7.1848594695,7.0699098302
RNASEN,7.2335299452,7.2868171552,7.3861876551,7.0580407039,7.0516483404,7.2110134792
RND1,7.2407982813,7.0896188384,7.1908690368,7.9565128996,8.0595049151,8.9113110619
RND3,6.9860627841,7.2949619611,6.854430272,7.0311318295,8.8504384913,8.8936535588
RNF12,6.7916801188,6.8167876953,6.7819248058,6.9141241651,6.9233495354,6.864608225
RNF122,7.4775019186,7.3455121054,7.4193014817,7.9033659897,8.1071076426,7.9788794048
RNF139,6.7473706008,6.8417778319,6.8221560141,6.59792866,6.6962437794,6.6707201038
RNF144B,11.7786669489,11.9941300222,11.7156567046,10.3023644017,10.91589129,10.5301098407
RNF157,6.905275426,7.0177721737,6.9320208266,6.7481479021,6.7998271253,6.8244151653
