Ehf	Irf_11	Irf_7	Maf_2	NF-kappaB_2	NF-kappaB_5	NF-Y_1	NF-Y_2	NF-Y_3	Nrf-2_2	Nrf-2_3	TCF11::MafG
ENSG00000101363	ENSG00000102921	ENSG00000183734	ENSG00000110200	ENSG00000110925	ENSG00000112759	ENSG00000100714	ENSG00000108684	ENSG00000064961	ENSG00000101849	ENSG00000102359	ENSG00000163297
ENSG00000101888	ENSG00000102984	ENSG00000184675	ENSG00000110888	ENSG00000110944	ENSG00000112769	ENSG00000100722	ENSG00000108821	ENSG00000065000	ENSG00000101871	ENSG00000102678	ENSG00000163331
ENSG00000102100	ENSG00000103241	ENSG00000184898	ENSG00000111057	ENSG00000110987	ENSG00000113302	ENSG00000100784	ENSG00000108946	ENSG00000065150	ENSG00000101935	ENSG00000102921	ENSG00000163554
ENSG00000102226	ENSG00000103522	ENSG00000184937	ENSG00000111344	ENSG00000111087	ENSG00000113578	ENSG00000100813	ENSG00000109132	ENSG00000065154	ENSG00000101986	ENSG00000103035	ENSG00000163606
ENSG00000102606	ENSG00000103966	ENSG00000185722	ENSG00000111640	ENSG00000111252	ENSG00000114013	ENSG00000100814	ENSG00000109771	ENSG00000065183	ENSG00000102054	ENSG00000103194	ENSG00000164398
ENSG00000102804	ENSG00000104427	ENSG00000186260	ENSG00000111647	ENSG00000111262	ENSG00000114439	ENSG00000100897	ENSG00000109929	ENSG00000065413	ENSG00000102057	ENSG00000103540	ENSG00000164418
ENSG00000102870	ENSG00000104432	ENSG00000187608	ENSG00000112182	ENSG00000111276	ENSG00000115194	ENSG00000100968	ENSG00000110200	ENSG00000065621	ENSG00000102359	ENSG00000104356	ENSG00000164970
ENSG00000102890	ENSG00000104447	ENSG00000188313	ENSG00000112195	ENSG00000111596	ENSG00000115415	ENSG00000100997	ENSG00000110917	ENSG00000065665	ENSG00000102678	ENSG00000104435	ENSG00000165078
ENSG00000102893	ENSG00000104517	ENSG00000189157	ENSG00000112208	ENSG00000111783	ENSG00000115592	ENSG00000101017	ENSG00000110921	ENSG00000066044	ENSG00000103035	ENSG00000104687	ENSG00000165280
ENSG00000102897	ENSG00000104518	ENSG00000196182	ENSG00000112308	ENSG00000111863	ENSG00000116539	ENSG00000101019	ENSG00000111665	ENSG00000066135	ENSG00000103043	ENSG00000104722	ENSG00000166123
ENSG00000103043	ENSG00000105327	ENSG00000196684	ENSG00000113013	ENSG00000112149	ENSG00000116604	ENSG00000101138	ENSG00000111667	ENSG00000066136	ENSG00000104356	ENSG00000104756	ENSG00000166747
ENSG00000103111	ENSG00000105699	ENSG00000197102	ENSG00000113141	ENSG00000112308	ENSG00000116809	ENSG00000101310	ENSG00000111678	ENSG00000066279	ENSG00000104435	ENSG00000104960	ENSG00000168137
ENSG00000103152	ENSG00000105810	ENSG00000198879	ENSG00000113312	ENSG00000113555	ENSG00000116833	ENSG00000101417	ENSG00000111684	ENSG00000066468	ENSG00000104497	ENSG00000105518	ENSG00000168702
ENSG00000103429	ENSG00000105835	ENSG00000204746	ENSG00000113575	ENSG00000114270	ENSG00000117020	ENSG00000101670	ENSG00000111799	ENSG00000066855	ENSG00000104660	ENSG00000105613	ENSG00000171552
ENSG00000103550	ENSG00000105996	ENSG00000206190	ENSG00000113578	ENSG00000114812	ENSG00000117472	ENSG00000101746	ENSG00000112837	ENSG00000067082	ENSG00000104687	ENSG00000105967	ENSG00000172020
ENSG00000103852	ENSG00000105997	ENSG00000214013	ENSG00000115310	ENSG00000115415	ENSG00000117595	ENSG00000101898	ENSG00000113100	ENSG00000067113	ENSG00000104722	ENSG00000105976	ENSG00000172765
ENSG00000104142	ENSG00000106100		ENSG00000115594	ENSG00000115461	ENSG00000117598	ENSG00000101938	ENSG00000113272	ENSG00000067606	ENSG00000104960	ENSG00000106683	ENSG00000172878
ENSG00000104164	ENSG00000106346		ENSG00000115657	ENSG00000115561	ENSG00000118260	ENSG00000101945	ENSG00000113328	ENSG00000067715	ENSG00000105270	ENSG00000107186	ENSG00000174407
ENSG00000104228	ENSG00000106415		ENSG00000116183	ENSG00000116132	ENSG00000118407	ENSG00000102230	ENSG00000113361	ENSG00000067829	ENSG00000105518	ENSG00000107331	ENSG00000176153
ENSG00000104388	ENSG00000106443		ENSG00000116661	ENSG00000116991	ENSG00000118503	ENSG00000102271	ENSG00000115183	ENSG00000067836	ENSG00000105613	ENSG00000107745	ENSG00000176406
ENSG00000104497	ENSG00000106536		ENSG00000116871	ENSG00000118260	ENSG00000118513	ENSG00000102384	ENSG00000115274	ENSG00000067992	ENSG00000105967	ENSG00000107819	ENSG00000176435
ENSG00000104626	ENSG00000106823		ENSG00000116874	ENSG00000118503	ENSG00000118985	ENSG00000102393	ENSG00000115310	ENSG00000068024	ENSG00000105976	ENSG00000107968	ENSG00000179915
ENSG00000104643	ENSG00000106829		ENSG00000117020	ENSG00000118985	ENSG00000119408	ENSG00000102547	ENSG00000115504	ENSG00000068308	ENSG00000105997	ENSG00000108010	ENSG00000180921
ENSG00000104660	ENSG00000106952		ENSG00000117407	ENSG00000119283	ENSG00000119522	ENSG00000102871	ENSG00000115685	ENSG00000068489	ENSG00000106070	ENSG00000108039	ENSG00000183324
ENSG00000104983	ENSG00000107077		ENSG00000117569	ENSG00000119408	ENSG00000119614	ENSG00000103018	ENSG00000115687	ENSG00000068903	ENSG00000106683	ENSG00000108511	ENSG00000183520
ENSG00000105053	ENSG00000107186		ENSG00000117713	ENSG00000119411	ENSG00000119862	ENSG00000103495	ENSG00000115840	ENSG00000069329	ENSG00000106692	ENSG00000108515	ENSG00000183955
ENSG00000105058	ENSG00000107551		ENSG00000117859	ENSG00000119614	ENSG00000120029	ENSG00000103540	ENSG00000115947	ENSG00000069424	ENSG00000106701	ENSG00000108518	ENSG00000184226
ENSG00000105193	ENSG00000107560		ENSG00000118496	ENSG00000119669	ENSG00000120280	ENSG00000104442	ENSG00000116478	ENSG00000069998	ENSG00000106852	ENSG00000108592	ENSG00000184502
ENSG00000105248	ENSG00000107816		ENSG00000118997	ENSG00000119772	ENSG00000120549	ENSG00000104490	ENSG00000116761	ENSG00000070018	ENSG00000106868	ENSG00000108671	ENSG00000184588
ENSG00000105289	ENSG00000107821		ENSG00000119283	ENSG00000119862	ENSG00000120738	ENSG00000104756	ENSG00000117152	ENSG00000070081	ENSG00000107159	ENSG00000108828	ENSG00000185022
ENSG00000105393	ENSG00000107957		ENSG00000119703	ENSG00000120457	ENSG00000120833	ENSG00000104824	ENSG00000117262	ENSG00000070388	ENSG00000107175	ENSG00000108883	ENSG00000185627
ENSG00000105447	ENSG00000108021		ENSG00000119772	ENSG00000120645	ENSG00000121104	ENSG00000104825	ENSG00000117289	ENSG00000070444	ENSG00000107282	ENSG00000109339	ENSG00000186897
ENSG00000105497	ENSG00000108091		ENSG00000120549	ENSG00000120738	ENSG00000121270	ENSG00000104835	ENSG00000117408	ENSG00000070718	ENSG00000107331	ENSG00000109854	ENSG00000188816
ENSG00000105568	ENSG00000108231		ENSG00000120616	ENSG00000121104	ENSG00000121316	ENSG00000104904	ENSG00000117425	ENSG00000070882	ENSG00000107736	ENSG00000110514	ENSG00000189051
ENSG00000105583	ENSG00000108375		ENSG00000120645	ENSG00000121270	ENSG00000121753	ENSG00000105011	ENSG00000117650	ENSG00000070886	ENSG00000107745	ENSG00000110713	ENSG00000189159
ENSG00000105643	ENSG00000108771		ENSG00000122180	ENSG00000121753	ENSG00000122122	ENSG00000105229	ENSG00000117859	ENSG00000070950	ENSG00000107796	ENSG00000110958	ENSG00000189308
ENSG00000105647	ENSG00000108819		ENSG00000122642	ENSG00000121764	ENSG00000122870	ENSG00000105323	ENSG00000118193	ENSG00000071051	ENSG00000107819	ENSG00000111057	ENSG00000196141
ENSG00000106153	ENSG00000109133		ENSG00000122741	ENSG00000121905	ENSG00000122877	ENSG00000105341	ENSG00000118418	ENSG00000071189	ENSG00000108018	ENSG00000111490	ENSG00000196220
ENSG00000106399	ENSG00000109339		ENSG00000122824	ENSG00000122735	ENSG00000123240	ENSG00000105393	ENSG00000118523	ENSG00000071242	ENSG00000108039	ENSG00000111640	ENSG00000196482
ENSG00000106636	ENSG00000109471		ENSG00000122861	ENSG00000122873	ENSG00000123374	ENSG00000105605	ENSG00000119013	ENSG00000071462	ENSG00000108262	ENSG00000111647	ENSG00000197548
ENSG00000106686	ENSG00000109670		ENSG00000123384	ENSG00000123240	ENSG00000123560	ENSG00000105610	ENSG00000119335	ENSG00000071655	ENSG00000108395	ENSG00000111726	ENSG00000197622
ENSG00000106993	ENSG00000109819		ENSG00000123815	ENSG00000123360	ENSG00000123562	ENSG00000105617	ENSG00000119685	ENSG00000072062	ENSG00000108515	ENSG00000111799	ENSG00000198431
ENSG00000107186	ENSG00000110031		ENSG00000124104	ENSG00000123384	ENSG00000123595	ENSG00000105649	ENSG00000119699	ENSG00000072195	ENSG00000108518	ENSG00000111859	ENSG00000198836
ENSG00000107625	ENSG00000110047		ENSG00000124191	ENSG00000123815	ENSG00000123728	ENSG00000105700	ENSG00000119715	ENSG00000072310	ENSG00000108576	ENSG00000111913	ENSG00000198947
ENSG00000107789	ENSG00000110080		ENSG00000124479	ENSG00000123892	ENSG00000124762	ENSG00000106336	ENSG00000119729	ENSG00000072415	ENSG00000108592	ENSG00000112078	ENSG00000203404
ENSG00000107929	ENSG00000110090		ENSG00000124493	ENSG00000124177	ENSG00000124772	ENSG00000106341	ENSG00000119977	ENSG00000072506	ENSG00000108819	ENSG00000112195	ENSG00000203668
ENSG00000107937	ENSG00000110092		ENSG00000124782	ENSG00000124772	ENSG00000124789	ENSG00000106537	ENSG00000120217	ENSG00000072518	ENSG00000108883	ENSG00000112208	ENSG00000204130
ENSG00000108021	ENSG00000110330		ENSG00000125375	ENSG00000124789	ENSG00000124875	ENSG00000106571	ENSG00000120616	ENSG00000072609	ENSG00000109101	ENSG00000112293	ENSG00000204256
ENSG00000108061	ENSG00000110446		ENSG00000125409	ENSG00000124875	ENSG00000125084	ENSG00000106686	ENSG00000120658	ENSG00000072657	ENSG00000109171	ENSG00000112294	ENSG00000204257
ENSG00000108270	ENSG00000110719		ENSG00000125445	ENSG00000125347	ENSG00000125347	ENSG00000106829	ENSG00000121104	ENSG00000072736	ENSG00000109854	ENSG00000112559	ENSG00000205463
ENSG00000108292	ENSG00000110944		ENSG00000125447	ENSG00000125354	ENSG00000125484	ENSG00000107625	ENSG00000121621	ENSG00000072849	ENSG00000110075	ENSG00000113013	ENSG00000206075
ENSG00000108298	ENSG00000111247		ENSG00000125731	ENSG00000125484	ENSG00000125485	ENSG00000107798	ENSG00000121753	ENSG00000072858	ENSG00000110880	ENSG00000113194	ENSG00000206535
ENSG00000108309	ENSG00000111252		ENSG00000125967	ENSG00000125485	ENSG00000125726	ENSG00000107829	ENSG00000121769	ENSG00000072864	ENSG00000110888	ENSG00000113448	ENSG00000214575
ENSG00000108518	ENSG00000111799		ENSG00000126214	ENSG00000125726	ENSG00000125740	ENSG00000107859	ENSG00000122482	ENSG00000072954	ENSG00000111057	ENSG00000113558	
ENSG00000108592	ENSG00000111912		ENSG00000126243	ENSG00000125735	ENSG00000125755	ENSG00000107863	ENSG00000122512	ENSG00000073605	ENSG00000111344	ENSG00000113578	
ENSG00000108599	ENSG00000112115		ENSG00000126351	ENSG00000125755	ENSG00000125779	ENSG00000108379	ENSG00000122591	ENSG00000073792	ENSG00000111405	ENSG00000113721	
ENSG00000108691	ENSG00000112249		ENSG00000126705	ENSG00000125845	ENSG00000125851	ENSG00000108387	ENSG00000122705	ENSG00000074695	ENSG00000111640	ENSG00000115073	
ENSG00000108733	ENSG00000112319		ENSG00000127022	ENSG00000125869	ENSG00000125869	ENSG00000108469	ENSG00000123064	ENSG00000074803	ENSG00000111674	ENSG00000115310	
ENSG00000108819	ENSG00000112782		ENSG00000127603	ENSG00000125945	ENSG00000125945	ENSG00000108559	ENSG00000123933	ENSG00000075218	ENSG00000111961	ENSG00000115415	
ENSG00000108961	ENSG00000112799		ENSG00000127838	ENSG00000126262	ENSG00000126262	ENSG00000108578	ENSG00000123975	ENSG00000075239	ENSG00000112078	ENSG00000115504	
ENSG00000109061	ENSG00000113361		ENSG00000129194	ENSG00000126457	ENSG00000126561	ENSG00000108798	ENSG00000124207	ENSG00000075290	ENSG00000112137	ENSG00000115594	
ENSG00000109111	ENSG00000113448		ENSG00000130706	ENSG00000126464	ENSG00000126581	ENSG00000108821	ENSG00000124766	ENSG00000075292	ENSG00000112182	ENSG00000115657	
ENSG00000109133	ENSG00000113578		ENSG00000130940	ENSG00000126705	ENSG00000126804	ENSG00000108852	ENSG00000124915	ENSG00000075391	ENSG00000112208	ENSG00000115665	
ENSG00000109220	ENSG00000113721		ENSG00000131149	ENSG00000127191	ENSG00000126858	ENSG00000109113	ENSG00000124920	ENSG00000075413	ENSG00000112293	ENSG00000115840	
ENSG00000109381	ENSG00000113742		ENSG00000131188	ENSG00000127838	ENSG00000127191	ENSG00000109686	ENSG00000125434	ENSG00000075415	ENSG00000112294	ENSG00000116106	
ENSG00000109466	ENSG00000114439		ENSG00000131323	ENSG00000128011	ENSG00000127481	ENSG00000109771	ENSG00000125675	ENSG00000075624	ENSG00000113013	ENSG00000116604	
ENSG00000109534	ENSG00000114450		ENSG00000131435	ENSG00000128713	ENSG00000127838	ENSG00000109929	ENSG00000125730	ENSG00000075711	ENSG00000113721	ENSG00000116661	
ENSG00000109618	ENSG00000114993		ENSG00000131831	ENSG00000129250	ENSG00000128011	ENSG00000110076	ENSG00000125848	ENSG00000075886	ENSG00000114573	ENSG00000116701	
ENSG00000109917	ENSG00000115221		ENSG00000132356	ENSG00000129451	ENSG00000129351	ENSG00000110717	ENSG00000125851	ENSG00000075914	ENSG00000115233	ENSG00000116717	
ENSG00000110046	ENSG00000115233		ENSG00000132470	ENSG00000129682	ENSG00000129472	ENSG00000110723	ENSG00000125945	ENSG00000076242	ENSG00000115295	ENSG00000116731	
ENSG00000110107	ENSG00000115252		ENSG00000132475	ENSG00000130635	ENSG00000129654	ENSG00000110844	ENSG00000125968	ENSG00000076248	ENSG00000115310	ENSG00000116885	
ENSG00000110274	ENSG00000115363		ENSG00000132541	ENSG00000130669	ENSG00000130052	ENSG00000110917	ENSG00000126464	ENSG00000076604	ENSG00000115414	ENSG00000116977	
ENSG00000110344	ENSG00000115365		ENSG00000132639	ENSG00000130749	ENSG00000130475	ENSG00000110921	ENSG00000126524	ENSG00000076924	ENSG00000115468	ENSG00000117000	
ENSG00000110680	ENSG00000115415		ENSG00000132694	ENSG00000131650	ENSG00000131196	ENSG00000111110	ENSG00000126778	ENSG00000077080	ENSG00000115594	ENSG00000117020	
ENSG00000110711	ENSG00000115421		ENSG00000132879	ENSG00000131759	ENSG00000131650	ENSG00000111639	ENSG00000126787	ENSG00000077152	ENSG00000115657	ENSG00000117139	
ENSG00000110944	ENSG00000115504		ENSG00000133055	ENSG00000131791	ENSG00000131759	ENSG00000111711	ENSG00000127124	ENSG00000077264	ENSG00000115970	ENSG00000117407	
ENSG00000111057	ENSG00000115507		ENSG00000133069	ENSG00000132275	ENSG00000131899	ENSG00000111846	ENSG00000127249	ENSG00000077312	ENSG00000116106	ENSG00000117480	
ENSG00000111254	ENSG00000115756		ENSG00000133318	ENSG00000132429	ENSG00000132003	ENSG00000112137	ENSG00000127311	ENSG00000077454	ENSG00000116128	ENSG00000117592	
ENSG00000111271	ENSG00000115904		ENSG00000133706	ENSG00000132446	ENSG00000132446	ENSG00000112238	ENSG00000127663	ENSG00000077458	ENSG00000116133	ENSG00000117594	
ENSG00000111331	ENSG00000115919		ENSG00000133800	ENSG00000132507	ENSG00000132481	ENSG00000112242	ENSG00000128652	ENSG00000077549	ENSG00000116221	ENSG00000117859	
ENSG00000111364	ENSG00000115935		ENSG00000133805	ENSG00000132535	ENSG00000132669	ENSG00000112394	ENSG00000128710	ENSG00000077809	ENSG00000116329	ENSG00000118046	
ENSG00000111679	ENSG00000115970		ENSG00000134207	ENSG00000132821	ENSG00000132676	ENSG00000112640	ENSG00000128881	ENSG00000078140	ENSG00000116353	ENSG00000118271	
ENSG00000111775	ENSG00000116095		ENSG00000134245	ENSG00000132964	ENSG00000134339	ENSG00000112837	ENSG00000129245	ENSG00000078177	ENSG00000116661	ENSG00000118496	
ENSG00000111816	ENSG00000116539		ENSG00000134318	ENSG00000133048	ENSG00000134460	ENSG00000112972	ENSG00000129535	ENSG00000078246	ENSG00000116741	ENSG00000119522	
ENSG00000112031	ENSG00000116544		ENSG00000134376	ENSG00000133247	ENSG00000134532	ENSG00000112983	ENSG00000130175	ENSG00000078304	ENSG00000117020	ENSG00000119703	
ENSG00000112110	ENSG00000116698		ENSG00000135334	ENSG00000133424	ENSG00000134809	ENSG00000112984	ENSG00000130204	ENSG00000078399	ENSG00000117139	ENSG00000119844	
ENSG00000112592	ENSG00000116977		ENSG00000135373	ENSG00000133794	ENSG00000134824	ENSG00000112996	ENSG00000130766	ENSG00000078549	ENSG00000117143	ENSG00000119912	
ENSG00000112855	ENSG00000117009		ENSG00000135519	ENSG00000134352	ENSG00000134954	ENSG00000113100	ENSG00000131018	ENSG00000078579	ENSG00000117266	ENSG00000120162	
ENSG00000112992	ENSG00000117013		ENSG00000135540	ENSG00000134460	ENSG00000135048	ENSG00000113361	ENSG00000131044	ENSG00000078618	ENSG00000117407	ENSG00000120217	
ENSG00000113194	ENSG00000117114		ENSG00000135678	ENSG00000134569	ENSG00000135336	ENSG00000113448	ENSG00000131055	ENSG00000078804	ENSG00000117592	ENSG00000120253	
ENSG00000113387	ENSG00000117318		ENSG00000135679	ENSG00000135048	ENSG00000135373	ENSG00000113649	ENSG00000131697	ENSG00000078808	ENSG00000117713	ENSG00000120265	
ENSG00000113407	ENSG00000117408		ENSG00000135862	ENSG00000135063	ENSG00000135439	ENSG00000114026	ENSG00000131773	ENSG00000079156	ENSG00000118260	ENSG00000120318	
ENSG00000113522	ENSG00000117461		ENSG00000135926	ENSG00000135116	ENSG00000135636	ENSG00000114126	ENSG00000132142	ENSG00000079308	ENSG00000118271	ENSG00000120616	
ENSG00000113525	ENSG00000117586		ENSG00000136111	ENSG00000135406	ENSG00000135723	ENSG00000114439	ENSG00000132207	ENSG00000079459	ENSG00000118496	ENSG00000120645	
ENSG00000113615	ENSG00000117650		ENSG00000136156	ENSG00000135439	ENSG00000135905	ENSG00000115170	ENSG00000132259	ENSG00000079691	ENSG00000119121	ENSG00000121057	
ENSG00000114354	ENSG00000118308		ENSG00000136244	ENSG00000135631	ENSG00000135925	ENSG00000115274	ENSG00000132437	ENSG00000079805	ENSG00000119283	ENSG00000121314	
ENSG00000114529	ENSG00000118473		ENSG00000136531	ENSG00000135636	ENSG00000136141	ENSG00000115290	ENSG00000132475	ENSG00000080561	ENSG00000119522	ENSG00000121486	
ENSG00000115145	ENSG00000118513		ENSG00000136697	ENSG00000135723	ENSG00000136237	ENSG00000115310	ENSG00000132646	ENSG00000080572	ENSG00000119698	ENSG00000122180	
ENSG00000115159	ENSG00000118705		ENSG00000136950	ENSG00000135842	ENSG00000136244	ENSG00000115474	ENSG00000133026	ENSG00000080573	ENSG00000119703	ENSG00000122507	
ENSG00000115221	ENSG00000119335		ENSG00000137161	ENSG00000135925	ENSG00000136295	ENSG00000115592	ENSG00000133315	ENSG00000080603	ENSG00000119844	ENSG00000122642	
ENSG00000115233	ENSG00000119778		ENSG00000137193	ENSG00000135960	ENSG00000136451	ENSG00000115825	ENSG00000133393	ENSG00000080709	ENSG00000120253	ENSG00000122643	
ENSG00000115541	ENSG00000119812		ENSG00000137449	ENSG00000136167	ENSG00000136490	ENSG00000115844	ENSG00000133422	ENSG00000080854	ENSG00000120265	ENSG00000122735	
ENSG00000115756	ENSG00000119866		ENSG00000137478	ENSG00000136295	ENSG00000136574	ENSG00000115902	ENSG00000133935	ENSG00000081320	ENSG00000120337	ENSG00000122741	
ENSG00000115760	ENSG00000119917		ENSG00000137745	ENSG00000136451	ENSG00000136603	ENSG00000116106	ENSG00000133962	ENSG00000081377	ENSG00000120549	ENSG00000122824	
ENSG00000115806	ENSG00000119922		ENSG00000137834	ENSG00000136603	ENSG00000136630	ENSG00000116183	ENSG00000134243	ENSG00000081853	ENSG00000120616	ENSG00000122966	
ENSG00000115808	ENSG00000120029		ENSG00000138378	ENSG00000136688	ENSG00000136653	ENSG00000116221	ENSG00000134317	ENSG00000082458	ENSG00000120645	ENSG00000123342	
ENSG00000115841	ENSG00000120093		ENSG00000138395	ENSG00000136848	ENSG00000136688	ENSG00000116478	ENSG00000134375	ENSG00000082701	ENSG00000121579	ENSG00000123352	
ENSG00000115884	ENSG00000120217		ENSG00000138814	ENSG00000137166	ENSG00000136689	ENSG00000116497	ENSG00000134686	ENSG00000082898	ENSG00000121680	ENSG00000123384	
ENSG00000116199	ENSG00000120253		ENSG00000139112	ENSG00000137216	ENSG00000136867	ENSG00000116830	ENSG00000135094	ENSG00000083123	ENSG00000122180	ENSG00000123500	
ENSG00000116205	ENSG00000120265		ENSG00000139192	ENSG00000137221	ENSG00000137166	ENSG00000116885	ENSG00000135373	ENSG00000083307	ENSG00000122378	ENSG00000123570	
ENSG00000116209	ENSG00000120278		ENSG00000139629	ENSG00000137364	ENSG00000137221	ENSG00000117152	ENSG00000135486	ENSG00000083312	ENSG00000122507	ENSG00000123815	
ENSG00000116353	ENSG00000120688		ENSG00000139890	ENSG00000137507	ENSG00000137364	ENSG00000117262	ENSG00000135540	ENSG00000083544	ENSG00000122642	ENSG00000124104	
ENSG00000116406	ENSG00000120690		ENSG00000139899	ENSG00000137571	ENSG00000137478	ENSG00000117595	ENSG00000135824	ENSG00000083812	ENSG00000122643	ENSG00000124145	
ENSG00000116903	ENSG00000120729		ENSG00000140263	ENSG00000138166	ENSG00000137486	ENSG00000117676	ENSG00000136158	ENSG00000083817	ENSG00000122741	ENSG00000124191	
ENSG00000116984	ENSG00000120913		ENSG00000140443	ENSG00000138756	ENSG00000137642	ENSG00000117748	ENSG00000136715	ENSG00000083842	ENSG00000122824	ENSG00000124440	
ENSG00000117009	ENSG00000121236		ENSG00000140835	ENSG00000138757	ENSG00000137731	ENSG00000118193	ENSG00000136856	ENSG00000084652	ENSG00000122861	ENSG00000124486	
ENSG00000117036	ENSG00000121380		ENSG00000141337	ENSG00000139083	ENSG00000137831	ENSG00000118473	ENSG00000137094	ENSG00000084731	ENSG00000122958	ENSG00000124782	
ENSG00000117133	ENSG00000121486		ENSG00000141433	ENSG00000139445	ENSG00000137841	ENSG00000118705	ENSG00000137834	ENSG00000084764	ENSG00000122966	ENSG00000125037	
ENSG00000117242	ENSG00000121594		ENSG00000141441	ENSG00000139637	ENSG00000138411	ENSG00000118997	ENSG00000137968	ENSG00000085433	ENSG00000123384	ENSG00000125148	
ENSG00000117676	ENSG00000121964		ENSG00000142599	ENSG00000140968	ENSG00000138757	ENSG00000119403	ENSG00000138030	ENSG00000085721	ENSG00000123815	ENSG00000125355	
ENSG00000117859	ENSG00000121966		ENSG00000142627	ENSG00000141497	ENSG00000138798	ENSG00000119614	ENSG00000138032	ENSG00000085832	ENSG00000124104	ENSG00000125409	
ENSG00000118004	ENSG00000122180		ENSG00000142687	ENSG00000141622	ENSG00000138814	ENSG00000119640	ENSG00000138185	ENSG00000086205	ENSG00000124191	ENSG00000125967	
ENSG00000118733	ENSG00000122218		ENSG00000142765	ENSG00000141905	ENSG00000139597	ENSG00000119655	ENSG00000138755	ENSG00000086712	ENSG00000124313	ENSG00000126214	
ENSG00000119013	ENSG00000122257		ENSG00000143322	ENSG00000142539	ENSG00000140396	ENSG00000119685	ENSG00000138764	ENSG00000086991	ENSG00000124440	ENSG00000126216	
ENSG00000119509	ENSG00000122507		ENSG00000143401	ENSG00000142549	ENSG00000140406	ENSG00000119711	ENSG00000138795	ENSG00000087299	ENSG00000124493	ENSG00000127022	
ENSG00000119689	ENSG00000122641		ENSG00000143507	ENSG00000142784	ENSG00000140538	ENSG00000119729	ENSG00000139318	ENSG00000087301	ENSG00000124574	ENSG00000127249	
ENSG00000119705	ENSG00000122642		ENSG00000143537	ENSG00000142961	ENSG00000142539	ENSG00000119888	ENSG00000139343	ENSG00000087303	ENSG00000124782	ENSG00000127533	
ENSG00000119723	ENSG00000122643		ENSG00000143603	ENSG00000143153	ENSG00000143028	ENSG00000119906	ENSG00000139351	ENSG00000087586	ENSG00000124788	ENSG00000127603	
ENSG00000119878	ENSG00000122694		ENSG00000143624	ENSG00000143190	ENSG00000143393	ENSG00000119915	ENSG00000139405	ENSG00000087842	ENSG00000125355	ENSG00000128591	
ENSG00000119929	ENSG00000122729		ENSG00000143858	ENSG00000143393	ENSG00000143401	ENSG00000119927	ENSG00000139428	ENSG00000087903	ENSG00000125409	ENSG00000128802	
ENSG00000120438	ENSG00000122756		ENSG00000144355	ENSG00000143401	ENSG00000143466	ENSG00000120053	ENSG00000139620	ENSG00000088247	ENSG00000125629	ENSG00000128881	
ENSG00000120519	ENSG00000123240		ENSG00000144366	ENSG00000143515	ENSG00000143570	ENSG00000120158	ENSG00000139636	ENSG00000088256	ENSG00000125731	ENSG00000128886	
ENSG00000120662	ENSG00000123609		ENSG00000144591	ENSG00000143603	ENSG00000143603	ENSG00000120437	ENSG00000140030	ENSG00000088325	ENSG00000125944	ENSG00000129084	
ENSG00000120694	ENSG00000124201		ENSG00000145217	ENSG00000143614	ENSG00000143842	ENSG00000120658	ENSG00000140105	ENSG00000088387	ENSG00000125967	ENSG00000129245	
ENSG00000120742	ENSG00000124214		ENSG00000145416	ENSG00000143851	ENSG00000143847	ENSG00000120659	ENSG00000140320	ENSG00000088808	ENSG00000126016	ENSG00000129521	
ENSG00000120899	ENSG00000124224		ENSG00000145996	ENSG00000145743	ENSG00000143869	ENSG00000121104	ENSG00000140471	ENSG00000088854	ENSG00000126214	ENSG00000130066	
ENSG00000121236	ENSG00000124256		ENSG00000146700	ENSG00000145907	ENSG00000144040	ENSG00000121691	ENSG00000140682	ENSG00000088876	ENSG00000126337	ENSG00000130147	
ENSG00000121350	ENSG00000124785		ENSG00000146950	ENSG00000145996	ENSG00000144136	ENSG00000121774	ENSG00000141052	ENSG00000089053	ENSG00000126351	ENSG00000130193	
ENSG00000121454	ENSG00000124788		ENSG00000147044	ENSG00000146197	ENSG00000144229	ENSG00000122043	ENSG00000141448	ENSG00000089116	ENSG00000126368	ENSG00000130643	
ENSG00000121988	ENSG00000124882		ENSG00000147099	ENSG00000146232	ENSG00000144524	ENSG00000122390	ENSG00000141504	ENSG00000089157	ENSG00000126562	ENSG00000130706	
ENSG00000121989	ENSG00000125037		ENSG00000147138	ENSG00000147010	ENSG00000144802	ENSG00000122482	ENSG00000141562	ENSG00000089177	ENSG00000126861	ENSG00000130707	
ENSG00000122417	ENSG00000125148		ENSG00000148702	ENSG00000148444	ENSG00000145526	ENSG00000122705	ENSG00000141664	ENSG00000089220	ENSG00000127022	ENSG00000130779	
ENSG00000122705	ENSG00000125245		ENSG00000149397	ENSG00000148730	ENSG00000145819	ENSG00000122859	ENSG00000142619	ENSG00000089737	ENSG00000127083	ENSG00000130940	
ENSG00000122735	ENSG00000125246		ENSG00000149489	ENSG00000149781	ENSG00000145901	ENSG00000123473	ENSG00000143178	ENSG00000089820	ENSG00000127603	ENSG00000131044	
ENSG00000123154	ENSG00000125675		ENSG00000149499	ENSG00000150048	ENSG00000145907	ENSG00000123636	ENSG00000143194	ENSG00000089902	ENSG00000128254	ENSG00000131188	
ENSG00000123395	ENSG00000125844		ENSG00000149925	ENSG00000150764	ENSG00000145911	ENSG00000123975	ENSG00000143258	ENSG00000090006	ENSG00000128591	ENSG00000131375	
