Gene stable ID	HGNC symbol
ENSG00000154370	TRIM11
ENSG00000187754	SSX7
ENSG00000120332	TNN
ENSG00000115488	NEU2
ENSG00000198104	OR2T6
ENSG00000175121	WFDC5
ENSG00000160446	ZDHHC12
ENSG00000147573	TRIM55
ENSG00000095596	CYP26A1
ENSG00000167685	ZNF444
ENSG00000136367	ZFHX2
ENSG00000229408	OR2H1
ENSG00000160633	SAFB
ENSG00000101082	SLA2
ENSG00000237100	C6orf136
ENSG00000105428	ZNRF4
ENSG00000007952	NOX1
ENSG00000159259	CHAF1B
ENSG00000161921	CXCL16
ENSG00000182938	OTOP3
ENSG00000165282	PIGO
ENSG00000143748	NVL
ENSG00000171056	SOX7
ENSG00000181817	LSM10
ENSG00000102978	POLR2C
ENSG00000066422	ZBTB11
ENSG00000101290	CDS2
ENSG00000186310	NAP1L3
ENSG00000171469	ZNF561
ENSG00000277936	MRPL45
ENSG00000159958	TNFRSF13C
ENSG00000147262	GPR119
ENSG00000114698	PLSCR4
ENSG00000132639	SNAP25
ENSG00000127955	GNAI1
ENSG00000224994	TRIM39
ENSG00000151726	ACSL1
ENSG00000097033	SH3GLB1
ENSG00000204642	HLA-F
ENSG00000163728	TTC14
ENSG00000164574	GALNT10
ENSG00000234746	OR2J2
ENSG00000164161	HHIP
ENSG00000127311	HELB
ENSG00000170837	GPR27
ENSG00000130176	CNN1
ENSG00000167522	ANKRD11
ENSG00000164100	NDST3
ENSG00000188566	NDOR1
ENSG00000254685	FPGT
ENSG00000100373	UPK3A
ENSG00000221859	KRTAP10-10
ENSG00000143842	SOX13
ENSG00000184887	BTBD6
ENSG00000196610	HLA-DQB2
ENSG00000079557	AFM
ENSG00000116688	MFN2
ENSG00000168148	HIST3H3
ENSG00000143126	CELSR2
ENSG00000186184	POLR1D
ENSG00000037637	FBXO42
ENSG00000180353	HCLS1
ENSG00000133055	MYBPH
ENSG00000234623	MOG
ENSG00000117153	KLHL12
ENSG00000133026	MYH10
ENSG00000176253	OR4K13
ENSG00000105642	KCNN1
ENSG00000065923	SLC9A7
ENSG00000155249	OR4K1
ENSG00000134440	NARS
ENSG00000279263	OR2L8
ENSG00000178498	DTX3
ENSG00000182621	PLCB1
ENSG00000010379	SLC6A13
ENSG00000178301	AQP11
ENSG00000262209	PCDHGB3
ENSG00000071553	ATP6AP1
ENSG00000081853	PCDHGA2
ENSG00000122133	PAEP
ENSG00000242419	PCDHGC4
ENSG00000106384	MOGAT3
ENSG00000147570	DNAJC5B
ENSG00000079150	FKBP7
ENSG00000116329	OPRD1
ENSG00000169807	PRY2
ENSG00000278232	CRHR1
ENSG00000160783	PMF1
ENSG00000090020	SLC9A1
ENSG00000206500	RNF39
ENSG00000235155	B3GALT4
ENSG00000262814	MRPL12
ENSG00000150628	SPATA4
ENSG00000231631	PSMB8
ENSG00000134716	CYP2J2
ENSG00000066923	STAG3
ENSG00000143367	TUFT1
ENSG00000136522	MRPL47
ENSG00000164106	SCRG1
ENSG00000140511	HAPLN3
ENSG00000206398	LY6G6C
ENSG00000198393	ZNF26
ENSG00000233054	OR2B3
ENSG00000225351	ZNF311
ENSG00000197728	RPS26
ENSG00000109586	GALNT7
ENSG00000239388	ASB14
ENSG00000133937	GSC
ENSG00000137522	RNF121
ENSG00000148296	SURF6
ENSG00000139946	PELI2
ENSG00000169876	MUC17
ENSG00000218823	PAPOLB
ENSG00000107282	APBA1
ENSG00000198301	SDAD1
ENSG00000166930	MS4A5
ENSG00000113805	CNTN3
ENSG00000145390	USP53
ENSG00000278468	MUC4
ENSG00000125730	C3
ENSG00000118007	STAG1
ENSG00000131686	CA6
ENSG00000235220	HLA-F
ENSG00000085465	OVGP1
ENSG00000150961	SEC24D
ENSG00000133863	TEX15
ENSG00000166153	DEPDC4
ENSG00000186810	CXCR3
ENSG00000232127	PSORS1C2
ENSG00000101323	HAO1
ENSG00000182158	CREB3L2
ENSG00000189079	ARID2
ENSG00000172345	STARD5
ENSG00000100307	CBX7
ENSG00000158825	CDA
ENSG00000139517	LNX2
ENSG00000184445	KNTC1
ENSG00000241476	SSX2
ENSG00000229597	BTNL2
ENSG00000135845	PIGC
ENSG00000253910	PCDHGB2
ENSG00000253731	PCDHGA6
ENSG00000204613	TRIM10
ENSG00000184650	ODF4
ENSG00000253305	PCDHGB6
ENSG00000240764	PCDHGC5
ENSG00000182652	OR4Q3
ENSG00000176299	OR4M1
ENSG00000164920	OSR2
ENSG00000122033	MTIF3
ENSG00000253873	PCDHGA11
ENSG00000155016	CYP2U1
ENSG00000104973	MED25
ENSG00000253846	PCDHGA10
ENSG00000278149	RDH13
ENSG00000171596	NMUR1
ENSG00000138684	IL21
ENSG00000213420	GPC2
ENSG00000236649	PPT2
ENSG00000012171	SEMA3B
ENSG00000092094	OSGEP
ENSG00000221888	OR1C1
ENSG00000254440	PBOV1
ENSG00000169344	UMOD
ENSG00000101084	C20orf24
ENSG00000143147	GPR161
ENSG00000146477	SLC22A3
ENSG00000184613	NELL2
ENSG00000244395	RBMY1D
ENSG00000171388	APLN
ENSG00000197467	COL13A1
ENSG00000092377	TBL1Y
ENSG00000141480	ARRB2
ENSG00000213215	OR2F1
ENSG00000168060	NAALADL1
ENSG00000179869	ABCA13
ENSG00000243335	KCTD7
ENSG00000254585	MAGEL2
ENSG00000113851	CRBN
ENSG00000165934	CPSF2
ENSG00000150681	RGS18
ENSG00000205517	RGL3
ENSG00000132256	TRIM5
ENSG00000240038	AMY2B
ENSG00000227345	PARG
ENSG00000182575	NXPH3
ENSG00000173540	GMPPB
ENSG00000116703	PDC
ENSG00000176020	AMIGO3
ENSG00000136682	CBWD2
ENSG00000262180	OCLM
ENSG00000130545	CRB3
ENSG00000174740	PABPC5
ENSG00000141040	ZNF287
ENSG00000174547	MRPL11
ENSG00000100321	SYNGR1
ENSG00000013563	DNASE1L1
ENSG00000188785	ZNF548
ENSG00000138035	PNPT1
ENSG00000186272	ZNF17
ENSG00000076108	BAZ2A
ENSG00000135972	MRPS9
ENSG00000138315	OIT3
ENSG00000277362	KIR2DL4
ENSG00000130540	SULT4A1
ENSG00000230178	OR4F3
ENSG00000276357	KIR3DL2
ENSG00000092850	TEKT2
ENSG00000179914	ITLN1
ENSG00000147183	CPXCR1
ENSG00000167191	GPRC5B
ENSG00000126804	ZBTB1
ENSG00000010327	STAB1
ENSG00000187045	TMPRSS6
ENSG00000006025	OSBPL7
ENSG00000078668	VDAC3
ENSG00000158764	ITLN2
ENSG00000281185	GPX6
ENSG00000273944	RDH13
ENSG00000276341	RDH13
ENSG00000277996	TMC4
ENSG00000196189	SEMA4A
ENSG00000142784	WDTC1
ENSG00000081803	CADPS2
ENSG00000150625	GPM6A
ENSG00000142657	PGD
ENSG00000128011	LRFN1
ENSG00000072163	LIMS2
ENSG00000226165	HLA-DQB2
ENSG00000187238	LCE3B
ENSG00000206502	ZNRD1
ENSG00000172780	RAB43
ENSG00000136026	CKAP4
ENSG00000167272	POP5
ENSG00000117569	PTBP2
ENSG00000100426	ZBED4
ENSG00000176871	WSB2
ENSG00000111445	RFC5
ENSG00000185787	MORF4L1
ENSG00000228128	DDAH2
ENSG00000105993	DNAJB6
ENSG00000111605	CPSF6
ENSG00000232289	OR11A1
ENSG00000214706	IFRD2
ENSG00000196458	ZNF605
ENSG00000240389	EGFL8
ENSG00000167644	C19orf33
ENSG00000204351	SKIV2L
ENSG00000071282	LMCD1
ENSG00000128313	APOL5
ENSG00000137571	SLCO5A1
ENSG00000137411	VARS2
ENSG00000075420	FNDC3B
ENSG00000122335	SERAC1
ENSG00000117748	RPA2
ENSG00000077063	CTTNBP2
ENSG00000103502	CDIPT
ENSG00000111358	GTF2H3
ENSG00000228896	SKIV2L
ENSG00000164167	LSM6
ENSG00000133019	CHRM3
ENSG00000114503	NCBP2
ENSG00000186812	ZNF397
ENSG00000232945	OR2J2
ENSG00000220550	OR10C1
ENSG00000174502	SLC26A9
ENSG00000282608	ADORA3
ENSG00000139263	LRIG3
ENSG00000204692	OR12D3
ENSG00000183783	KCTD8
ENSG00000278363	TMC4
ENSG00000274905	TMC4
ENSG00000242252	BGLAP
ENSG00000008324	SS18L2
ENSG00000074657	ZNF532
ENSG00000236399	TRIM40
ENSG00000110975	SYT10
ENSG00000161203	AP2M1
ENSG00000143549	TPM3
ENSG00000185359	HGS
ENSG00000090539	CHRD
ENSG00000168398	BDKRB2
ENSG00000144524	COPS7B
ENSG00000170917	NUDT6
ENSG00000136449	MYCBPAP
ENSG00000090615	GOLGA3
ENSG00000066629	EML1
ENSG00000051382	PIK3CB
ENSG00000168795	ZBTB5
ENSG00000188162	OTOG
ENSG00000144741	SLC25A26
ENSG00000165588	OTX2
ENSG00000163328	GPR155
ENSG00000267508	ZNF285
ENSG00000167377	ZNF23
ENSG00000198799	LRIG2
ENSG00000168679	SLC16A4
ENSG00000050730	TNIP3
ENSG00000183682	BMP8A
ENSG00000198853	RUSC2
ENSG00000091039	OSBPL8
ENSG00000125746	EML2
ENSG00000181804	SLC9A9
ENSG00000197142	ACSL5
ENSG00000206353	SKIV2L
ENSG00000139370	SLC15A4
ENSG00000169436	COL22A1
ENSG00000173726	TOMM20
ENSG00000183780	SLC35F3
ENSG00000135898	GPR55
ENSG00000163625	WDFY3
ENSG00000138663	COPS4
ENSG00000228977	OR2W1
ENSG00000128585	MKLN1
ENSG00000171860	C3AR1
ENSG00000073150	PANX2
ENSG00000196578	OR5AC2
ENSG00000136842	TMOD1
ENSG00000167565	SERTAD3
ENSG00000224979	LSM2
ENSG00000206484	NRM
ENSG00000037897	METTL1
ENSG00000196353	CPNE4
ENSG00000124818	OPN5
ENSG00000134901	KDELC1
ENSG00000171136	RLN3
ENSG00000135597	REPS1
ENSG00000187416	LHFPL3
ENSG00000154721	JAM2
ENSG00000040487	PQLC2
ENSG00000176204	LRRTM4
ENSG00000124164	VAPB
ENSG00000179909	ZNF154
ENSG00000110906	KCTD10
ENSG00000138964	PARVG
ENSG00000244623	OR2AE1
ENSG00000100450	GZMH
ENSG00000170075	GPR37L1
ENSG00000171657	GPR82
ENSG00000206314	GPSM3
ENSG00000024422	EHD2
ENSG00000104951	IL4I1
ENSG00000127366	TAS2R5
ENSG00000204956	PCDHGA1
ENSG00000253485	PCDHGA5
ENSG00000183828	NUDT14
ENSG00000130254	SAFB2
ENSG00000114423	CBLB
ENSG00000014138	POLA2
ENSG00000139174	PRICKLE1
ENSG00000145287	PLAC8
ENSG00000120913	PDLIM2
ENSG00000237284	MAS1L
ENSG00000118156	ZNF541
ENSG00000122035	RASL11A
ENSG00000145087	STXBP5L
ENSG00000120329	SLC25A2
ENSG00000157110	RBPMS
ENSG00000159166	LAD1
ENSG00000197157	SND1
ENSG00000204614	TRIM40
ENSG00000145740	SLC30A5
ENSG00000115652	UXS1
ENSG00000142632	ARHGEF19
ENSG00000181852	RNF41
ENSG00000128594	LRRC4
ENSG00000204673	AKT1S1
ENSG00000259431	THTPA
ENSG00000188706	ZDHHC9
ENSG00000115364	MRPL19
ENSG00000206480	FLOT1
ENSG00000183826	BTBD9
ENSG00000120063	GNA13
ENSG00000105887	MTPN
ENSG00000106266	SNX8
ENSG00000236826	LSM2
ENSG00000273574	LENG9
ENSG00000104960	PTOV1
ENSG00000274418	RDH13
ENSG00000117620	SLC35A3
ENSG00000136052	SLC41A2
ENSG00000163463	KRTCAP2
ENSG00000122481	RWDD3
ENSG00000151498	ACAD8
ENSG00000143595	AQP10
ENSG00000183570	PCBP3
ENSG00000157800	SLC37A3
ENSG00000169760	NLGN1
ENSG00000273780	ARHGAP23
ENSG00000162496	DHRS3
ENSG00000174963	ZIC4
ENSG00000197653	DNAH10
ENSG00000170631	ZNF16
ENSG00000151665	PIGF
ENSG00000127152	BCL11B
ENSG00000154920	EME1
ENSG00000105939	ZC3HAV1
ENSG00000196655	TRAPPC4
ENSG00000198758	EPS8L3
ENSG00000213366	GSTM2
ENSG00000128040	SPINK2
ENSG00000090975	PITPNM2
ENSG00000206517	OR11A1
ENSG00000163421	PROK2
ENSG00000169220	RGS14
ENSG00000129187	DCTD
ENSG00000168952	STXBP6
ENSG00000225736	OR2B3
ENSG00000197465	GYPE
ENSG00000116918	TSNAX
ENSG00000118690	ARMC2
ENSG00000181773	GPR3
ENSG00000180901	KCTD2
ENSG00000143643	TTC13
ENSG00000115386	REG1A
ENSG00000117643	MAN1C1
ENSG00000173890	GPR160
ENSG00000135776	ABCB10
ENSG00000125445	MRPS7
ENSG00000111981	ULBP1
ENSG00000158315	RHBDL2
ENSG00000188770	OPTC
ENSG00000197568	HHLA3
ENSG00000138802	SEC24B
ENSG00000164902	PHAX
ENSG00000183386	FHL3
ENSG00000226201	PSMB8
ENSG00000183317	EPHA10
ENSG00000160862	AZGP1
ENSG00000128833	MYO5C
ENSG00000163833	FBXO40
ENSG00000180881	CAPS2
ENSG00000146833	TRIM4
ENSG00000177932	ZNF354C
ENSG00000089737	DDX24
ENSG00000123636	BAZ2B
ENSG00000174992	ZG16
ENSG00000139287	TPH2
ENSG00000142347	MYO1F
ENSG00000147576	ADHFE1
ENSG00000241370	RPP21
ENSG00000152409	JMY
ENSG00000260325	HSPB9
ENSG00000170153	RNF150
ENSG00000089723	OTUB2
ENSG00000146828	SLC12A9
ENSG00000033030	ZCCHC8
ENSG00000117411	B4GALT2
ENSG00000146926	ASB10
ENSG00000018869	ZNF582
ENSG00000070756	PABPC1
ENSG00000109445	ZNF330
ENSG00000132436	FIGNL1
ENSG00000124721	DNAH8
ENSG00000051341	POLQ
ENSG00000152413	HOMER1
ENSG00000158014	SLC30A2
ENSG00000240224	UGT1A5
ENSG00000167614	TTYH1
ENSG00000132432	SEC61G
ENSG00000081087	OSTM1
ENSG00000242515	UGT1A10
ENSG00000167531	LALBA
ENSG00000116299	KIAA1324
ENSG00000033050	ABCF2
ENSG00000135048	TMEM2
ENSG00000179041	RRS1
ENSG00000173610	UGT2A1
ENSG00000093000	NUP50
ENSG00000196517	SLC6A9
ENSG00000244122	UGT1A7
ENSG00000285292	ABCF2
ENSG00000167633	KIR3DL1
ENSG00000242220	TCP10L
ENSG00000172057	ORMDL3
ENSG00000156521	TYSND1
ENSG00000143858	SYT2
ENSG00000150477	KIAA1328
ENSG00000188517	COL25A1
ENSG00000159079	C21orf59
ENSG00000177108	ZDHHC22
ENSG00000164919	COX6C
ENSG00000134775	FHOD3
ENSG00000189013	KIR2DL4
ENSG00000230143	FLOT1
ENSG00000169604	ANTXR1
ENSG00000102858	MGRN1
ENSG00000196832	OR11G2
ENSG00000033867	SLC4A7
ENSG00000073737	DHRS9
ENSG00000167791	CABP2
ENSG00000108262	GIT1
ENSG00000110680	CALCA
ENSG00000106397	PLOD3
ENSG00000203737	GPR52
ENSG00000119913	TECTB
ENSG00000119396	RAB14
ENSG00000175868	CALCB
ENSG00000131127	ZNF141
ENSG00000198839	ZNF277
ENSG00000227147	TRIM15
ENSG00000154719	MRPL39
ENSG00000168959	GRM5
ENSG00000128805	ARHGAP22
ENSG00000230900	ATP6V1G2
ENSG00000171659	GPR34
ENSG00000106404	CLDN15
ENSG00000197837	HIST4H4
ENSG00000135407	AVIL
ENSG00000069248	NUP133
ENSG00000114686	MRPL3
ENSG00000100092	SH3BP1
ENSG00000178952	TUFM
ENSG00000177683	THAP5
ENSG00000213762	ZNF134
ENSG00000149534	MS4A2
ENSG00000164329	PAPD4
ENSG00000168490	PHYHIP
ENSG00000196378	ZNF34
ENSG00000163879	DNALI1
ENSG00000169214	OR6F1
ENSG00000254122	PCDHGB7
ENSG00000167881	SRP68
ENSG00000262576	PCDHGA4
ENSG00000186439	TRDN
ENSG00000094963	FMO2
ENSG00000183484	GPR132
ENSG00000138380	CARF
ENSG00000100083	GGA1
ENSG00000189114	BLOC1S3
ENSG00000189091	SF3B3
ENSG00000131653	TRAF7
ENSG00000163219	ARHGAP25
ENSG00000165914	TTC7B
ENSG00000136542	GALNT5
ENSG00000143153	ATP1B1
ENSG00000175928	LRRN1
ENSG00000223898	OR11A1
ENSG00000129219	PLD2
ENSG00000111181	SLC6A12
ENSG00000143196	DPT
ENSG00000166016	ABTB2
ENSG00000065457	ADAT1
ENSG00000116266	STXBP3
ENSG00000158786	PLA2G2F
ENSG00000170381	SEMA3E
ENSG00000099260	PALMD
ENSG00000138604	GLCE
ENSG00000164122	ASB5
ENSG00000221955	SLC12A8
ENSG00000140350	ANP32A
ENSG00000231526	HLA-DQA2
ENSG00000100412	ACO2
ENSG00000156218	ADAMTSL3
ENSG00000169418	NPR1
ENSG00000120742	SERP1
ENSG00000232106	C6orf10
ENSG00000234508	GPSM3
ENSG00000229125	OR2H1
ENSG00000109738	GLRB
ENSG00000174021	GNG5
ENSG00000167384	ZNF180
ENSG00000185344	ATP6V0A2
ENSG00000160695	VPS11
ENSG00000099904	ZDHHC8
ENSG00000278318	ZNF229
ENSG00000132773	TOE1
ENSG00000133121	STARD13
ENSG00000172689	MS4A10
ENSG00000165891	E2F7
ENSG00000142892	PIGK
ENSG00000131115	ZNF227
ENSG00000168090	COPS6
ENSG00000003989	SLC7A2
ENSG00000206472	OR11A1
ENSG00000011021	CLCN6
ENSG00000178386	ZNF223
ENSG00000204689	OR10C1
ENSG00000174151	CYB561D1
ENSG00000156222	SLC28A1
ENSG00000181830	SLC35C1
ENSG00000163319	MRPS18C
ENSG00000139998	RAB15
ENSG00000221864	KRTAP12-2
ENSG00000155918	RAET1L
ENSG00000188729	OSTN
ENSG00000103723	AP3B2
ENSG00000184056	VPS33B
ENSG00000117410	ATP6V0B
ENSG00000148219	ASTN2
ENSG00000117533	VAMP4
ENSG00000262246	CORO7
ENSG00000184900	SUMO3
ENSG00000167840	ZNF232
ENSG00000121073	SLC35B1
ENSG00000116857	TMEM9
ENSG00000139719	VPS33A
ENSG00000163072	NOSTRIN
ENSG00000270885	RASL10B
ENSG00000164414	SLC35A1
ENSG00000151025	GPR158
ENSG00000168152	THAP9
ENSG00000196547	MAN2A2
ENSG00000204176	SYT15
ENSG00000106804	C5
ENSG00000138050	THUMPD2
ENSG00000112499	SLC22A2
ENSG00000188716	DUPD1
ENSG00000085491	SLC25A24
ENSG00000174600	CMKLR1
ENSG00000275474	RDH13
ENSG00000162627	SNX7
ENSG00000139372	TDG
ENSG00000136709	WDR33
ENSG00000049883	PTCD2
ENSG00000198015	MRPL42
ENSG00000163273	NPPC
ENSG00000139133	ALG10
ENSG00000138468	SENP7
ENSG00000170860	LSM3
ENSG00000154478	GPR26
ENSG00000278474	KIR3DL2
ENSG00000160948	VPS28
ENSG00000109743	BST1
ENSG00000173273	TNKS
ENSG00000140264	SERF2
ENSG00000198794	SCAMP5
ENSG00000181656	GPR88
ENSG00000198390	KRTAP13-1
ENSG00000221946	FXYD7
ENSG00000175874	CREG2
ENSG00000180934	OR56A1
ENSG00000171953	ATPAF2
ENSG00000129596	CDO1
ENSG00000277044	OPRL1
ENSG00000229929	TRIM39
ENSG00000239927	RPP21
ENSG00000089057	SLC23A2
ENSG00000107854	TNKS2
ENSG00000119725	ZNF410
ENSG00000182890	GLUD2
ENSG00000111261	MANSC1
ENSG00000108592	FTSJ3
ENSG00000250423	KIAA1210
ENSG00000113303	BTNL8
ENSG00000197272	IL27
ENSG00000106392	C1GALT1
ENSG00000150201	FXYD4
ENSG00000162522	KIAA1522
ENSG00000224120	C6orf136
ENSG00000163515	RETNLB
ENSG00000184178	SCFD2
ENSG00000167083	GNGT2
ENSG00000235769	LY6G6E
ENSG00000123992	DNPEP
ENSG00000159337	PLA2G4D
ENSG00000132329	RAMP1
ENSG00000171421	MRPL36
ENSG00000021461	CYP3A43
ENSG00000196670	ZFP62
ENSG00000101365	IDH3B
ENSG00000104907	TRMT1
ENSG00000213906	LTB4R2
ENSG00000158296	SLC13A3
ENSG00000256229	ZNF486
ENSG00000167755	KLK6
ENSG00000177504	VCX2
ENSG00000109536	FRG1
ENSG00000180432	CYP8B1
ENSG00000116641	DOCK7
ENSG00000022840	RNF10
ENSG00000169676	DRD5
ENSG00000113048	MRPS27
ENSG00000204160	ZDHHC18
ENSG00000154553	PDLIM3
ENSG00000139351	SYCP3
ENSG00000109762	SNX25
ENSG00000100413	POLR3H
ENSG00000144746	ARL6IP5
ENSG00000143554	SLC27A3
ENSG00000169474	SPRR1A
ENSG00000163207	IVL
ENSG00000069849	ATP1B3
ENSG00000187173	LCE2A
ENSG00000133606	MKRN1
ENSG00000082996	RNF13
ENSG00000182134	TDRKH
ENSG00000132640	BTBD3
ENSG00000180346	TIGD2
ENSG00000177646	ACAD9
ENSG00000157445	CACNA2D3
ENSG00000171055	FEZ2
ENSG00000137345	MOG
ENSG00000122420	PTGFR
ENSG00000108406	DHX40
ENSG00000239789	MRPS17
ENSG00000197587	DMBX1
ENSG00000276260	TMC4
ENSG00000142765	SYTL1
ENSG00000143575	HAX1
ENSG00000172728	FUT10
ENSG00000162616	DNAJB4
ENSG00000053524	MCF2L2
ENSG00000154252	GAL3ST2
ENSG00000144306	SCRN3
ENSG00000123689	G0S2
ENSG00000159917	ZNF235
ENSG00000016490	CLCA1
ENSG00000239998	LILRA2
ENSG00000179520	SLC17A8
ENSG00000206522	OR2J3
ENSG00000206524	OR2B3
ENSG00000117155	SSX2IP
ENSG00000129472	RAB2B
ENSG00000164604	GPR85
ENSG00000284680	OR8B2
ENSG00000273984	MUC4
ENSG00000233687	OR2B3
ENSG00000135722	FBXL8
ENSG00000126947	ARMCX1
ENSG00000204655	MOG
ENSG00000152520	PAN3
ENSG00000241394	HLA-DMA
ENSG00000175497	DPP10
ENSG00000198380	GFPT1
ENSG00000168938	PPIC
ENSG00000174599	TRAM1L1
ENSG00000204669	C9orf57
ENSG00000169393	ELSPBP1
ENSG00000180340	FZD2
ENSG00000225998	LSM2
ENSG00000243147	MRPL33
ENSG00000183753	BPY2
ENSG00000124157	SEMG2
ENSG00000173083	HPSE
ENSG00000197487	GALP
ENSG00000105695	MAG
ENSG00000196240	OR2T2
ENSG00000175143	OR2T1
ENSG00000175697	GPR156
ENSG00000134369	NAV1
ENSG00000197959	DNM3
ENSG00000119953	SMNDC1
ENSG00000163637	PRICKLE2
ENSG00000136295	TTYH3
ENSG00000276547	PCDHGB5
ENSG00000182473	EXOC7
ENSG00000166902	MRPL16
ENSG00000213983	AP1G2
ENSG00000154330	PGM5
ENSG00000235441	OR10C1
ENSG00000225247	OR12D2
ENSG00000227137	OR5V1
ENSG00000171931	FBXW10
ENSG00000131471	AOC3
ENSG00000182400	TRAPPC6B
ENSG00000105223	PLD3
ENSG00000149308	NPAT
ENSG00000141526	SLC16A3
ENSG00000163923	RPL39L
ENSG00000273820	USP27X
ENSG00000251369	ZNF550
ENSG00000221843	C2orf16
ENSG00000054282	SDCCAG8
ENSG00000171234	UGT2B7
ENSG00000186675	MAGEE2
ENSG00000121406	ZNF549
ENSG00000145911	N4BP3
ENSG00000153774	CFDP1
ENSG00000164082	GRM2
ENSG00000204618	RNF39
ENSG00000182489	XKRX
ENSG00000135317	SNX14
ENSG00000242389	RBMY1E
ENSG00000019995	ZRANB1
ENSG00000116898	MRPS15
ENSG00000177981	ASB8
ENSG00000105402	NAPA
ENSG00000139291	TMEM19
ENSG00000180269	GPR139
ENSG00000138459	SLC35A5
ENSG00000100599	RIN3
ENSG00000197020	ZNF100
ENSG00000144837	PLA1A
ENSG00000127083	OMD
ENSG00000112116	IL17F
ENSG00000106819	ASPN
ENSG00000106809	OGN
ENSG00000127241	MASP1
ENSG00000121577	POPDC2
ENSG00000243943	ZNF512
ENSG00000196782	MAML3
ENSG00000275650	TTYH1
ENSG00000116544	DLGAP3
ENSG00000154380	ENAH
ENSG00000174804	FZD4
ENSG00000169347	GP2
ENSG00000127364	TAS2R4
ENSG00000106028	SSBP1
ENSG00000122140	MRPS2
ENSG00000129244	ATP1B2
ENSG00000198000	NOL8
ENSG00000006747	SCIN
ENSG00000160345	C9orf116
ENSG00000145217	SLC26A1
ENSG00000118094	TREH
ENSG00000198668	CALM1
ENSG00000091128	LAMB4
ENSG00000143742	SRP9
ENSG00000127362	TAS2R3
ENSG00000019144	PHLDB1
ENSG00000076053	RBM7
ENSG00000173546	CSPG4
ENSG00000204366	ZBTB12
ENSG00000157005	SST
ENSG00000030582	GRN
ENSG00000164520	RAET1E
ENSG00000120253	NUP43
ENSG00000166261	ZNF202
ENSG00000101972	STAG2
ENSG00000213759	UGT2B11
ENSG00000173302	GPR148
ENSG00000170128	GPR25
ENSG00000120265	PCMT1
ENSG00000176383	B3GNT4
ENSG00000163462	TRIM46
ENSG00000163348	PYGO2
ENSG00000197614	MFAP5
ENSG00000227051	C14orf132
ENSG00000197084	LCE1C
ENSG00000186226	LCE1E
ENSG00000235568	NFAM1
ENSG00000114124	GRK7
ENSG00000230505	OR10C1
ENSG00000166747	AP1G1
ENSG00000175398	OR10P1
ENSG00000206401	LY6G6E
ENSG00000100433	KCNK10
ENSG00000230332	RNF39
ENSG00000196792	STRN3
ENSG00000163202	LCE3D
ENSG00000073350	LLGL2
ENSG00000146416	AIG1
ENSG00000117133	RPF1
ENSG00000125945	ZNF436
ENSG00000132122	SPATA6
ENSG00000163399	ATP1A1
ENSG00000172269	DPAGT1
ENSG00000114450	GNB4
ENSG00000176009	ASCL3
ENSG00000082516	GEMIN5
ENSG00000185033	SEMA4B
ENSG00000043514	TRIT1
ENSG00000163751	CPA3
ENSG00000186001	LRCH3
ENSG00000186815	TPCN1
ENSG00000163746	PLSCR2
ENSG00000105088	OLFM2
ENSG00000134597	RBMX2
ENSG00000139835	GRTP1
ENSG00000162512	SDC3
ENSG00000159915	ZNF233
ENSG00000180767	CHST13
ENSG00000122778	KIAA1549
ENSG00000168916	ZNF608
ENSG00000198125	MB
ENSG00000174640	SLCO2A1
ENSG00000102078	SLC25A14
ENSG00000023041	ZDHHC6
ENSG00000164600	NEUROD6
ENSG00000138755	CXCL9
ENSG00000198246	SLC29A3
ENSG00000132434	LANCL2
ENSG00000234347	OR11A1
ENSG00000100711	ZFYVE21
ENSG00000221838	AP4M1
ENSG00000183166	CALN1
ENSG00000206471	OR2H1
ENSG00000137486	ARRB1
ENSG00000163624	CDS1
ENSG00000206536	OR5K3
ENSG00000204571	KRTAP5-11
ENSG00000127377	CRYGN
ENSG00000176358	TAC4
ENSG00000123739	PLA2G12A
ENSG00000001629	ANKIB1
ENSG00000225103	HLA-DQA2
ENSG00000166377	ATP9B
ENSG00000198286	CARD11
ENSG00000139637	C12orf10
ENSG00000136319	TTC5
ENSG00000241343	RPL36A
ENSG00000160233	LRRC3
ENSG00000188783	PRELP
ENSG00000166716	ZNF592
ENSG00000206433	LST1
ENSG00000069943	PIGB
ENSG00000215644	GCGR
ENSG00000137766	UNC13C
ENSG00000134013	LOXL2
ENSG00000183048	SLC25A10
ENSG00000150627	WDR17
ENSG00000241563	CORT
ENSG00000151812	SLC35F4
ENSG00000134709	HOOK1
ENSG00000123091	RNF11
ENSG00000197364	S100A7L2
ENSG00000196805	SPRR2B
ENSG00000100478	AP4S1
ENSG00000186207	LCE5A
ENSG00000206395	DDAH2
ENSG00000111971	LY6G5C
ENSG00000103145	HCFC1R1
ENSG00000163393	SLC22A15
ENSG00000117834	SLC5A9
ENSG00000179751	SYCN
ENSG00000227458	TRIM40
ENSG00000154493	C10orf90
ENSG00000145244	CORIN
ENSG00000183495	EP400
ENSG00000134262	AP4B1
ENSG00000139209	SLC38A4
ENSG00000125823	CSTL1
ENSG00000109654	TRIM2
ENSG00000105738	SIPA1L3
ENSG00000173898	SPTBN2
ENSG00000100372	SLC25A17
ENSG00000118181	RPS25
ENSG00000054277	OPN3
ENSG00000108828	VAT1
ENSG00000182963	GJC1
ENSG00000039319	ZFYVE16
ENSG00000167617	CDC42EP5
