Ensembl_Id,Domains
ENSG00000101109,PF00069|PF11629
ENSG00000101115,PF00096|PF12874
ENSG00000101126,PF00046
ENSG00000101132,PF01920
ENSG00000101134,PF02174
ENSG00000101138,PF00400|PF16699
ENSG00000101144,PF00019|PF00688
ENSG00000101146,PF00400
ENSG00000101150,PF04201
ENSG00000101152,PF00226
ENSG00000101158,PF04858
ENSG00000101160,PF00112
ENSG00000101161,PF06424|PF13181|PF14559
ENSG00000101162,PF00091|PF03953
ENSG00000101166,PF04707
ENSG00000101180,PF00001
ENSG00000101181,PF01018|PF01926
ENSG00000101182,PF00227|PF10584
ENSG00000101187,PF03137|PF07648
ENSG00000101188,PF00001
ENSG00000101189,PF07904
ENSG00000101190,PF00010
ENSG00000101191,PF00628|PF07500|PF07744
ENSG00000101193,PF08513|PF10607
ENSG00000101194,PF07690
ENSG00000101197,PF00653|PF13920
ENSG00000101198,PF05640
ENSG00000101199,PF01412
ENSG00000101200,PF00184|PF00220
ENSG00000101203,PF00041|PF00092|PF01391
ENSG00000101204,PF02931|PF02932
ENSG00000101210,PF00009|PF03143|PF03144
ENSG00000101213,PF00017|PF00018|PF07714
ENSG00000101216,PF01342
ENSG00000101220,PF15006
ENSG00000101222,PF06294
ENSG00000101224,PF00581|PF06617
ENSG00000101230,PF00090|PF03782
ENSG00000101236,PF13639
ENSG00000101246,PF00025
ENSG00000101247,PF08241
ENSG00000101251,PF08238
ENSG00000101255,PF00069
ENSG00000101265,PF00788|PF16517
ENSG00000101266,PF00069
ENSG00000101276,PF06237
ENSG00000101280,PF00147
ENSG00000101282,PF15913
ENSG00000101290,PF01148
ENSG00000101292,PF00001
ENSG00000101294,PF04258
ENSG00000101298,PF15290
ENSG00000101306,PF00069
ENSG00000101307,PF07654|PF07686
ENSG00000101310,PF00626|PF04810|PF04811|PF04815|PF08033
ENSG00000101311,PF00169|PF00373
ENSG00000101323,PF01070
ENSG00000101327,PF01160
ENSG00000101331,PF16545
ENSG00000101333,PF00168|PF00387|PF00388|PF06631|PF09279
ENSG00000101335,PF13405|PF13499|PF13833
ENSG00000101336,PF00017|PF00018|PF07714
ENSG00000101337,PF02990
ENSG00000101342,PF07534
ENSG00000101343,PF02184
ENSG00000101346,PF10250
ENSG00000101347,PF01966|PF07647
ENSG00000101349,PF00069|PF00786
ENSG00000101350,PF00225
ENSG00000101353,
ENSG00000101361,PF01798|PF08156
ENSG00000101363,PF06783
ENSG00000101365,PF00180
ENSG00000101367,PF00307|PF03271
ENSG00000101384,PF00008|PF01414|PF07645|PF07657|PF07974|PF12661
ENSG00000101391,PF00919|PF01938|PF04055
ENSG00000101400,PF00169|PF00595
ENSG00000101405,PF00184|PF00220
ENSG00000101407,
ENSG00000101412,PF02319|PF16421
ENSG00000101413,PF04818|PF16566
ENSG00000101417,PF02466
ENSG00000101421,PF03357
ENSG00000101425,PF01273|PF02886
ENSG00000101435,PF00031
ENSG00000101438,PF01490
ENSG00000101439,PF00031
ENSG00000101440,PF05039
ENSG00000101441,PF00031
ENSG00000101442,PF00022
ENSG00000101443,PF00095
ENSG00000101444,PF00670|PF05221
ENSG00000101445,PF12796
ENSG00000101446,PF00014
ENSG00000101447,PF07894
ENSG00000101448,PF00014|PF00095
ENSG00000101452,PF00271|PF04408|PF07717
ENSG00000101457,
ENSG00000101460,PF02991
ENSG00000101463,PF04505
ENSG00000101464,PF06728
ENSG00000101470,PF13499|PF13833
ENSG00000101473,PF02551|PF13622
ENSG00000101474,PF03088
ENSG00000101489,PF00076
ENSG00000101493,PF13465|PF13894|PF13909
ENSG00000101542,PF00028|PF01049
ENSG00000101544,
ENSG00000101546,PF02033
ENSG00000101557,PF00443
ENSG00000101558,PF00635
ENSG00000101574,PF05063
ENSG00000101577,PF04571|PF08235|PF16876
ENSG00000101596,PF06470|PF13589
ENSG00000101605,PF00041|PF07679
ENSG00000101608,PF08976|PF13499
ENSG00000101624,PF15627
ENSG00000101638,PF00777
ENSG00000101639,
ENSG00000101654,PF03291
ENSG00000101665,PF03165|PF03166
ENSG00000101670,PF00151|PF01477
ENSG00000101680,PF00052|PF00053|PF00054|PF00055|PF06008|PF06009
ENSG00000101695,PF05605|PF13923
ENSG00000101745,PF00023|PF12796
ENSG00000101746,
ENSG00000101751,PF00817|PF11799
ENSG00000101752,PF00569|PF06701|PF12796|PF13637|PF13920
ENSG00000101773,PF08573|PF10482
ENSG00000101782,PF01163
ENSG00000101811,PF00076|PF14304|PF14327
ENSG00000101812,PF00125
ENSG00000101825,PF07679|PF13855|PF13927
ENSG00000101842,PF07686|PF13927
ENSG00000101843,PF00023|PF12796|PF13857
ENSG00000101844,PF03416
ENSG00000101846,PF00884|PF14707
ENSG00000101849,PF00400|PF08513
ENSG00000101850,PF02101
ENSG00000101856,PF00173
ENSG00000101868,PF00136|PF03104|PF08996|PF12254
ENSG00000101871,PF00041|PF00622|PF00643|PF13445|PF13765
ENSG00000101882,PF06047|PF15692
ENSG00000101883,PF00046
ENSG00000101888,PF02136
ENSG00000101890,PF00211|PF01094|PF07701|PF07714
ENSG00000101892,PF00287
ENSG00000101901,PF02338|PF04101
ENSG00000101911,PF13793|PF14572
ENSG00000101916,PF01582|PF13855
ENSG00000101928,PF00635
ENSG00000101935,PF01871
ENSG00000101938,PF00093
ENSG00000101940,PF00400
ENSG00000101945,PF00385|PF00856|PF05033
ENSG00000101951,PF05831
ENSG00000101955,PF00084|PF02494|PF13778
ENSG00000101958,PF02931|PF02932
ENSG00000101966,PF00653|PF13920
ENSG00000101972,PF08514
ENSG00000101974,PF00122|PF13246|PF16209|PF16212
ENSG00000101977,PF00169|PF00621|PF13716
ENSG00000101981,PF00008|PF00089|PF00594|PF14670
ENSG00000101986,PF00005|PF06472
ENSG00000101997,PF05667
ENSG00000102001,PF00520|PF08763|PF16885|PF16905
ENSG00000102003,PF01284
ENSG00000102007,PF01284
ENSG00000102010,PF00017|PF00169|PF00779|PF07714
ENSG00000102021,
ENSG00000102024,PF00307|PF13499
ENSG00000102030,PF00583
ENSG00000102032,PF07221
ENSG00000102034,PF00178|PF12310
ENSG00000102038,PF00176|PF00271|PF09110|PF09111|PF13892
ENSG00000102043,PF06602
ENSG00000102048,PF07525|PF12796
ENSG00000102053,PF11977
ENSG00000102054,PF00400|PF12265
ENSG00000102055,PF04979
ENSG00000102057,PF00520|PF02214|PF11601|PF11879
ENSG00000102076,PF00001
ENSG00000102078,PF00153
ENSG00000102081,PF00013|PF05641|PF12235|PF16098
ENSG00000102096,PF00069
ENSG00000102098,PF00536|PF02820|PF12140|PF17208
ENSG00000102100,PF04142
ENSG00000102103,PF00397
ENSG00000102104,PF00754
ENSG00000102109,PF07259
ENSG00000102119,PF03020
ENSG00000102125,PF01553
ENSG00000102128,PF00071|PF07525
ENSG00000102144,PF00162
ENSG00000102145,PF00320
ENSG00000102158,PF04756
ENSG00000102172,PF01564
ENSG00000102174,PF01431|PF05649
ENSG00000102178,PF00240
ENSG00000102181,PF12301
ENSG00000102189,PF01363
ENSG00000102195,PF00001
ENSG00000102218,PF07986
ENSG00000102221,PF10513|PF13831|PF13832
ENSG00000102225,PF00069
ENSG00000102226,PF00443|PF06337|PF14533|PF14836
ENSG00000102230,PF01467
ENSG00000102239,PF00001
ENSG00000102241,PF00076
ENSG00000102243,PF07545
ENSG00000102245,PF00229
ENSG00000102265,PF00965
ENSG00000102271,PF00651|PF01344|PF07707
ENSG00000102287,PF02931|PF02932
ENSG00000102290,PF00028|PF08266|PF08374
ENSG00000102302,PF00169|PF00621|PF01363
ENSG00000102309,PF13616
ENSG00000102312,PF03062
ENSG00000102313,PF00092|PF06668|PF08487
ENSG00000102316,PF01454
ENSG00000102317,PF00076
ENSG00000102349,PF00096
ENSG00000102359,PF00084|PF02494|PF13778
ENSG00000102362,PF00168|PF02318
ENSG00000102383,PF01529
ENSG00000102384,PF07778
ENSG00000102385,PF00397|PF00435|PF00569|PF09068|PF09069
ENSG00000102387,PF04658
ENSG00000102390,PF04669
ENSG00000102393,PF16499
ENSG00000102401,PF04826
ENSG00000102409,PF04538
ENSG00000102445,PF13901
ENSG00000102452,PF00520
ENSG00000102466,PF00167
ENSG00000102468,PF00001
ENSG00000102471,PF10176
ENSG00000102524,PF00229
ENSG00000102531,PF00041
ENSG00000102539,PF00001
ENSG00000102543,PF00383
ENSG00000102547,PF08569
ENSG00000102554,PF00096
ENSG00000102572,PF00069
ENSG00000102575,PF00149
ENSG00000102580,PF00226|PF09976|PF13181|PF13432|PF14559
ENSG00000102595,PF01501|PF06427
ENSG00000102606,PF00018|PF00169|PF00307|PF00621|PF07653|PF14604|PF16523|PF16614|PF16615
ENSG00000102678,PF00167
ENSG00000102683,PF04790
ENSG00000102699,PF00092|PF00533|PF00644|PF08487
ENSG00000102710,PF12090
ENSG00000102738,PF15433
ENSG00000102743,PF00153
ENSG00000102753,PF00514|PF01749|PF16186
ENSG00000102755,PF00047|PF07679|PF07714|PF13927
ENSG00000102760,PF15151
ENSG00000102763,PF07728
ENSG00000102780,PF00130|PF00169|PF00609|PF00781|PF07647
ENSG00000102781,PF00004|PF09336
ENSG00000102786,PF13519|PF15300
ENSG00000102794,PF03972
ENSG00000102796,PF00106
ENSG00000102802,
ENSG00000102804,PF01166
ENSG00000102805,PF15014
ENSG00000102837,PF02191
ENSG00000102854,PF06060
ENSG00000102858,PF13920
ENSG00000102870,PF00096
ENSG00000102871,PF00531|PF09034
ENSG00000102878,PF00447
ENSG00000102879,PF00400|PF08953|PF08954|PF16300
ENSG00000102882,PF00069
ENSG00000102886,PF03009
ENSG00000102890,PF04727|PF11841|PF16457
ENSG00000102891,PF00131
ENSG00000102893,PF00723
ENSG00000102897,PF05347
ENSG00000102898,PF02136
ENSG00000102900,PF04097
ENSG00000102901,PF15511|PF16171
ENSG00000102904,PF15739
ENSG00000102908,PF00554|PF16179
ENSG00000102910,PF00004|PF02190|PF05362
ENSG00000102921,PF11977
ENSG00000102924,PF00386
ENSG00000102931,PF11527
ENSG00000102934,PF01284
ENSG00000102935,PF13894|PF13912
ENSG00000102962,PF00048
ENSG00000102967,PF01180
ENSG00000102970,PF00048
ENSG00000102974,PF13909
ENSG00000102977,PF10341
ENSG00000102978,PF01000|PF01193
ENSG00000102981,PF00564|PF00595
ENSG00000102984,PF13894
ENSG00000102996,PF00045|PF00413|PF01471|PF11857
ENSG00000103005,PF09749
ENSG00000103018,PF00173
ENSG00000103021,PF13870
ENSG00000103023,PF00089
ENSG00000103024,PF00334
ENSG00000103034,PF03096
ENSG00000103035,PF01398|PF13012
ENSG00000103037,PF00856|PF09273
ENSG00000103042,PF01490
ENSG00000103043,PF11916|PF12755
ENSG00000103044,PF13641
ENSG00000103047,PF10304|PF10363
ENSG00000103051,PF08318
ENSG00000103056,PF03372
ENSG00000103061,PF08574
ENSG00000103064,PF13520
ENSG00000103066,PF02450
ENSG00000103067,
ENSG00000103089,PF00173|PF04116
ENSG00000103091,PF00400|PF17120
ENSG00000103111,PF03164
ENSG00000103121,PF08583
ENSG00000103126,PF00615|PF00778|PF08833|PF16646
ENSG00000103145,PF15226
ENSG00000103148,PF03666
ENSG00000103150,PF05292
ENSG00000103152,PF02245
ENSG00000103154,PF03992|PF13202|PF13833
ENSG00000103160,PF00106
ENSG00000103168,
ENSG00000103174,PF09992
ENSG00000103175,PF00095
ENSG00000103184,PF00650|PF03765|PF04707
ENSG00000103187,PF00241
ENSG00000103194,PF00443|PF07145
ENSG00000103196,PF00188|PF03815
ENSG00000103197,PF02145|PF03542|PF11864
ENSG00000103199,PF00096|PF01352|PF02023|PF13894|PF13912
ENSG00000103202,PF00334
ENSG00000103222,PF00005|PF00664
ENSG00000103226,PF13620
ENSG00000103227,PF06762
ENSG00000103241,PF00250
ENSG00000103245,PF02256|PF02906
ENSG00000103248,PF00076|PF01812
ENSG00000103249,PF00571|PF00654
ENSG00000103253,PF00753|PF16123
ENSG00000103254,
ENSG00000103257,PF13520
ENSG00000103260,
ENSG00000103264,PF12937
ENSG00000103266,PF04564|PF12895
ENSG00000103269,PF01694
ENSG00000103274,PF10609
ENSG00000103275,PF00179
ENSG00000103310,PF00100
ENSG00000103313,PF00622|PF00643|PF02758|PF13765
ENSG00000103316,PF02423
ENSG00000103319,PF02816|PF08238
ENSG00000103326,PF00641|PF00648
ENSG00000103335,PF12166|PF15917
ENSG00000103342,PF00009|PF03143|PF03144|PF07145
ENSG00000103343,PF00096|PF02023
ENSG00000103351,PF10234
ENSG00000103353,PF00240
ENSG00000103355,PF00089
ENSG00000103356,PF00749
ENSG00000103363,PF00240
ENSG00000103365,PF00790|PF02883|PF03127
ENSG00000103375,PF00230
ENSG00000103381,PF00149
ENSG00000103404,PF00443
ENSG00000103415,PF01126
ENSG00000103423,PF00226|PF00684|PF01556
ENSG00000103426,PF00400|PF03656|PF08953|PF16300
ENSG00000103429,PF00536|PF15227
ENSG00000103449,PF00096|PF12874|PF13894
ENSG00000103460,PF00505
ENSG00000103479,PF01857|PF01858|PF11934
ENSG00000103485,PF01729|PF02749
ENSG00000103489,PF02485|PF12529
ENSG00000103490,PF00619|PF02758
ENSG00000103494,PF00168|PF11618
ENSG00000103495,PF00096|PF12874|PF13894
ENSG00000103496,PF00804|PF05739
ENSG00000103502,PF01066
ENSG00000103507,PF02518|PF10436
ENSG00000103510,PF01853|PF11717
ENSG00000103512,PF13620
ENSG00000103522,
ENSG00000103528,PF00168
ENSG00000103534,PF07810
ENSG00000103540,PF16025
ENSG00000103544,
ENSG00000103546,PF00209
ENSG00000103549,PF13920
ENSG00000103550,PF15477
ENSG00000103569,PF00230
ENSG00000103591,PF10199
ENSG00000103599,
ENSG00000103642,PF00144
ENSG00000103647,PF00400|PF08953|PF16300
ENSG00000103653,PF00017|PF00018|PF07714
ENSG00000103657,PF00400|PF00415|PF00622|PF00632|PF13540
ENSG00000103671,PF04266|PF06221
ENSG00000103707,PF00551|PF02911
ENSG00000103710,PF00071
ENSG00000103723,PF01602|PF14796
ENSG00000103740,PF00501
ENSG00000103742,PF00041|PF07679|PF13927
ENSG00000103769,PF00071
ENSG00000103811,PF00112|PF08246
ENSG00000103852,PF13424
ENSG00000103855,PF07686|PF08205|PF13927
ENSG00000103876,PF01557|PF09298
ENSG00000103888,PF10162|PF13330|PF15711
ENSG00000103932,PF08620|PF08621
ENSG00000103942,PF00568
ENSG00000103966,PF00350|PF12763|PF16880
ENSG00000103978,PF06814
ENSG00000103994,PF00400
ENSG00000103995,
ENSG00000104043,PF00122|PF13246|PF16209|PF16212
ENSG00000104044,PF03600
ENSG00000104047,PF03942
ENSG00000104055,PF00868|PF00927|PF01841
ENSG00000104059,PF04103
ENSG00000104064,PF12796|PF13637
ENSG00000104067,PF00595|PF00625|PF00791|PF07653
ENSG00000104081,PF15185
ENSG00000104093,PF00400|PF12234
ENSG00000104112,PF15467
ENSG00000104129,PF00076|PF00226
ENSG00000104131,PF08597
ENSG00000104133,PF14649
ENSG00000104140,PF00071
ENSG00000104142,PF00637|PF05131
ENSG00000104147,PF03226
ENSG00000104154,PF01545
ENSG00000104164,PF14712
ENSG00000104177,PF00076
ENSG00000104205,PF00069|PF00433|PF00787
ENSG00000104213,PF13927
ENSG00000104218,
ENSG00000104219,PF01529
ENSG00000104221,PF08271
ENSG00000104228,PF00622|PF00643|PF13765|PF13920
ENSG00000104231,PF01428
ENSG00000104237,PF01477|PF03607
ENSG00000104267,PF00194
ENSG00000104290,PF01392|PF01534
ENSG00000104299,PF10996|PF16661
ENSG00000104312,PF00619|PF07714
ENSG00000104313,
ENSG00000104320,PF00498|PF08599|PF16508|PF16770
ENSG00000104321,PF00023|PF00520|PF12796
ENSG00000104324,PF04389
ENSG00000104325,PF00106|PF13561
ENSG00000104327,PF00036|PF13405|PF13499
ENSG00000104331,PF00459
ENSG00000104332,PF01392|PF01759
ENSG00000104341,PF03821
ENSG00000104343,PF00179
ENSG00000104356,PF06978|PF08170
ENSG00000104361,PF05653
ENSG00000104365,PF00069|PF12179
ENSG00000104368,PF00008|PF00039|PF00051|PF00089
ENSG00000104369,PF02493
ENSG00000104371,PF04706|PF06607
ENSG00000104375,PF00069|PF11629
ENSG00000104381,PF13410|PF13417
ENSG00000104388,PF00071
ENSG00000104408,PF01399|PF09440
ENSG00000104412,PF14559
ENSG00000104413,
ENSG00000104415,PF00007|PF00090|PF00093|PF00219
ENSG00000104419,PF03096
ENSG00000104427,PF13913
ENSG00000104432,PF01415
ENSG00000104435,PF00836
ENSG00000104442,PF00514
ENSG00000104447,PF00320
ENSG00000104450,PF00515|PF13181|PF13877
ENSG00000104472,PF00808
ENSG00000104490,PF00036|PF13202|PF13499|PF13833
ENSG00000104497,PF00787
ENSG00000104499,
ENSG00000104517,PF00632|PF00658|PF11547
ENSG00000104518,PF04598
ENSG00000104522,PF01370
ENSG00000104524,PF03807|PF14748
ENSG00000104529,PF00736|PF10587
ENSG00000104537,PF00191
ENSG00000104549,PF01494|PF08491|PF13450
ENSG00000104611,PF00017
ENSG00000104613,
ENSG00000104626,PF00929|PF02037
ENSG00000104635,PF02535
ENSG00000104643,PF06602
ENSG00000104660,PF04133
ENSG00000104671,PF00132
ENSG00000104679,PF01424
ENSG00000104687,PF02852|PF07992
ENSG00000104689,PF00020|PF00531
ENSG00000104691,PF00075|PF00789
ENSG00000104695,PF00149
ENSG00000104714,
ENSG00000104722,PF00038|PF04732
ENSG00000104723,PF04756
ENSG00000104728,PF00621
ENSG00000104731,PF07646|PF13415|PF13418|PF13964
ENSG00000104738,PF00493|PF14551|PF17207
ENSG00000104755,PF00200|PF01421|PF01562|PF08516
ENSG00000104756,PF00805|PF02214|PF11834
ENSG00000104760,PF00147
ENSG00000104763,PF02275|PF15508
ENSG00000104765,PF06553
ENSG00000104774,PF01074|PF07748|PF09261
ENSG00000104783,PF02888|PF03530|PF07885
ENSG00000104804,PF01167|PF16322
ENSG00000104805,PF13499
ENSG00000104808,PF01408
ENSG00000104812,PF05693
ENSG00000104814,PF00069|PF00780
ENSG00000104818,PF00007
ENSG00000104823,PF00378
ENSG00000104824,PF00076|PF13893
ENSG00000104825,PF12796|PF13637
ENSG00000104826,PF00007
ENSG00000104827,PF00007
ENSG00000104833,PF00091|PF03953
ENSG00000104835,PF00587|PF02403
ENSG00000104848,PF00520|PF02214
ENSG00000104852,PF00076|PF12220
ENSG00000104853,PF05602
ENSG00000104856,PF00554|PF16179|PF16180|PF16181
ENSG00000104859,PF09750
ENSG00000104863,PF00595|PF02828
ENSG00000104866,PF13516
ENSG00000104870,PF00129|PF07654
ENSG00000104872,PF08190
ENSG00000104879,PF00217|PF02807
ENSG00000104880,PF00169|PF00621
ENSG00000104881,PF12796|PF14604
ENSG00000104883,PF05648
ENSG00000104884,PF06733|PF06777|PF13307
ENSG00000104885,PF08123
ENSG00000104886,PF00169
ENSG00000104888,PF07690
ENSG00000104889,PF01351
ENSG00000104892,PF13424
ENSG00000104894,PF00335
ENSG00000104897,PF12874|PF16835
ENSG00000104899,PF00019|PF04709
ENSG00000104901,
ENSG00000104903,PF00010
ENSG00000104904,PF02100
ENSG00000104907,PF00642|PF02005
ENSG00000104915,PF05739|PF09177
ENSG00000104918,PF06954
ENSG00000104921,PF00059
ENSG00000104936,PF00069|PF08826
ENSG00000104938,PF00059
ENSG00000104941,PF04712
ENSG00000104946,PF00566|PF12068
ENSG00000104951,PF01593
ENSG00000104953,
ENSG00000104957,PF04502
ENSG00000104960,PF11232
ENSG00000104964,PF03920
ENSG00000104967,PF00013
ENSG00000104969,PF00515|PF13181|PF16546
ENSG00000104970,PF00047
ENSG00000104972,PF00047|PF13895
ENSG00000104973,PF11232|PF11235|PF11244|PF11265
ENSG00000104974,PF13895
ENSG00000104976,PF11035
ENSG00000104979,PF09495
ENSG00000104980,PF04280
ENSG00000104983,
ENSG00000104998,PF00041
ENSG00000105011,PF04729
ENSG00000105048,PF00992
ENSG00000105053,PF00069|PF13240
ENSG00000105058,PF08555
ENSG00000105063,PF04499
ENSG00000105072,PF15391
ENSG00000105085,PF08711|PF15693|PF15694
ENSG00000105088,PF02191|PF12308
ENSG00000105122,PF00616
ENSG00000105127,PF04988
ENSG00000105131,PF12697
ENSG00000105135,PF00205|PF02775|PF02776
ENSG00000105136,PF00096|PF01352|PF13912
ENSG00000105137,PF00620
ENSG00000105141,PF00656
ENSG00000105143,PF00375
ENSG00000105146,PF00069
ENSG00000105171,PF01868
ENSG00000105173,PF00134|PF02984
ENSG00000105176,PF02996
ENSG00000105185,PF01984
ENSG00000105186,PF02204|PF12796|PF13606
ENSG00000105193,PF00380
ENSG00000105197,PF03031
ENSG00000105198,PF00337
ENSG00000105202,PF01269
ENSG00000105204,PF00069
ENSG00000105205,PF00337
ENSG00000105219,PF00134|PF02984
ENSG00000105220,PF00342
ENSG00000105221,PF00069|PF00169|PF00433
ENSG00000105223,PF00614|PF13091|PF13918
ENSG00000105227,
ENSG00000105229,PF02891|PF14324
ENSG00000105245,PF00640|PF06311
ENSG00000105246,PF00041
ENSG00000105248,PF04502
ENSG00000105251,PF00017
ENSG00000105254,PF01302|PF14560
ENSG00000105255,PF00041|PF00622
ENSG00000105258,PF01096|PF02150
ENSG00000105261,
ENSG00000105270,PF01302|PF12796
ENSG00000105278,PF07528|PF12874
ENSG00000105281,PF00375
ENSG00000105287,PF00069|PF00130
ENSG00000105289,PF00595|PF00625|PF07653
ENSG00000105290,PF02177|PF10515|PF12924|PF12925
ENSG00000105298,PF09732|PF10312
ENSG00000105321,PF15266
ENSG00000105323,PF00622|PF02037|PF13671
ENSG00000105325,PF00400|PF12894
ENSG00000105327,PF15826
ENSG00000105329,PF00019|PF00688
ENSG00000105339,PF00400|PF02141|PF03456
ENSG00000105341,
ENSG00000105352,PF07686
ENSG00000105355,PF03036
ENSG00000105357,PF00063|PF01576|PF02736
ENSG00000105364,PF00573
ENSG00000105366,PF07686|PF13927
ENSG00000105369,PF00047|PF02189
ENSG00000105370,PF00822
ENSG00000105371,PF03921
ENSG00000105372,PF01090
ENSG00000105373,PF07767
ENSG00000105374,PF00822
ENSG00000105376,PF03921|PF13895|PF13927
ENSG00000105379,PF01012
ENSG00000105383,PF00047|PF07686
ENSG00000105388,PF07686|PF13895|PF13927
ENSG00000105392,PF00046|PF03529
ENSG00000105393,
ENSG00000105397,PF07714
ENSG00000105398,PF00685
ENSG00000105401,PF03234|PF08564|PF08565
ENSG00000105402,PF14938
ENSG00000105404,PF03208
ENSG00000105409,PF00122|PF00689|PF00690|PF13246
ENSG00000105419,PF05920|PF16493
ENSG00000105426,PF00041|PF00102|PF07679|PF13927
ENSG00000105427,PF04749
ENSG00000105428,PF02225|PF13639
ENSG00000105429,PF00053|PF00431|PF01437|PF07645|PF12947|PF13418|PF17205
ENSG00000105438,PF00810
ENSG00000105443,PF00169|PF01369
ENSG00000105447,PF00400|PF12265
ENSG00000105464,PF00060|PF01094|PF10613
ENSG00000105467,PF01284
ENSG00000105472,PF00059
ENSG00000105479,
ENSG00000105483,PF00619|PF13553
ENSG00000105486,PF01068|PF04675|PF04679
ENSG00000105492,PF00047|PF07679|PF07686
ENSG00000105497,PF00096|PF01352
ENSG00000105499,PF01735
ENSG00000105501,PF07686
ENSG00000105507,PF13499
ENSG00000105509,PF03142|PF13641
ENSG00000105514,PF00071
ENSG00000105516,PF07716
ENSG00000105518,PF13664
ENSG00000105519,PF13202|PF13499
ENSG00000105520,PF01569
ENSG00000105523,PF07894
ENSG00000105538,PF00788|PF01843
ENSG00000105549,PF14912
ENSG00000105550,PF00167
ENSG00000105552,PF01063
ENSG00000105556,PF01448
ENSG00000105559,PF00169
ENSG00000105568,PF02985|PF13646
ENSG00000105576,PF03810|PF13513
ENSG00000105583,PF03669
ENSG00000105605,PF13903
ENSG00000105607,PF00441|PF02770|PF02771
ENSG00000105609,PF00047|PF13895
ENSG00000105610,PF00096|PF16832|PF16833
ENSG00000105612,PF03265
ENSG00000105613,PF00069|PF00595|PF08926
ENSG00000105617,PF10197
ENSG00000105618,PF01798|PF09785
ENSG00000105619,
ENSG00000105639,PF07714
ENSG00000105640,PF01775
ENSG00000105641,PF00474
ENSG00000105642,PF02888|PF03530|PF07885
ENSG00000105643,PF00339|PF02752
ENSG00000105647,PF00017|PF00620|PF16454
ENSG00000105649,PF00071
ENSG00000105650,PF00233
ENSG00000105655,PF01658|PF07994
ENSG00000105656,PF07303|PF10390
ENSG00000105662,PF12884|PF12885|PF12886
ENSG00000105664,PF02412|PF05735|PF07645|PF11598
ENSG00000105668,PF00335
ENSG00000105669,PF04733
ENSG00000105671,PF00270|PF00271
ENSG00000105672,PF00178
ENSG00000105675,PF00122|PF00689|PF00690|PF09040|PF13246
ENSG00000105676,PF00514
ENSG00000105677,PF09767
ENSG00000105679,PF00044|PF02800
ENSG00000105695,PF08205|PF13927
ENSG00000105696,PF12280
ENSG00000105697,PF06446
ENSG00000105698,PF00010
ENSG00000105699,PF05624
ENSG00000105700,PF10241
ENSG00000105701,PF00254|PF00515|PF07719
ENSG00000105705,PF01585|PF01805
ENSG00000105707,PF00089|PF09272
ENSG00000105708,PF00096|PF01352|PF13912
ENSG00000105711,PF07686
ENSG00000105717,PF00046|PF03792
ENSG00000105722,PF00178
ENSG00000105723,PF00069
ENSG00000105726,PF00122|PF00702
ENSG00000105732,PF00096|PF12874|PF13894|PF13912
ENSG00000105737,PF00060|PF01094|PF10613
ENSG00000105738,PF02145|PF11881
ENSG00000105750,PF00096|PF01352|PF13912
ENSG00000105755,PF00753
ENSG00000105767,PF07686|PF08205|PF13927
ENSG00000105771,PF10220
ENSG00000105778,PF09794
ENSG00000105784,PF02759
ENSG00000105792,
ENSG00000105793,PF01018|PF01926
ENSG00000105808,PF00168|PF00169|PF00616|PF00779
ENSG00000105810,PF00069
ENSG00000105819,PF00675|PF05193
ENSG00000105821,PF00226|PF00249|PF16717
ENSG00000105825,PF00014
ENSG00000105829,
ENSG00000105835,PF04095
ENSG00000105849,PF03876
ENSG00000105851,PF00454|PF00613|PF00792|PF00794
ENSG00000105852,PF01731
ENSG00000105854,PF01731
ENSG00000105855,PF00362|PF07974|PF17205
ENSG00000105856,PF00505|PF08517
ENSG00000105865,PF01207
ENSG00000105866,PF13894
ENSG00000105875,PF00400
ENSG00000105877,PF03028|PF07728|PF08385|PF08393|PF12774|PF12775|PF12777|PF12780|PF12781
ENSG00000105879,
ENSG00000105880,PF00046|PF12413
ENSG00000105887,PF12796
ENSG00000105889,PF01794
ENSG00000105894,PF01091|PF05196
ENSG00000105926,PF00595|PF00625|PF02828|PF07653
ENSG00000105928,PF04598
ENSG00000105929,PF01496
ENSG00000105939,PF00644|PF02825
ENSG00000105948,PF12895
ENSG00000105953,PF00676|PF02779|PF16078|PF16870
ENSG00000105954,
ENSG00000105963,PF00169|PF01412
ENSG00000105967,PF00010|PF11851
ENSG00000105968,PF00125|PF16211
ENSG00000105971,PF01146
ENSG00000105974,PF01146
ENSG00000105976,PF01403|PF01437|PF01833|PF07714
ENSG00000105982,PF00612|PF13445|PF13639
ENSG00000105983,PF04791
ENSG00000105989,PF00110
ENSG00000105991,PF00046
ENSG00000105993,PF00226
ENSG00000105996,PF00046
ENSG00000105997,PF00046|PF13293
ENSG00000106003,PF02434
ENSG00000106004,PF00046
ENSG00000106006,PF00046
ENSG00000106009,PF02985
ENSG00000106012,PF00612
ENSG00000106013,PF12796|PF13606|PF13637
ENSG00000106018,PF00002|PF02793
ENSG00000106025,PF00335
ENSG00000106028,PF00436
ENSG00000106031,PF00046|PF12284
ENSG00000106034,PF12733
ENSG00000106038,PF00046
ENSG00000106049,PF03446|PF14833
ENSG00000106052,PF07888
ENSG00000106066,PF00450
ENSG00000106069,PF00017|PF00130|PF00620
