Gene stable ID,SMART domains ID
ENSG00000119946,
ENSG00000109536,
ENSG00000183207,SM00382
ENSG00000131400,
ENSG00000173369,
ENSG00000173369,SM00110
ENSG00000183207,
ENSG00000133657,
ENSG00000176105,SM00219
ENSG00000176105,SM00326
ENSG00000176105,SM00252
ENSG00000129480,
ENSG00000131398,SM00225
ENSG00000131398,
ENSG00000203546,
ENSG00000126247,
ENSG00000104613,
ENSG00000179085,
ENSG00000175920,SM01244
ENSG00000175920,SM00233
ENSG00000127415,
ENSG00000175920,
ENSG00000100802,
ENSG00000132259,SM00100
ENSG00000174953,SM00490
ENSG00000174953,SM00487
ENSG00000174953,SM00847
ENSG00000165118,
ENSG00000198901,
ENSG00000274665,SM00054
ENSG00000233573,SM00184
ENSG00000233573,SM00336
ENSG00000179304,
ENSG00000106066,
ENSG00000174720,SM00715
ENSG00000174720,SM00360
ENSG00000205426,SM01391
ENSG00000174720,
ENSG00000105662,
ENSG00000111913,
ENSG00000138430,
ENSG00000131408,
ENSG00000137767,
ENSG00000282804,
ENSG00000171872,SM00355
ENSG00000170092,
ENSG00000171872,
ENSG00000150456,
ENSG00000263309,SM01391
ENSG00000152086,SM00864
ENSG00000152086,SM00865
ENSG00000143442,SM00355
ENSG00000143442,SM00674
ENSG00000106069,
ENSG00000085265,SM00186
ENSG00000145214,SM00314
ENSG00000145214,SM00046
ENSG00000145214,SM00109
ENSG00000145214,SM00045
ENSG00000172458,
ENSG00000135480,SM01391
ENSG00000145214,
ENSG00000158864,
ENSG00000131408,SM00399
ENSG00000132965,
ENSG00000151151,
ENSG00000120053,
ENSG00000263309,
ENSG00000169964,
ENSG00000114125,
ENSG00000114125,SM00184
ENSG00000186265,SM00409
ENSG00000170442,
ENSG00000188906,
ENSG00000237834,SM00409
ENSG00000237834,SM00406
ENSG00000262164,SM01391
ENSG00000184661,
ENSG00000262164,
ENSG00000170442,SM01391
ENSG00000103653,SM00252
ENSG00000103653,SM00326
ENSG00000103653,SM00219
ENSG00000105325,SM00320
ENSG00000275990,SM00326
ENSG00000275031,
ENSG00000275990,SM00312
ENSG00000237834,
ENSG00000143442,
ENSG00000131408,SM00430
ENSG00000047617,
ENSG00000158859,SM00209
ENSG00000158859,SM00608
ENSG00000158859,
ENSG00000188906,SM00369
ENSG00000188906,SM00364
ENSG00000188994,
ENSG00000174938,SM00042
ENSG00000174938,SM00032
ENSG00000138658,
ENSG00000165424,SM01328
ENSG00000131697,
ENSG00000165424,
ENSG00000144591,
ENSG00000188994,SM00355
ENSG00000141433,SM00070
ENSG00000038382,SM00409
ENSG00000038382,SM00325
ENSG00000038382,SM00326
ENSG00000038382,SM00150
ENSG00000038382,SM00233
ENSG00000038382,SM00220
ENSG00000038382,SM00408
ENSG00000038382,SM00516
ENSG00000064961,SM00398
ENSG00000185518,
ENSG00000174938,
ENSG00000116793,
ENSG00000189319,
ENSG00000188906,SM00175
ENSG00000188906,SM00220
ENSG00000124490,SM00198
ENSG00000106069,SM00324
ENSG00000106069,SM00109
ENSG00000106069,SM00252
ENSG00000164162,SM01337
ENSG00000102384,
ENSG00000064961,
ENSG00000255524,
ENSG00000107902,
ENSG00000132329,
ENSG00000122728,SM00297
ENSG00000136297,
ENSG00000172175,SM00408
ENSG00000172175,SM00409
ENSG00000154864,
ENSG00000109511,SM00335
ENSG00000203791,
ENSG00000163808,SM00129
ENSG00000187091,SM00233
ENSG00000187091,SM00054
ENSG00000187091,SM00239
ENSG00000187091,SM00149
ENSG00000187091,SM00148
ENSG00000115641,SM00132
ENSG00000136944,SM00389
ENSG00000136944,SM00132
ENSG00000120563,SM00263
ENSG00000183397,
ENSG00000150048,SM00034
ENSG00000122133,
ENSG00000150048,
ENSG00000258539,
ENSG00000188133,
ENSG00000136699,
ENSG00000049883,
ENSG00000163808,
ENSG00000119772,SM00293
ENSG00000133398,
ENSG00000138085,
ENSG00000161091,
ENSG00000122873,SM00704
ENSG00000132646,
ENSG00000160219,SM00233
ENSG00000172238,SM00353
ENSG00000163479,
ENSG00000135931,SM00667
ENSG00000115641,
ENSG00000160219,
ENSG00000010626,
ENSG00000108773,SM00297
ENSG00000135931,
ENSG00000119772,
ENSG00000177119,
ENSG00000078401,SM00272
ENSG00000108773,
ENSG00000233890,SM00240
ENSG00000233890,SM00249
ENSG00000233890,
ENSG00000113851,SM00464
ENSG00000085760,
ENSG00000010626,SM00365
ENSG00000133243,SM00875
ENSG00000133243,SM00225
ENSG00000133243,
ENSG00000174243,SM00487
ENSG00000174243,SM00490
ENSG00000174243,
ENSG00000163956,
ENSG00000114209,
ENSG00000204520,SM00407
ENSG00000164035,
ENSG00000143409,
ENSG00000164164,
ENSG00000108774,SM00175
ENSG00000108774,SM00176
ENSG00000108774,SM00174
ENSG00000108774,SM00173
ENSG00000181374,SM00199
ENSG00000228250,
ENSG00000111671,SM00449
ENSG00000111671,SM00969
ENSG00000111671,SM00253
ENSG00000108774,
ENSG00000141448,SM00401
ENSG00000260325,
ENSG00000111671,
ENSG00000267261,
ENSG00000036530,
ENSG00000113851,
ENSG00000184544,
ENSG00000267261,SM00174
ENSG00000267261,SM00173
ENSG00000267261,SM00175
ENSG00000267261,SM00176
ENSG00000163811,SM00320
ENSG00000143412,SM00335
ENSG00000163811,
ENSG00000198843,
ENSG00000124749,
ENSG00000166347,SM01117
ENSG00000214978,
ENSG00000166347,
ENSG00000134873,
ENSG00000197893,SM00132
ENSG00000197893,SM00227
ENSG00000106633,
ENSG00000111669,
ENSG00000072756,
ENSG00000076258,
ENSG00000120742,
ENSG00000129988,SM00328
ENSG00000129988,SM00329
ENSG00000147852,SM00135
ENSG00000147852,SM00181
ENSG00000147852,SM00179
ENSG00000147852,SM00192
ENSG00000242574,SM00407
ENSG00000177156,
ENSG00000113048,
ENSG00000242574,SM00921
ENSG00000166922,
ENSG00000107669,
ENSG00000237459,
ENSG00000109586,SM00458
ENSG00000109586,
ENSG00000203872,
ENSG00000282367,
ENSG00000138074,
ENSG00000148702,SM00020
ENSG00000148702,SM00179
ENSG00000148702,SM00181
ENSG00000148702,SM00130
ENSG00000102802,
ENSG00000111674,SM01193
ENSG00000111850,
ENSG00000204257,SM00407
ENSG00000164163,SM00382
ENSG00000164163,
ENSG00000204257,SM00920
ENSG00000230885,SM00409
ENSG00000230885,SM00406
ENSG00000134874,SM00355
ENSG00000164411,SM01089
ENSG00000164411,SM00037
ENSG00000184110,SM00753
ENSG00000184110,SM00088
ENSG00000175664,
ENSG00000184110,
ENSG00000248993,SM00921
ENSG00000278548,
ENSG00000164509,SM00060
ENSG00000230885,
ENSG00000169435,SM00314
ENSG00000111674,SM01192
ENSG00000164111,SM00335
ENSG00000169435,
ENSG00000110756,
ENSG00000167588,
ENSG00000165795,
ENSG00000231488,
ENSG00000276644,
ENSG00000129873,SM00298
ENSG00000163501,SM00305
ENSG00000163501,SM00306
ENSG00000130300,
ENSG00000152082,
ENSG00000153266,SM00355
ENSG00000124749,SM00327
ENSG00000124749,SM00210
ENSG00000243927,
ENSG00000108702,SM00199
ENSG00000274286,SM01381
ENSG00000198743,
ENSG00000121988,SM00547
ENSG00000121988,SM00490
ENSG00000121988,SM00507
ENSG00000121988,SM00487
ENSG00000221818,SM00429
ENSG00000129354,
ENSG00000164111,
ENSG00000266302,
ENSG00000165197,SM00141
ENSG00000221818,
ENSG00000278548,SM00050
ENSG00000278548,SM00608
ENSG00000144895,
ENSG00000141510,
ENSG00000103187,SM00102
ENSG00000103187,
ENSG00000096006,SM00198
ENSG00000105866,SM00355
ENSG00000205981,SM00271
ENSG00000176040,SM00042
ENSG00000176040,SM00192
ENSG00000176040,SM00020
ENSG00000105866,
ENSG00000144848,
ENSG00000167112,
ENSG00000205981,
ENSG00000176040,
ENSG00000003096,
ENSG00000188886,SM00235
ENSG00000003096,SM00225
ENSG00000003096,SM00875
ENSG00000003096,SM00612
ENSG00000213516,SM00361
ENSG00000213516,SM00360
ENSG00000130508,SM00369
ENSG00000130508,SM00214
ENSG00000130508,SM00082
ENSG00000130508,SM00409
ENSG00000130508,SM00408
ENSG00000133216,SM00219
ENSG00000133216,SM00615
ENSG00000133216,SM01411
ENSG00000133216,SM00454
ENSG00000133216,SM00060
ENSG00000181449,SM00398
ENSG00000170160,
ENSG00000221923,SM00349
ENSG00000184956,SM00216
ENSG00000184956,SM00215
ENSG00000184956,SM00041
ENSG00000184956,SM00832
ENSG00000130508,
ENSG00000221923,SM00355
ENSG00000049540,
ENSG00000184956,
ENSG00000164989,
ENSG00000138459,
ENSG00000130558,
ENSG00000169155,SM00225
ENSG00000169155,SM00355
ENSG00000166436,SM00249
ENSG00000166436,SM00502
ENSG00000166436,SM00336
ENSG00000166436,SM00297
ENSG00000171016,SM00249
ENSG00000167113,
ENSG00000133805,
ENSG00000178445,
ENSG00000283563,
ENSG00000206043,
ENSG00000068400,
ENSG00000158050,SM00195
ENSG00000158050,SM00404
ENSG00000158050,SM00450
ENSG00000204256,SM00297
ENSG00000137944,
ENSG00000204256,
ENSG00000268350,
ENSG00000123374,SM00220
ENSG00000181291,
ENSG00000118733,SM00284
ENSG00000182415,SM00298
ENSG00000196235,
ENSG00000123374,
ENSG00000105486,
ENSG00000115970,
ENSG00000115839,
ENSG00000187730,
ENSG00000118733,
ENSG00000166450,SM00060
ENSG00000166450,SM00409
ENSG00000166450,SM00408
ENSG00000162975,
ENSG00000274126,
ENSG00000130303,
ENSG00000166450,
ENSG00000269720,
ENSG00000276342,
ENSG00000124613,SM00355
ENSG00000137845,SM00050
ENSG00000124613,
ENSG00000139977,
ENSG00000137845,
ENSG00000130558,SM00284
ENSG00000165632,SM00576
ENSG00000165632,SM00249
ENSG00000215218,SM00212
ENSG00000127946,SM00307
ENSG00000127946,SM00273
ENSG00000176994,
ENSG00000170558,SM00112
ENSG00000170558,SM01055
ENSG00000155622,SM01379
ENSG00000159713,
ENSG00000175267,
ENSG00000170558,
ENSG00000213901,
ENSG00000184292,SM00211
ENSG00000132953,
ENSG00000087586,SM00220
ENSG00000142556,SM00349
ENSG00000142556,SM00355
ENSG00000280537,
ENSG00000087586,
ENSG00000142556,
ENSG00000163322,
ENSG00000165801,SM00233
ENSG00000165801,
ENSG00000229094,SM00352
ENSG00000229094,SM00389
ENSG00000187773,SM01299
ENSG00000187773,
ENSG00000175267,SM00327
ENSG00000170248,SM01041
ENSG00000170248,
ENSG00000124562,SM00451
ENSG00000166246,
ENSG00000124562,
ENSG00000174500,
ENSG00000163463,
ENSG00000187736,
ENSG00000011422,SM00134
ENSG00000196235,SM01104
ENSG00000196235,SM00739
ENSG00000196235,SM00738
ENSG00000273088,
ENSG00000238269,SM01379
ENSG00000278759,
ENSG00000171700,SM00315
ENSG00000102010,SM00252
ENSG00000102010,SM00233
ENSG00000102010,SM00107
ENSG00000102010,SM00219
ENSG00000187398,
ENSG00000153339,
ENSG00000115507,SM00389
ENSG00000163319,
ENSG00000011422,
ENSG00000185664,SM00089
ENSG00000115507,
ENSG00000103199,SM00355
ENSG00000103199,SM00431
ENSG00000176974,
ENSG00000103199,
ENSG00000159082,
ENSG00000114529,
ENSG00000275176,SM00878
ENSG00000206150,
ENSG00000103490,SM01289
ENSG00000204351,SM01142
ENSG00000204351,SM00487
ENSG00000204351,SM00490
ENSG00000172243,SM00034
ENSG00000237808,SM00409
ENSG00000144642,SM00360
ENSG00000256087,SM00349
ENSG00000256087,SM00355
ENSG00000185664,
ENSG00000144642,
ENSG00000180370,SM00285
ENSG00000180370,SM00220
ENSG00000237808,
ENSG00000232070,
ENSG00000173930,
ENSG00000256087,
ENSG00000172243,
ENSG00000129566,
ENSG00000197321,SM00262
ENSG00000197321,SM00153
ENSG00000197608,SM00355
ENSG00000197608,SM00349
ENSG00000185633,
ENSG00000125703,
ENSG00000275176,
ENSG00000179133,
ENSG00000072401,SM00212
ENSG00000087842,
ENSG00000114631,
ENSG00000160838,SM00368
ENSG00000204379,
ENSG00000163462,SM00184
ENSG00000163462,SM00336
ENSG00000187969,SM00343
ENSG00000143157,SM00349
ENSG00000143157,
ENSG00000143157,SM00674
ENSG00000185896,
ENSG00000175445,
ENSG00000159714,
ENSG00000206559,
ENSG00000177125,SM00225
ENSG00000177125,SM00355
ENSG00000166069,
ENSG00000138722,SM00179
ENSG00000138722,SM00110
ENSG00000138722,SM00181
ENSG00000017797,SM00324
ENSG00000175445,SM00308
ENSG00000017797,
ENSG00000204351,
ENSG00000278145,
ENSG00000234068,SM01379
ENSG00000277033,
ENSG00000132530,
ENSG00000274081,SM00361
ENSG00000274081,SM00360
ENSG00000228454,SM00643
ENSG00000228454,SM00104
ENSG00000228454,SM01361
ENSG00000228454,SM01360
ENSG00000228454,SM01359
ENSG00000137077,SM00199
ENSG00000162601,SM00232
ENSG00000162601,SM00717
ENSG00000138363,SM00851
ENSG00000138363,SM00798
ENSG00000089505,
ENSG00000143434,SM00630
ENSG00000262845,SM01391
ENSG00000205108,
ENSG00000122705,
ENSG00000101365,SM01329
ENSG00000166143,
ENSG00000162601,
ENSG00000144369,
ENSG00000065060,
ENSG00000138363,
ENSG00000226182,
ENSG00000169340,
ENSG00000084090,SM00234
ENSG00000148814,SM00369
ENSG00000141837,SM01062
ENSG00000064995,
ENSG00000084090,
ENSG00000101203,SM00060
ENSG00000101203,SM00327
ENSG00000101203,SM00210
ENSG00000243244,
ENSG00000148814,
ENSG00000031081,SM00324
ENSG00000169604,SM00327
ENSG00000172602,SM00174
ENSG00000171848,
ENSG00000172602,SM00173
ENSG00000172602,SM00175
ENSG00000101203,
ENSG00000096654,SM00349
ENSG00000096654,SM00355
ENSG00000263101,
ENSG00000169604,
ENSG00000172602,
ENSG00000022267,SM00132
ENSG00000105675,SM00831
ENSG00000177225,
ENSG00000105675,
ENSG00000141499,SM00320
ENSG00000188112,
ENSG00000169900,SM01289
ENSG00000177238,SM00184
ENSG00000177238,SM00336
ENSG00000177238,SM00449
ENSG00000177238,SM00589
ENSG00000141499,
ENSG00000022267,
ENSG00000101365,
ENSG00000254788,
ENSG00000204382,
ENSG00000163263,
ENSG00000032444,SM00100
ENSG00000138039,
ENSG00000217555,
ENSG00000279956,
ENSG00000180269,
ENSG00000116095,SM00233
ENSG00000129566,SM00320
ENSG00000166145,SM00192
ENSG00000166145,SM00765
ENSG00000166145,SM00131
ENSG00000116095,
ENSG00000141837,
ENSG00000147100,
ENSG00000032444,
ENSG00000136169,SM00391
ENSG00000136169,SM00317
ENSG00000136169,SM00468
ENSG00000182199,
ENSG00000102385,SM00150
ENSG00000102385,SM00456
ENSG00000102385,SM00291
ENSG00000114374,
ENSG00000136718,SM00879
ENSG00000168096,SM00248
ENSG00000168096,SM00454
ENSG00000103994,SM00355
ENSG00000103994,SM00320
ENSG00000131263,SM00184
ENSG00000275962,SM00409
ENSG00000196422,
ENSG00000168096,
ENSG00000206409,
ENSG00000229341,SM00060
ENSG00000268614,
ENSG00000159082,SM01165
ENSG00000159082,SM00128
ENSG00000120896,SM00459
ENSG00000120896,SM00326
ENSG00000189350,
ENSG00000255863,
ENSG00000103994,
ENSG00000189350,SM01349
ENSG00000135297,SM01228
ENSG00000068781,SM01371
ENSG00000204356,SM00360
ENSG00000186153,SM00456
ENSG00000127603,SM00250
ENSG00000127603,SM00033
ENSG00000127603,SM01129
ENSG00000127603,SM00243
ENSG00000127603,SM00150
ENSG00000127603,SM00054
ENSG00000114626,
ENSG00000135297,
ENSG00000168621,SM00204
ENSG00000179270,
ENSG00000186153,
ENSG00000183475,SM00969
ENSG00000183475,SM00248
ENSG00000183475,SM00253
ENSG00000134285,
ENSG00000177606,SM00338
ENSG00000273579,
ENSG00000090674,
ENSG00000159921,
ENSG00000168621,
ENSG00000283758,
ENSG00000273607,
ENSG00000136718,
ENSG00000263324,SM00100
ENSG00000232962,SM00920
ENSG00000232962,SM00407
ENSG00000140471,
ENSG00000140750,SM00721
ENSG00000140750,SM00324
ENSG00000232962,
ENSG00000212710,
ENSG00000121853,
ENSG00000242441,SM01371
ENSG00000275962,
ENSG00000140506,
ENSG00000278023,
ENSG00000140750,
ENSG00000187791,
ENSG00000119138,SM00355
ENSG00000213949,SM00191
ENSG00000213949,SM00327
ENSG00000114626,SM00248
ENSG00000114626,SM00225
ENSG00000071051,SM00326
ENSG00000071051,SM00252
ENSG00000165119,
ENSG00000170950,
ENSG00000196455,SM00320
ENSG00000196455,SM00220
ENSG00000215790,
ENSG00000275365,SM00235
ENSG00000275365,SM00120
ENSG00000136710,
ENSG00000138448,SM00191
ENSG00000139780,
ENSG00000213578,
ENSG00000204356,
ENSG00000187764,SM00423
ENSG00000187764,SM00630
ENSG00000236543,
ENSG00000139537,
ENSG00000187764,
ENSG00000242441,
ENSG00000096155,
ENSG00000138448,
ENSG00000198947,SM00291
ENSG00000165119,SM00322
ENSG00000204007,
ENSG00000272822,SM00177
ENSG00000272822,SM00178
ENSG00000261893,SM00220
ENSG00000121858,SM00207
ENSG00000184305,
ENSG00000164291,
ENSG00000121858,
ENSG00000169429,SM00199
ENSG00000187764,SM00409
ENSG00000187764,SM00408
ENSG00000135686,SM00612
ENSG00000135686,SM00875
ENSG00000135686,SM00225
ENSG00000050030,
ENSG00000135686,
ENSG00000099942,SM00326
ENSG00000099942,SM00252
ENSG00000196455,
ENSG00000182518,
ENSG00000139835,SM00164
ENSG00000215906,
ENSG00000233641,
ENSG00000134287,SM00175
ENSG00000134287,SM00178
ENSG00000134287,SM00177
ENSG00000120910,SM00156
ENSG00000104047,SM01144
ENSG00000263296,
ENSG00000104047,
ENSG00000262785,
ENSG00000134287,
ENSG00000120694,
ENSG00000113389,
ENSG00000162415,
ENSG00000262068,
ENSG00000176463,
ENSG00000261862,
ENSG00000272968,SM00349
ENSG00000162458,
ENSG00000134030,SM00543
ENSG00000165660,
ENSG00000150873,
ENSG00000134030,
ENSG00000263242,
ENSG00000185499,SM00200
ENSG00000169902,
ENSG00000137074,
ENSG00000124875,SM00199
ENSG00000276781,
ENSG00000196433,
ENSG00000120910,
ENSG00000262347,
ENSG00000262808,
ENSG00000185499,
ENSG00000136527,SM00360
ENSG00000146242,SM00013
ENSG00000146242,SM00082
ENSG00000146242,SM00369
ENSG00000223767,SM00184
ENSG00000119147,
ENSG00000213780,
ENSG00000233561,SM00847
ENSG00000233561,SM00490
ENSG00000162458,SM00132
ENSG00000119707,SM00311
ENSG00000119707,SM00360
ENSG00000165644,
ENSG00000186603,
ENSG00000100557,
ENSG00000178015,
ENSG00000187323,SM00408
ENSG00000187323,SM00409
ENSG00000187323,SM00060
ENSG00000224472,SM00240
ENSG00000224472,SM00249
ENSG00000136527,
ENSG00000187323,
ENSG00000146587,SM00349
ENSG00000146587,SM00355
ENSG00000105672,SM00413
ENSG00000119707,
ENSG00000158869,
ENSG00000233561,SM00487
ENSG00000158869,SM00077
ENSG00000233561,
ENSG00000008128,SM00220
ENSG00000169184,
ENSG00000105672,
ENSG00000164171,SM00327
ENSG00000164171,SM00191
ENSG00000112137,SM00707
ENSG00000175820,
ENSG00000131788,SM00513
ENSG00000135365,SM00249
ENSG00000112137,
ENSG00000214732,
ENSG00000225635,
ENSG00000282604,
ENSG00000276230,SM00367
ENSG00000276230,SM00368
ENSG00000131730,
ENSG00000135365,
ENSG00000099338,
ENSG00000048545,SM00054
ENSG00000282604,SM00199
ENSG00000186364,
ENSG00000215641,SM00449
ENSG00000215641,SM00184
ENSG00000215641,SM00589
ENSG00000215641,SM00336
ENSG00000166913,SM00101
ENSG00000198947,SM00150
ENSG00000198947,SM00456
ENSG00000145757,
ENSG00000227868,
ENSG00000162976,
ENSG00000116663,SM01198
ENSG00000116663,SM00256
ENSG00000101974,
ENSG00000166913,
ENSG00000109272,SM00199
ENSG00000108064,SM00398
ENSG00000205359,
ENSG00000138814,
ENSG00000230708,SM00921
ENSG00000230708,SM00407
ENSG00000184160,
ENSG00000184160,SM01381
ENSG00000008128,
ENSG00000227458,SM00184
ENSG00000175449,
ENSG00000276230,
ENSG00000164171,
ENSG00000077943,SM00191
ENSG00000255054,
ENSG00000224103,SM00920
ENSG00000224103,SM00407
ENSG00000152684,SM01194
ENSG00000127423,
ENSG00000236873,SM00563
ENSG00000224103,
ENSG00000152382,
ENSG00000168769,
ENSG00000159197,
ENSG00000278632,SM00164
ENSG00000215262,
ENSG00000278632,
ENSG00000204516,SM00407
ENSG00000158874,
ENSG00000168769,SM01333
ENSG00000238056,
ENSG00000138814,SM00156
ENSG00000167555,SM00349
ENSG00000122733,
ENSG00000205549,
ENSG00000153531,
ENSG00000123106,
ENSG00000167555,
ENSG00000171509,SM00365
ENSG00000171509,SM00369
ENSG00000180758,
ENSG00000156966,
ENSG00000181322,SM00562
ENSG00000167555,SM00355
ENSG00000261852,
ENSG00000181322,
ENSG00000171509,SM00192
ENSG00000198947,SM00033
ENSG00000237900,SM00355
ENSG00000237900,SM00225
ENSG00000277768,SM00199
ENSG00000113319,SM00325
ENSG00000113319,SM00233
ENSG00000113319,SM00229
ENSG00000113319,SM00147
ENSG00000145979,
ENSG00000162062,
ENSG00000187546,
ENSG00000117523,
ENSG00000264058,
ENSG00000065325,
ENSG00000173193,SM00506
ENSG00000173193,
ENSG00000213424,
ENSG00000065325,SM00008
ENSG00000171695,
ENSG00000233314,
ENSG00000004487,
ENSG00000163104,SM00487
ENSG00000163104,SM00490
ENSG00000102580,SM00028
ENSG00000102580,SM00271
ENSG00000198947,
ENSG00000163104,
ENSG00000226417,
ENSG00000117640,
ENSG00000169641,
ENSG00000236967,SM00589
ENSG00000236967,SM00184
ENSG00000165966,SM00184
ENSG00000165966,SM00228
ENSG00000236967,SM00449
ENSG00000006606,SM00199
ENSG00000169347,SM00241
ENSG00000148386,
ENSG00000184007,SM00404
ENSG00000283039,SM00355
ENSG00000186073,
ENSG00000184007,
ENSG00000160216,SM00563
ENSG00000125510,SM01381
ENSG00000160216,
ENSG00000106511,SM00389
ENSG00000115828,
ENSG00000169347,
ENSG00000101574,
ENSG00000066629,SM00320
ENSG00000183549,
ENSG00000066629,
ENSG00000131051,SM00360
ENSG00000131051,SM00361
ENSG00000130653,SM00100
ENSG00000130653,
ENSG00000049239,
ENSG00000069431,SM00382
ENSG00000043093,
ENSG00000235017,SM00327
ENSG00000235017,SM00032
ENSG00000235017,SM00020
ENSG00000151883,
ENSG00000236649,
ENSG00000069431,
ENSG00000222018,
ENSG00000131051,
ENSG00000165643,SM00353
ENSG00000162430,
ENSG00000205097,
ENSG00000196605,SM00349
ENSG00000196605,SM00355
ENSG00000205670,
ENSG00000137411,
ENSG00000196605,SM00614
ENSG00000037474,
ENSG00000198633,SM00349
ENSG00000235017,
ENSG00000093072,
ENSG00000198633,SM00355
ENSG00000151287,
ENSG00000115520,
ENSG00000155957,
ENSG00000107672,
ENSG00000164414,
ENSG00000257950,
ENSG00000151812,
ENSG00000125522,SM01381
ENSG00000145545,
ENSG00000110148,
ENSG00000171368,
ENSG00000134255,
ENSG00000213204,
ENSG00000110619,
ENSG00000112877,SM00446
ENSG00000112877,SM00369
ENSG00000102780,SM00046
ENSG00000102780,SM00233
ENSG00000102780,SM00045
ENSG00000102780,SM00109
ENSG00000102780,SM00454
ENSG00000231268,SM00408
ENSG00000231268,SM00409
ENSG00000102780,
ENSG00000073584,SM00398
ENSG00000175029,
ENSG00000173068,SM00355
ENSG00000173068,
ENSG00000139233,
ENSG00000073584,
ENSG00000228144,
ENSG00000160185,
ENSG00000272514,
ENSG00000164104,SM00398
ENSG00000070214,
ENSG00000258989,SM00220
ENSG00000040531,SM00679
ENSG00000163155,SM00257
ENSG00000243627,
ENSG00000176387,
ENSG00000040531,
ENSG00000163155,
ENSG00000228299,SM00407
ENSG00000229524,SM00213
ENSG00000186487,
ENSG00000156171,
ENSG00000228299,
ENSG00000196132,
ENSG00000163157,
ENSG00000027075,SM00220
ENSG00000027075,SM00239
ENSG00000229524,
ENSG00000184056,
ENSG00000019995,SM00547
ENSG00000239754,SM00020
ENSG00000239754,SM00327
ENSG00000239754,SM00032
ENSG00000213977,SM00228
ENSG00000227472,SM00449
ENSG00000227472,SM00336
ENSG00000227472,SM00589
ENSG00000227472,SM00184
ENSG00000213977,
ENSG00000127774,
ENSG00000256045,
ENSG00000130826,SM01136
ENSG00000130826,SM00359
ENSG00000275313,
ENSG00000240389,SM00181
ENSG00000240389,SM00179
ENSG00000130826,
ENSG00000141971,
ENSG00000163466,
ENSG00000036565,
ENSG00000137628,SM00487
ENSG00000137628,SM00490
ENSG00000137628,
ENSG00000275313,SM00199
ENSG00000170122,SM00339
ENSG00000176142,
ENSG00000150457,SM00220
ENSG00000150457,SM00133
ENSG00000027075,SM00109
ENSG00000176842,SM00548
ENSG00000176842,SM00389
ENSG00000176842,
ENSG00000163159,SM00993
ENSG00000027075,
ENSG00000224290,
ENSG00000089558,SM00100
ENSG00000089558,SM00086
ENSG00000163159,
ENSG00000235960,SM00449
ENSG00000235960,SM00184
ENSG00000235960,SM00589
ENSG00000235960,SM00336
ENSG00000133313,
ENSG00000185272,SM00360
ENSG00000235960,
ENSG00000144891,SM01381
ENSG00000080546,
ENSG00000099875,
ENSG00000103194,
ENSG00000118420,
ENSG00000082805,
ENSG00000183921,
ENSG00000144959,
ENSG00000105327,
ENSG00000262731,
ENSG00000027075,SM00133
ENSG00000230961,
ENSG00000132963,
ENSG00000262862,
ENSG00000102967,
ENSG00000101773,
ENSG00000163156,
ENSG00000115415,
ENSG00000275621,
ENSG00000135828,SM00220
ENSG00000135828,SM00248
ENSG00000135828,SM00580
ENSG00000275621,SM00369
ENSG00000274671,
ENSG00000163154,
ENSG00000099875,SM00220
ENSG00000158639,SM01379
ENSG00000179029,
ENSG00000231268,
ENSG00000130561,
ENSG00000263091,
ENSG00000096155,SM00213
ENSG00000182107,
ENSG00000275949,SM00177
ENSG00000221914,SM00320
ENSG00000266286,
ENSG00000258405,SM00355
ENSG00000258405,SM00349
ENSG00000171476,SM00389
ENSG00000161281,
ENSG00000070729,SM00100
ENSG00000100100,SM00130
ENSG00000159387,SM00389
ENSG00000159387,SM00548
ENSG00000070729,
ENSG00000261968,
ENSG00000130561,SM01017
ENSG00000224542,SM00184
ENSG00000224542,SM00336
ENSG00000083290,SM00220
ENSG00000221914,
ENSG00000262520,
ENSG00000134262,SM01020
ENSG00000258643,SM00337
ENSG00000258643,SM00265
ENSG00000258643,SM00360
ENSG00000083290,
ENSG00000260596,SM00389
ENSG00000262121,
ENSG00000151789,SM00451
ENSG00000151789,SM00355
ENSG00000206077,
ENSG00000123243,SM00609
ENSG00000123243,SM00327
ENSG00000160185,SM00326
ENSG00000136147,SM00249
ENSG00000151789,
ENSG00000206329,
ENSG00000136147,
ENSG00000165655,
ENSG00000235194,
ENSG00000214960,
ENSG00000100105,SM00355
ENSG00000100105,SM00225
ENSG00000114098,SM00185
ENSG00000123243,
ENSG00000107485,SM00401
ENSG00000215271,SM00389
ENSG00000134262,
ENSG00000155849,
ENSG00000187754,SM00349
ENSG00000105321,
ENSG00000103319,SM00811
ENSG00000171476,
ENSG00000204611,SM00349
ENSG00000204611,SM00355
ENSG00000169550,
ENSG00000115355,
ENSG00000140545,
ENSG00000232099,SM00355
ENSG00000232099,SM00349
ENSG00000080986,
ENSG00000114098,
ENSG00000188761,
ENSG00000196267,
ENSG00000180509,
ENSG00000196267,SM00355
ENSG00000196267,SM00349
ENSG00000125319,
ENSG00000215277,
ENSG00000083454,
ENSG00000196544,
ENSG00000106178,SM00199
ENSG00000204279,SM01379
ENSG00000151233,
ENSG00000241476,SM00349
ENSG00000263229,
ENSG00000132694,SM00228
ENSG00000132694,SM00325
ENSG00000132694,SM00233
ENSG00000132694,SM00315
ENSG00000081019,
ENSG00000142156,SM00327
ENSG00000263236,
ENSG00000129473,SM00265
