Ensembl_ID,Motifs
ENSG00000187754,
ENSG00000152270,Hoxd8-1|PPAR_3-1|HNF4_8-1|Otx2-1|Prrx2_1-1|OTX-1|Nobox_1-1|NF-Y_1-1|HNF4_6-1
ENSG00000132612,CTCF-1|NRSF_3-1|CACD_2-1
ENSG00000184012,
ENSG00000164393,Bach1-1|Sp1_3-1|Arid3a_2-2|Hoxa7_2-1|Hoxb4-1|Pou2f1_9-1
ENSG00000225830,
ENSG00000136694,FEV-1|RAR-1
ENSG00000128915,YY1_2-1|YY1_5-1|Zfp161_3-2|Sp4-1|Klf7-1|Sp1_3-1|GABP_1-1
ENSG00000142273,Klf7-1|Sp4-1|Sp1_3-2
ENSG00000121310,Klf7-1|Sp4-1
ENSG00000185127,Sp4-1|GABP_1-2|Elk1_2-1|Ehf-1
ENSG00000143952,Pou2f1_1-1|Mef2_4-1|STAT_12-2|Barhl1-1|Nkx6-1_1-1|Mef2_1-1|HEN1_1-1|Klf7-1|Sp1_3-1|PPARG_1-1|PPAR_3-1|RXR::LXR-1|HNF4_6-1|HNF4_8-1|HNF4_1-1|RAR-1|NR4A2-1|Hoxb13-1|Irf_11-1
ENSG00000160505,NF-Y_1-1|Bach2-1|AP-1_2-1
ENSG00000167588,CHX10-1|Pou2f1_9-1|HEB-1|PPARG_3-1|Lmo2-complex_2-1|Klf7-1|Sp1_3-1|Ascl2-1|AREB6_3-1
ENSG00000241476,
ENSG00000172531,Elf1-1|PU.1_3-1|NF-Y_2-1|Egr_3-1|Ebox-1|Esr1_3-2|E2A_1-1|NRSF_1-1|NRSF_3-1|Sp1_3-1
ENSG00000112335,Arid3a_2-1|Lhx3_1-1|Prrx2_1-1|Elk1_1-1
ENSG00000086065,Sp1_3-4|Egr_4-1|Klf7-2|Sp4-2|CTCF-1|Nrf-1_2-1|Elk1_3-1|GABP_1-1|Pou2f1_1-1|Pou2f1_8-1
ENSG00000184708,Hoxa7_2-1
ENSG00000165863,
ENSG00000099899,E2F_5-1|E2F_2-1|NERF1a-1|GABP_3-1|E2F_6-1|E2F_7-1|PPARG_1-1|LF-A1-1|INSM1-1|Ebox-1|Myc_5-2|Myc_2-1|Myc_4-1|Myc_6-1|RAR-1|NR4A2-1|SF1-1|Pbx-1_2-1
ENSG00000168214,Nrf-2_2-1
ENSG00000183621,
ENSG00000150712,Mef2_5-1|Mef2_4-1|Myf_3-1|NERF1a-1|Ets_4-1|Sp1_3-4|Klf7-2|Sp4-1|NF-Y_3-1|NR4A2-1
ENSG00000130024,
ENSG00000111802,GABP_1-1|Nrf-1_2-2
ENSG00000171469,
ENSG00000163376,NF-kappaB_3-1|Myf_4-1|Tal1beta-1|E2A_2-1|E2A_1-1|TCF11::MafG-1|Bach2-1|Nrf-2_2-1|NF-E2-1|GABP_2-1|NF-Y_3-2|RXR::LXR-1|HNF1_6-1
ENSG00000128699,Sp4-1|Zfp161_3-2|Rfx_5-1
ENSG00000084734,CACD_2-1|Sp4-1|LXR_2-1|HNF1_1-1|RREB-1_1-1
ENSG00000182379,CTCF-1|NF-I_2-1|MIF-1-1|Rfx_5-1|Ets_4-1|PPARG_1-1|PPARG_3-1|HNF4_8-1|Pbx-1|Sp1_3-3|Klf7-1|Sp4-1|KROX-1|Egr_3-1|AREB6_3-1|RORalpha1_3-1|Err-alpha-1|NR4A2-1|SF1-1|RREB-1_1-1|Tal1beta-1
ENSG00000138658,Sp4-2|ATF_2-1|E4F1-1|Klf7-1|Sp1_3-1|KROX-1|Egr_3-1|Zfp161_3-1|Nrf-1_2-1
ENSG00000186104,NF-Y_3-1|Ascl2-1|AP-4_3-1|Pbx-1_1-1
ENSG00000153294,CTCF-1|Barhl1-1|En-1_3-1|Prrx1-2|CHX10-1|Hoxb4-1|Pou3f2_4-1|Hoxa3_2-1|Lhx3_1-1
ENSG00000164176,CACD_2-1
ENSG00000172175,Zfp161_3-1|Sp1_3-4|Klf7-3|Sp4-2|Myf_3-1
ENSG00000213380,GABP_2-1
ENSG00000136504,Pbx-1_2-1|NRSF_1-1|NRSF_2-1|NF-kappaB_3-1|YY1_4-1|Ehf-1|GABP_2-1|Elk1_2-1|Elk1_3-1|GABP_1-1|Tel2-1|AP-2_2-1|Nrf-1_2-1|NRSF_3-1|CTCF-1|Barhl1-1|Nobox_1-1|Hsf_3-1|NF-Y_1-1|CREB_1-1|PPARG_1-1|RXR::LXR-1|Egr_2-1|KROX-1|Egr_3-1|NF-Y_3-1
ENSG00000180185,NF-Y_3-3|NF-Y_2-1|NF-Y_1-1|Arnt_1-1|Myc_4-1|Ebox-1
ENSG00000175868,CTCF-1
ENSG00000123130,NF-Y_3-1|PPARG_3-1|HNF4_8-1|TLX1::NFIC-1|AP-1_1-1
ENSG00000020633,TEF-1_2-1|YY1_3-1|NERF1a-1|Elk1_1-1|NF-Y_3-1|NF-Y_2-1|Esr1_3-1|Myc_5-1|ATF3-2|HNF4_5-1|Hoxa7_2-1|LRH1-1|AP-1_2-1|HEB-1
ENSG00000147416,NRSF_1-1|Nrf-1_2-1|NERF1a-1|Sp1_3-1|ATF6-1|RP58-1
ENSG00000135537,Klf7-1|znf143-1|Elf1-1|Pax-6_1-1
ENSG00000166311,Sp1_3-3|Sp4-2|Klf7-1|NR4A2-1
ENSG00000112715,RREB-1_1-1|AP-4_3-1|HEB-1|Rfx_1-1|MIF-1-1|RP58-1|CTCF-2|HNF4_5-1|HNF4_6-1|HNF4_8-1|INSM1-1|Sp1_3-3|KROX-2|Zfp161_3-1|Egr_3-2|Egr_4-1|Sp4-1|LRH1-1|RAR-1
ENSG00000101746,E2A_5-1|Hoxb6-1|Arid3a_2-1|Zic_1-1|Zic_2-1|Lmo2-complex_1-1|Ebox-1|Zfp161_3-2|MIF-1-1|Nrf-2_3-1|INSM1-1|ATF6-1|NF-kappaB_2-1|NF-Y_3-1|NF-Y_1-1|CREB_2-1|Jundm2-2|ATF_2-2|ATF_3-1|ATF_4-2|ATF3-2|ATF4-1|CREB_5-1|Dlx5-1|En-1_3-1|Prrx1-1|Hoxb7-1|HEB-1|AP-4_3-1|Pou6f1_2-1|Elf3-1
ENSG00000139146,GABP_2-1|RREB-1_1-1|Nrf-1_2-1|Pou2f1_1-1|Pou2f1_7-1|Octamer-1|Zfp161_3-4|Sox_4-1|Srf_3-1|E2F_7-1|Egr_2-1|KROX-1|Egr_3-1|Sp4-2|Sp1_3-1|Foxo_2-1|Eomes-2|TBX5_3-1|RBP-Jkappa_2-1|STAT_12-2|Hoxa9-1|Foxd1_1-1
ENSG00000135926,HEB-1|Zfp161_3-2
ENSG00000173572,
ENSG00000143473,
ENSG00000164951,AP-1_3-1
ENSG00000007202,Elf1-1|CTCF-2|Sp1_3-1|Zfp161_3-1|KROX-2|Sp4-1|PPARG_1-1|Err-alpha-1|GABP_2-1|Tal1-1
ENSG00000120094,AP-4_3-1|RREB-1_1-1|Tcf_2-1|INSM1-1|Klf7-1|Sp1_3-1|KROX-1|Pbx-1|Pou2f1_5-1|Pou5f1_2-1|Sox_4-1|Pou2f1_2-1|Ets_2-1|Egr_4-1|Mrg1::Hoxa9_1-1|Smad_1-1|HEN1_1-2
ENSG00000110680,NF-Y_3-1|Octamer-1|Jundm2-1|ATF_3-2|CREB_5-1|ATF_4-1|Ascl2-1|Ehf-1|Elk1_2-1|Elk1_3-1|GABP_1-1
ENSG00000188779,Hsf_1-1|HEB-1|Sp1_3-1|Foxj2_1-1|Foxa_2-2|Foxa_1-1|Nobox_2-1|Arid3a_2-1|Pax7-1|Hoxa7_2-1|Pou2f1_10-2|Hoxb7-1|Pou2f1_4-1|Pou2f1_1-1|Pou2f1_8-1|Octamer-1|Lhx4-1|Prrx2_1-1|Pou6f1_2-1|Esx1-1|Hoxb3-1|Prrx1-1|Pou3f2_4-1|Dlx3-2|Dlx2-1|Pax-4_2-1
ENSG00000164221,NF-kappaB_3-1|Myf_4-1|AREB6_3-1
ENSG00000071051,RORalpha1_2-1|RORalpha1_3-1|SF1-1|Elk1_1-1|Ets_4-1|RBP-Jkappa_2-1|Sp4-1|Foxd1_1-1
ENSG00000090520,Sp1_3-1|Nrf-1_2-1|PU.1_3-1
ENSG00000115252,Pou2f1_9-1|RORalpha1_3-1|GATA_9-1|GATA_12-1|HNF6-1|Foxd1_1-1|Hoxa13-1|Ets_4-1|Tal1beta-1|RREB-1_1-1|Tgif1_1-1
ENSG00000053108,Jundm2-2|ATF_2-1|ATF_4-1|ATF3-2|ATF4-1|CREB_5-2|ATF_3-1|CREB_1-1|Myf_3-1|Myf_2-1|E2A_3-1|Lmo2-complex_1-1|Nrf-1_2-1|NF-I_2-1|TLX1::NFIC-2|Err-alpha-1|SF1-1
ENSG00000144035,
ENSG00000173917,RREB-1_1-1|Sp1_3-3|MafB_2-1|Barx1-1|Pou2f1_5-2|RORalpha1_2-1|RORalpha1_3-1|CDP_3-1|CDP_5-1|INSM1-1|Tgif1_1-1|Tcf_2-1|Hoxa9-1|Sp4-1|Hmx_2-1|Hoxa7_2-1|HNF1_1-1|LRH1-1|Irf_11-1|Pou2f1_7-1|CEBPD-1
ENSG00000162039,NR4A2-1|SF1-1
ENSG00000179709,CTCF-1
ENSG00000175463,Sp4-1|Elk1_3-1|Elk1_1-1|PU.1_3-1|Ets_4-1|Ets_2-1|Egr_4-1|PPARG_1-1|PPAR_3-1|PPARG_3-1|HNF4_8-1|HNF4_5-1
ENSG00000165868,
ENSG00000189298,Pou2f1_10-1|Sp1_3-1|GABP_3-1|GABP_1-1|Tel2-1|SF1-1
ENSG00000138316,
ENSG00000184786,Prrx2_1-1|CHX10-2|Isx-1|Nrf-1_2-1
ENSG00000183421,Maf_2-1|AP-1_2-1|Foxc1_1-1|Nrf-1_2-1|Dlx2-1|Dlx3-1|Pax-4_2-1|AREB6_3-1|Zfp161_3-1|CREB_5-1|Sp4-2|Sp1_3-2|Klf7-1|Tal1beta-1|Bach2-1|Hoxb9-1
ENSG00000148341,YY1_2-1|YY1_5-1|Mef2_5-1|RP58-1|Rfx_2-1
ENSG00000135932,Sp4-1|YY1_5-1|PPARG_1-1|Sp1_3-1|NERF1a-1|GATA_14-1|Nrf-2_2-1|Tgif1_2-1|Mrg_2-1|Tgif1_1-1|Hoxa3_2-1
ENSG00000267106,
ENSG00000144034,GABP_2-1|GABP_1-1|Elk1_2-1|Tel2-1
ENSG00000086102,CREB_5-1|Hsf_1-1|Elk1_2-1|Elk1_3-1|GABP_1-1|Stra13_2-2|Arnt_1-1|Stra13_1-1|Myc_5-1|RORalpha1_2-1|RORalpha1_3-1
ENSG00000187257,Gfi1_1-1|Sp4-2|Sp1_3-4
ENSG00000187244,HNF4_8-1|GLI-1|p53_1-2
ENSG00000179294,RXR_1-1|ATF_2-1|ATF_3-1|Klf7-1|Sp1_3-2|Sp4-1|KROX-1|Myc_6-1|Tgif1_1-1
ENSG00000171487,
ENSG00000079112,Tal1-1|Mef2_5-1
ENSG00000113494,Zic_1-1|Zic_3-1|Err-alpha-1|Ets_4-1|Gfi1_1-1|Pou4f3-1|Ets_1-1|RAR-1|AP-4_1-1
ENSG00000105726,CREB_5-1
ENSG00000089048,RREB-1_1-1|HNF4_5-1|Err-alpha-1|GCNF-1|SF1-1|NRSF_2-1
ENSG00000188306,Pou2f1_9-2
ENSG00000158691,GABP_1-2|GABP_3-1
ENSG00000172340,Pou3f4-1|Dbx2-1|Arid3a_2-2|Mrg1::Hoxa9_2-1|Pou2f1_8-1|Nkx6-1_1-1
ENSG00000250588,Tal1-1|Dlx3-1
ENSG00000213588,NF-Y_3-1
ENSG00000120093,Sp1_3-3|Osf2_2-1|CTCF-1|FEV-1|Pou2f1_1-1|Octamer-1|Ebox-1|Brachyury_1-1|Pou2f1_9-1|YY1_5-1|NF-kappaB_1-1|NF-I_2-1|Tgif1_1-1|Hoxc9-1|Nrf-2_3-1
ENSG00000198546,ATF_2-1|Klf7-1|Sp1_3-1
ENSG00000117614,Klf7-1|Sp1_3-1|GABP_1-1
ENSG00000188487,NF-kappaB_3-1|Pou2f1_8-1|HNF1_7-1|Lmo2-complex_1-1
ENSG00000171522,NF-kappaB_4-1|Irf_11-1|Bsx-1|Myf_3-1|Srf_4-1|Srf_3-1|Zfp161_3-1|Sp4-1|Sp1_3-1|NF-Y_3-1|E2A_1-1
ENSG00000171466,
ENSG00000182199,Olf-1_1-1|Nrf-1_2-1|Ets_4-1
ENSG00000242389,
ENSG00000108292,GCNF-3|Myf_2-1|AREB6_3-1|INSM1-1|Sp1_3-2|Egr_3-1|PPARG_3-1|Sp4-1|HNF4_5-2|RAR-2|NR4A2-1|HNF4_6-1|KROX-2|GABP_1-1|Ehf-1|Spdef-1|NF-kappaB_5-1|NF-kappaB_3-1|RXR::LXR-1|Hsf_3-1|Mrg1::Hoxa9_2-1|Ets_4-1|Ets_1-1|Elf1-1
ENSG00000142409,Klf7-2|Sp1_3-2|HNF4_5-1|SF1-1|HNF4_8-1|Ets_4-1|Tcf_2-1|GABP_2-4|GABP_3-1|GABP_1-5|Tel2-3|Zfp161_3-1|E2F_8-1|Sp4-2|Elk1_1-1|Elk1_2-1|NR4A2-1|Ehf-1|Nrf-1_2-1
ENSG00000114248,PPARG_3-1|Foxd1_1-1
ENSG00000166197,
ENSG00000030110,Irf_11-1|Ets_2-1|GCNF-1|SF1-1|CTCF-1
ENSG00000108379,Rfx_4-1|Myf_2-1|NF-kappaB_1-2|Sp1_3-1
ENSG00000130023,Prrx2_1-1|CHX10-2|Isx-1|Nrf-1_2-1
ENSG00000117625,
ENSG00000154258,STAT_9-1
ENSG00000145864,Mef2_5-1|Mef2_4-1|KROX-1|GABP_3-1|RORalpha1_2-1|RORalpha1_3-1|RXR_1-1|LXR_2-1
ENSG00000125954,Prrx2_1-1|Hoxa3_2-1|Rfx_5-1|Sp1_3-1|Nrf-1_2-1|STAT_1-2|STAT_5-2|STAT_14-1|GABP_1-1
ENSG00000162576,Osf2_2-1
ENSG00000187987,
ENSG00000145192,Foxa_4-1|Mef2_4-1|Pou6f1_1-1|Rfx_1-1
ENSG00000162040,
ENSG00000185219,Nrf-1_2-1
ENSG00000128573,Barhl1-1|En-1_3-1|Msx-1_2-1|Nkx6-1_1-1|Nkx2_8-1|Nobox_1-1|RREB-1_1-3|NF-Y_3-1|Sp4-1|Sp1_3-2|KROX-1|Foxd1_1-2|Foxa_2-1|Tal1-1|ATF_2-1|ATF3-1|ATF4-2|ATF_3-1|Klf7-1|Zfp161_3-3|Egr_1-1|Ascl2-1|Egr_4-1|Foxc1_1-2|RP58-1|Err-alpha-1|RORalpha1_1-1|E2A_3-1|NF-kappaB_1-1|Foxj1_2-1|Foxa_4-1|Foxd3-1|PPARG_3-1
ENSG00000206384,RORalpha1_2-1|RORalpha1_3-1|Tcf_2-1|Tcf_4-1
ENSG00000125775,NR3C_5-1|NR3C_3-2|Rfx_5-1|Rfx_1-1|MIF-1-1|Lmo2-complex_1-1|NF-E2-1|Bach2-1|AP-1_2-1|Foxd1_1-1|HNF4_8-1|ATF_2-1
ENSG00000124818,Hlx1-2|Pou4f3-1|Prrx1-1|Pou3f2_4-1|HNF1_1-1|Pou2f1_10-1|Pax-6_3-1|CHX10-1|Msx2-1|Nobox_1-1|Hoxb8-1|Arid3a_2-2
ENSG00000197061,Crx_2-2|Gsc-1|Otx2-1|OTX-1|Obox3-1|Obox6-1|Crx_1-1|GABP_3-1|NF-Y_1-1|NF-Y_3-1
ENSG00000167685,Bach1-1|Bach2-1|AP-1_3-1
ENSG00000133256,Myf_3-1|AP-1_2-1|NF-E2-1
ENSG00000198736,Zfp161_3-1|Sp1_3-2|Klf7-1
ENSG00000231145,Hoxa3_1-1|Hoxb13-1|Barhl1-1|Nkx6-1_1-1|Nobox_1-1
ENSG00000113638,
ENSG00000071859,Sp1_3-1|CTCF-1|Jundm2-1|ATF_2-1|ATF_3-1|ATF3-2|CREB_5-1
ENSG00000135211,Hoxb4-1|Prrx2_1-1|Sp1_3-3|Klf7-1|KROX-1|Egr_3-1|Sp4-1|STAT_12-1
ENSG00000175265,CTCF-1
ENSG00000177340,Vax2-1|Pou2f1_10-1|Esx1-1|Pou3f2_4-1|Pax7-1|RREB-1_1-2|INSM1-1|RXR_1-2|Err-alpha-2|RORalpha1_1-1|LRH1-1|SF1-2|Myf_4-1|E2A_2-1|GCNF-1|Myf_3-1|ATF_2-1|ATF_4-1|Rfx_4-1|Tcf_4-1|Tcf_1-1|GABP_2-1|Nrf-1_2-1|Pou2f1_1-1|Pou2f1_7-1|Octamer-1|Zfp161_3-4
ENSG00000158955,Rfx_4-1|Myf_2-1|NF-kappaB_1-2|Sp1_3-1
ENSG00000116171,Klf7-1|Sp4-1
ENSG00000185684,Nrf-1_2-1
ENSG00000087338,Hoxc9-1|Klf7-1|Sp4-1|Sp1_3-1|Nrf-1_2-1|E2A_5-1|AREB6_3-1|Spdef-1|Ets_1-1
ENSG00000258790,Zfp161_3-1|Nrf-1_2-1|Myc_4-1|Ebox-1
ENSG00000174016,TLX1::NFIC-1|Ets_4-1|Elf1-1|Sp1_3-2|Klf7-1|YY1_5-1|E4F1-1
ENSG00000163141,Egr_2-1|KROX-1|Egr_3-1
ENSG00000188316,
ENSG00000148677,
ENSG00000130066,Bach1-1|Nrf-2_3-1|NR4A2-1|Nrf-2_1-1|Elk1_1-1|Ets_4-1|Elf1-1|PU.1_3-1|ATF_2-1
ENSG00000154917,Arnt_1-1|Myc_4-2|TLX1::NFIC-1|KROX-1|Hsf_1-1|E2A_3-1|Myf_2-1|E2A_1-1|HEN1_1-1|HEN1_2-2
ENSG00000033800,Ascl2-1|Myf_3-1|Mrg_2-1|Elf1-1|Klf7-1|Sp1_3-2|KROX-1|YY1_4-1|Nobox_1-1|Elk1_1-1|Tal1-1|AP-4_3-1|Hoxa3_2-1
ENSG00000198704,
ENSG00000102780,Zic_1-1|Zic_3-1|Srf_4-1|Srf_3-2|Srf_2-2|Srf_5-1|Myc_5-1|Nanog-1|HEN1_1-2|HEN1_2-2
ENSG00000140986,znf143-1
ENSG00000203630,
ENSG00000172661,
ENSG00000203780,OTX-1|Elk1_3-1
ENSG00000170456,Sp1_3-1|Stra13_1-2|Bach2-1|HEN1_1-1|Ascl2-1|HEN1_2-2|Zfp161_3-4|HNF4_6-1
ENSG00000100902,Mef2_4-1|Err-alpha-1
ENSG00000137392,RXR_1-1|HEB-1|HEN1_1-2|AP-4_1-1|Myc_6-1|Nrf-1_2-1|E2A_1-1
ENSG00000249008,Tcf_4-1|E2F_8-1|Hoxb9-1|Pdx1_1-1|Tal1beta-1|SF1-1|Hoxa13-1|Hoxb13-1|MafB_2-1|MafK-1|NF-I_2-1
ENSG00000001084,TCF11::MafG-1|Nrf-2_2-1|Maf_2-1|NF-E2-1|Nrf-2_3-1|AP-1_2-1
ENSG00000148343,Klf7-2|Sp1_3-2|NF-Y_3-1|Sp4-1|E2A_1-1|Ets_2-1|Tel2-1
ENSG00000166946,GABP_3-1|GABP_1-2|Tel2-1
ENSG00000088832,Sp1_3-1|Nrf-1_2-2|Egr_3-1|Zfp161_3-1|STAT_5-1|Ets_1-1|Nrf-2_1-1
ENSG00000109674,Sp4-1|Nrf-1_2-3|Klf7-1|Sp1_3-1|Pou2f1_1-1|Pou2f1_8-1|Pou3f2_3-1
ENSG00000149476,Foxo_2-1|AP-2_7-1|AP-2_6-2|KROX-1|Klf7-1|Sp1_3-1|Myc_4-1|Myc_6-1|HNF4_6-1|Hlxb9-1|Ascl2-1|Lmo2-complex_1-1
ENSG00000135094,PPARG_3-1
ENSG00000204947,CTCF-1
ENSG00000187033,Ets_4-1|MafB_2-1
ENSG00000118689,Mef2_5-1|Mef2_1-1|Mef2_4-1|Myc_6-1|Foxo_2-2|Zfp161_3-3|Foxk1-1|Jundm2-2|ATF3-1|Klf7-1|Sp1_3-4|TEF-1_2-1|YY1_2-1|YY1_4-1|YY1_5-1|Sp4-2|Pax-5_3-1|NRSF_2-1|KROX-2
ENSG00000139323,Sp1_3-2|Octamer-1
ENSG00000131462,Gsc-1|RP58-1|Nrf-1_2-1|E2F_6-1|STAT_9-1
ENSG00000197753,Klf7-2|Sp4-2|Sp1_3-2|NRSF_1-1|NRSF_2-1|NRSF_3-1
ENSG00000172508,Klf7-1|E2F_8-1|Sp1_3-1|Sp4-1|Rfx_1-1|CTCF-1
ENSG00000132356,AP-1_2-1|AP-1_3-1|Maf_2-1|Foxd1_1-1|NF-I_2-1|TLX1::NFIC-2|Rfx_2-1
ENSG00000141956,
ENSG00000108433,Zfp161_3-1|Ets_1-1|Nrf-2_1-1|Elk1_3-2|GABP_3-1
ENSG00000136696,AP-1_1-1
ENSG00000102879,Ascl2-1|NERF1a-1|Ets_2-1|PU.1_3-1|Ets_4-1
ENSG00000187475,Srf_4-1|Gfi1_1-1|Egr_2-1|Sp4-1|Sp1_3-2|KROX-1|Egr_3-1|Klf7-1|PU.1_3-1|Elf1-1
ENSG00000204390,Sp1_3-1|Hsf_3-1|NF-Y_3-2
ENSG00000165288,Dmbx1-1|NF-Y_3-1|LXR_2-1|Pou2f1_9-1|PPARG_3-1|Sp4-1|Klf7-1|Sp1_3-1|Rfx_1-1|MIF-1-1
ENSG00000115353,E2A_5-1|Myf_3-1|E2A_3-1|ATF_3-1|HEN1_1-1|Ascl2-1|HEN1_2-1|AP-4_1-2|Myf_2-1|CTCF-1|Tal1-1
ENSG00000233438,Lhx3_1-1
ENSG00000138768,Pbx-1_2-1|Nrf-2_2-1|CTCF-1|Myc_3-1|Myc_6-1|Sp1_3-3|Nrf-1_2-2|Myf_3-1|E2A_3-1
ENSG00000180596,Pou3f2_3-1|Pou2f1_7-1|Octamer-1|NF-Y_1-1|NF-Y_3-1
ENSG00000112706,HNF6-1|GATA_12-1|Obox6-1|HEB-1|Mrg1::Hoxa9_1-1
ENSG00000166220,
ENSG00000196659,Rfx_2-2|GABP_2-1|Elk1_3-1|Ets_1-1|GABP_1-1|znf143-1
ENSG00000006576,Hoxb4-1|Prrx2_1-1|Sp1_3-3|Klf7-1|KROX-1|Egr_3-1|Sp4-1|STAT_12-1
ENSG00000140990,znf143-1|Sp4-1
ENSG00000099901,E2F_5-1|E2F_2-1|NERF1a-1|GABP_3-1|E2F_6-1|E2F_7-1|PPARG_1-1|LF-A1-1|INSM1-1|Ebox-1|Myc_5-2|Myc_2-1|Myc_4-1|Myc_6-1|RAR-1|NR4A2-1|SF1-1
ENSG00000214844,
ENSG00000262814,NR4A2-1
ENSG00000105479,NF-Y_3-1|Sp1_3-5|Klf7-3|GABP_3-1|GABP_1-1|Sp4-3|NERF1a-1
ENSG00000196169,RORalpha1_2-1|Myf_3-1|RREB-1_1-1|E2A_1-1
ENSG00000197557,Rfx_2-2|Elk1_3-1|MIF-1-1|Nrf-1_2-1|znf143-1
ENSG00000165125,
ENSG00000221843,Eomes-1|LRH1-1
ENSG00000038002,Rfx_5-1
ENSG00000198719,Sp4-1|NF-kappaB_3-1|Tgif1_1-1|Pou2f1_7-1|Octamer-1|Sp1_3-1|Pdx1_1-1|HEN1_1-1|Myf_2-1|RREB-1_1-1
ENSG00000187164,
ENSG00000082512,
ENSG00000197665,
ENSG00000064933,Sp4-1|Zfp161_3-2|Rfx_5-1
ENSG00000178917,
ENSG00000180573,Pou3f2_3-1|Pou2f1_7-1|Octamer-1|NF-Y_1-1|NF-Y_3-1
ENSG00000204020,
ENSG00000135916,Rfx_5-1|E2F_6-1|Klf7-1|GABP_2-1|Nrf-2_1-1|Sp1_3-2|NF-Y_3-1
ENSG00000115137,Sp1_3-1|PPARG_1-1|RXR::LXR-1
ENSG00000166313,RREB-1_1-1|HNF4_5-1|Myf_3-1|Sp4-1|Sp1_3-1
ENSG00000204389,Sp1_3-1|Hsf_3-1|NF-Y_3-2
ENSG00000157950,
ENSG00000184831,E2F_6-1|E2F_7-1|CTCF-1|Egr_3-1|Sp4-1|Klf7-1|Sp1_3-2|Rfx_5-1|Rfx_1-1|Elk1_2-1|Elk1_3-1|GABP_1-1
ENSG00000101247,RREB-1_1-1|HNF4_5-1|Err-alpha-1|GCNF-1|SF1-1|NRSF_2-1
ENSG00000175756,Elk1_1-1|GABP_2-1|GABP_3-1|GABP_1-1|Elk1_2-1|Ets_1-1|Nrf-2_1-1
ENSG00000139410,HNF1_1-1
ENSG00000115363,Pbx-1_1-1|Elf1-1|Ascl2-1|Irf_11-1|Foxa_4-1|HNF1_7-1|HNF1_6-1|HNF1_1-1
ENSG00000183662,RORalpha1_1-1|RORalpha1_2-1|RORalpha1_3-1|Hoxb13-1|HNF4_1-1|Tcf_1-1|ATF4-1|Dmbx1-1|Foxa_2-1|Foxd1_1-1|Foxa_4-1|En-1_3-1|Msx-1_2-1|Pou3f2_4-1|Gbx2-1|Prrx1-1|Arid3a_2-1|Lhx3_2-1|Pbx-1_1-1|OTX-1|GATA_4-1|Pou2f1_4-1|Pou2f1_9-2|Pou2f1_2-2
ENSG00000119147,CHX10-1|NF-kappaB_3-1
ENSG00000185163,RAR-1|Elk1_2-1|Jundm2-3|ATF_2-2|CREB_1-1|ATF3-1|ATF4-1|CREB_5-2|ATF_4-1|Zic_3-1
ENSG00000089009,Ets_2-2|Tel2-1|Jundm2-1|ATF3-2|Klf7-1|Sp1_3-1|Egr_3-1|NF-kappaB_1-2|CTCF-1|FEV-1|Stra13_1-2|Gsc-1|GATA_3-1
ENSG00000196345,Zfp161_3-2|Elk1_1-1|GABP_1-1|Ehf-1|Elk1_2-1|Elk1_3-1|Myc_5-1|RORalpha1_2-1
ENSG00000231171,
ENSG00000163703,Lmo2-complex_1-1|AREB6_3-1|CREB_2-1|CREB_1-1|Jundm2-2|ATF4-1|CREB_5-1|TLX1::NFIC-1|NF-Y_3-1|Sp4-1|Sp1_3-1
ENSG00000144048,Hoxb13-1|Hoxa3_1-1
ENSG00000258429,Sp1_3-1
ENSG00000262660,NR4A2-1
ENSG00000164949,RREB-1_1-1|Nkx2_8-1|Myc_3-1|Myc_5-1|Myc_6-1|Jundm2-4|Tal1-2|NF-E2-1|ATF_2-2|ATF_4-2|ATF3-2|ATF4-1|CREB_5-1|ATF_3-1|CREB_2-1|CTCF-1|KROX-1|Egr_3-1|Sp4-1|Egr_1-1|NF-I_2-2|Ascl2-1|AP-4_3-1
ENSG00000163377,RREB-1_1-1|Egr_2-1|NF-Y_3-1|Sp1_3-1|Ascl2-1|Lmo2-complex_1-1
ENSG00000088205,CTCF-2|Zfp161_3-1|Nrf-1_2-1|GABP_2-1
ENSG00000243943,Sp1_3-2|Klf7-3|Stra13_2-2|Stra13_1-2|Ehf-1|PU.1_3-1
ENSG00000084693,Prrx2_1-1|Nkx2_8-1|RP58-1|Bach1-1
ENSG00000204928,Eomes-1|Dbx2-2|Pou4f3-1|Lhx3_1-2|Pou2f1_8-1|Msx-1_2-1|Bsx-1|Dlx2-1|Pou3f4-2|Lhx3_2-1|Hlx1-1|HNF1_3-1|STAT_9-1
ENSG00000272617,
ENSG00000198570,
ENSG00000260371,RREB-1_1-1|Nkx6-1_1-1|HNF4_6-1
ENSG00000224586,Hoxa9-1|Pou3f2_4-1
ENSG00000259900,Tcf_2-1|Tcf_4-1|RORalpha1_2-1|RORalpha1_3-1|HNF1_7-2|HNF1_6-1|HNF1_1-1
ENSG00000152377,Barx1-1|Isl2-1|Otx2-1|Pou2f1_8-1|TLX1::NFIC-1|E2A_1-1|E2A_3-1|Tal1beta-1
